,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X000877.SZ,X600547.SH,X002271.SZ,X600795.SH,X601600.SH,X601991.SH,X600803.SH,X600426.SH,X600176.SH,X600362.SH,X600027.SH,X000983.SZ,X601699.SH,X000629.SZ,X000723.SZ,X600096.SH,X000408.SZ,X000786.SZ,X600348.SH,X600141.SH,X600160.SH,X600219.SH,X300073.SZ,X002353.SZ,X002080.SZ,X600157.SH,X000933.SZ,X600801.SH,X600985.SH,X600549.SH,X600486.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0547320638090988,-0.0762044637402989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229463010918965,0.162433254724051,0.00664543182310944,0,0,0,0,0,0,0,0,0,0,-0.0460754174283969,0,0,0,0,0,0.0121492523537533,0,-0.0622259742549553,0,-0.00906923930740237,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.442178006097495,0.222367682525467,0,0,0,0,0.116889285035725,0,-0.0239668358853384,0,0,0,0,0,0,0,0,-0.118248742408542,0,0,0,0,0,0,0,0.132648940991426,0,-0.0490005189022225,0,0,0,0.106966654056989,0,0,0,0,0,0.0372538195997083,0,0,0,0,0,-0.126255475475813,0,0,0,0,0,0,0,0,-0.00420208175339737,0,0
X600028.SH,0,0,0,0.0423530555863074,0,0,0,0,0,0,0.053358436672441,0,0,0,0,0.0574829991057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715726735765137,0,0.00151104117783091,0,0,0,0,-0.00392710117591433,0,0,0,-0.0172849696691061,0.0365739027284196,0,0,0,0,0,0,0,0,0,0.00756290453387195,0,0,0,0,-0.0171427736310271,0,0
X600309.SH,0,0.0594797298711094,0,0,0,0,0,0,0,0.110492527224498,0.0915398623305841,0,0,0,0,0.0109783885465489,0.00201796816356639,0,0,0,0,0,0,0,0,0.0465161505138941,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.012265319791671,0,0,0.0189753169920193,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X600188.SH,0,0.0871977510792906,0,0,0,0,0,0,0,0.530072384840814,0,0,0,-0.0150852229257949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217498022196031,0,0.047874747560088,0,0,0,-0.0378411691625043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0744457179185026,0,0,0,0,0.00709034386802286,0,0
X002466.SZ,0,0,0,0,0,0,0.53777786777265,0,0.364901686760355,0,0,0,0.0433144317254151,0,0,0,0,0,0.0765996416611356,0,0,0,0,-0.144441653467921,0,0,0,0,0,0,0,-0.131541004645414,0.0630263885315326,0,0.176153105759468,0,0,0.0421923422325814,0,0,0,0.214959641400481,0,0,-0.121059770732709,0,0,0,0,0,0,0,0.0101244820600083,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.190376045077502,0,-0.195640108921019,0,0,0,0,0.0143332320219482,0,0,0,0,0,0,0,0.0445976346423475,0,0,0,0,0,0,0,-0.037671257272758,0,0,0,0.147517298793854,0,0,0,0,0.229299158181632,0,0,0,0,0,-0.0120638986926487,0,0,0,0.00239537689406125,0,0,0,0.109084392175963,0,0,0,0,0.0182357002976412,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007882100113209,0,0,0,0,0,0,0,0.0795278454201644,0,0,0,0,0,0,0,0,0,0,0.0614213771426154,0.0383166404118579,0,0,0,0,0,0,0,0,0.0197699064417135,0,0.0229879977872511,0.373146053772798,0,0,0.031673420535587,0,0,0.0514602701112401,0.0190092278027573,0,0,0,0.014298521161329,0,0
X000792.SZ,0,0,0,0,0,0.257031429995811,0,0,0,0,0.0966256149491538,0,0.00992733349454036,0,0,0,0.0924009220975406,0,0,0,0,0,0.0827947392413235,0,0,0,0,0,0.0457888538789,0,0,0,0,0,0,0,0.0681567270971861,0,0,0.191453150291958,-0.0302391370057994,0,0,0,0,0,0,0.0522954183372017,0.0294486509314014,0,0,0,0.0181099961871906,0,0,0,-0.0588493803712223,0,0
X601898.SH,0,0.0725616110606512,0,0,0.0415545934895877,0,0,0,0,0,0.0166412574332572,0,0,0,0,0,0,0,0,0,0,0.0195813507358159,0,0,0,0,0,0,0,0.380677747987104,0,0,0,0.161801803065226,0,0,0,0,0,0.0650146897426092,0,0.169259772377548,-0.049952604181609,0,0,0,0.0377469729868075,0,0,0,0,0,-0.0252806805294215,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.306970597217918,0,0,0,0.160529501652027,0,0,0,0,0,0,0,0.26324265976661,0,0,0,0.828814709763977,0,0,0.104947526441257,0,0,0,0.0905686753941633,-0.10264544082147,0,0,0,0,0,0,0.283760502429307,0,0.197526578429037,0,0,-0.347122894401495,0,0,0,0.000399873177922863,0,0,0,-0.158385717250706,0,0
X600019.SH,0,0,0,0,0,0.0123510431331402,0,0,0,0,0.0610217984768247,0,0.00716075369317444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388824234365648,0,0.0542286977477654,0,0,0,0.17817671496833,0,0,0,0.036821434935458,0,0,0,0,0.0385395297938052,0,0,0,0,0,0,0,-0.0873360225547416,0,0,0,0.0882303982715809,0,0
X000301.SZ,0,0,0,-0.148686601701704,0,0,0,0,0,0,0,0,0,0,0,0.142653890253731,0.139015808128683,0,0,0,0,0,0,0,0.0897508872340284,0,0,0,0.0477265155549124,0,0,-0.0422499002390016,0,0,0.142742412613442,-0.177451764365536,0.0822405122171788,0,0,0,0,0,0.382936708160555,0,0,0,0,0,0,0,0,0,-0.106474114486729,0,0,0,0.228900477570933,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0839892972120077,-0.216793220791762,0,0,0,0,0,0,0.0564829632897084,0.135161837725066,0,0,0,0,0,0,-0.0502544862938178,0.0241230543052088,0,0.536685190877935,0,-0.0390523782241624,0,0.0545881953655998,0,0,0,0,0,0,0,0,0.203809751510706,0,0,0,0,-0.0615899329250777,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.012255963889311,0,0,0,0,0,0,0.0917537610625244,0,0,0.102622749627333,0,0,0,0,0.100386458417591,-0.108841174914964,0,0,0,0,0,0,0,0,0,0.0567022907918337,0,0,0,0,0.0695460542031603,0,0,0.0696356803095615,0.140834274801722,0,0,0,0,0,0,0,0.00621538812502878,0,0,-0.158099919203874,-0.0331142309542642,0,0,0,-0.0596384552450502,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0678867110761851,0,0,0,0,0,0,0,0,0.0160825144540073,0,0,0.162795766049659,0,0,-0.0180905923277612,0,0,0,0,-0.00356809475042806,0.0863337438309589,0,0,0.106327748944914,0,0,0,0,0,0,0.0737181112348306,0.156757720009792,0,0,0,0.0285305097204377,0,0,0,0.0239016897636576,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0934726710922671,0.0974363058726659,0,-0.016635143179465,0,0,0,0,0,0,0,0,0,0,0,0,-0.104006231008025,0,0,0,0.0209259780517074,0,0,0.0974062950163183,-0.0657214938091729,0,0,-0.168946593543788,0,0,0.143987301072252,0.296785564713797,0.0440892289402984,0,0,0.154201310994961,0,0,0,0,-0.0975415398062103,0,0,0,0.0654101466082542,0,0
