,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X600688.SH,X601991.SH,X601600.SH,X600027.SH,X600886.SH,X600111.SH,X600157.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X601992.SH,X000027.SZ,X000539.SZ,X600309.SH,X000898.SZ,X000709.SZ,X000883.SZ,X600021.SH,X600352.SH,X600660.SH,X000792.SZ,X002470.SZ,X600489.SH,X600098.SH,X600863.SH,X600022.SH,X000629.SZ,X600307.SH,X600623.SH,X600612.SH,X601918.SH,X600578.SH,X600808.SH,X600547.SH,X300072.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.761617199858023,0.0766911614321098,0,0,0,0,0,0,0,0,-0.0440072950545774,0,0,0,0,0,0,0,0,-0.0753255999751093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039804519241454,0,0,0,0,0,0,0,-0.00943241590106186,0,0.0477481862423838,0,0,0,0
X600028.SH,0.399994748553008,0,0.177772607116551,0,0.0272397756743025,0.149416784099059,0,0,0,0.0170032630248265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100384999579789,0,0,0,0,0,0,0,0,0,0.0111522017196656,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.00317060019279009,0.116667735377906,0,0,0,0,0
X601088.SH,0,0,0,0.0993759281370814,0.173371182521338,0.151776355401949,0.363690440354033,0,0,0,0,0,0,0,0,0,0,0,0.172996374462811,0,0,0,0,0,0,0,0,0,0,0,0,0.0609495569581825,0,-0.00522707721289591,0,0,-0.144391807569188,0,0,0,-0.0307476196637832,0,0,0,0,-0.0127263724152785,0,4.33680868994202e-19,0.00746274534859017,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0564128371311948,0,0.288134041059295,0,0,0,0,0.0476571163003081,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0802043621618083,0.247161305113188,0,0,0,0,0,0,0,0,0,0.119636235607983,0,0,0,0.0413105900021314,0.111895311331718,0,0,0,0,0,0,0,0,0,0.0306338799752569,0.0189746838628836,0,0,0,-0.000360472289381531,0,0,0,0,0,0,0
X600585.SH,0,0.096802561402851,0,0.0141317052215794,0.0148566943991828,0,0.17848080915197,0,0,0,0,0,0,0.116369269331707,0,0,0,0,0,0,0,0,0,0.253852031589707,0,0,0,0,0,0.212187869196023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220025342959245,-0.0264278178290744,0,0,-0.000759267397126199,0,0,0,0,0,0
X600019.SH,0,0,0.171482226186665,0.0615646878932318,0,0,0,0,0,0.0542838735318288,0.0207783754737732,0,0,0,0.0320267988480094,0,0,0,0.170270874457472,0,0,0,0,0.0630672458000796,0,0,0,0.115822337527126,0,0,0,0,0.0185935764732668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268725648137934,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.488189611595461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14166081301393,0,0.14746734698962,0,0,0,0,0,0,0,0.0012538077589152,0,0,0,0,0,0
X600795.SH,0,0,0,0.028321682840591,0,0,0,0,0,0.0213755645578648,0.038656938298538,0.0693315528014882,0.0661533455307033,0,0,0,0.0142951664646175,0,0,0,0.0817934377683742,0.0554831017428499,0,0,0,0,0,0,0,0,0,0,0.0606815007589522,0,0.208204687990113,0,0,0,0,0,0,0.222668348023612,0.0202472387137258,0,0,0,0,-0.00329006522186977,0,0,0,0,0,0,0
X600688.SH,0,0,0,0.0430316835851502,0,0,0,0,0,0,0,0,0,0,0,-0.180784061343352,0,0,0.191166798372563,0,0,0.206097947008039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249293724628384,0,0.299862982972632,0,0,0,0,0,0,-0.00168351255933852,0,0,-0.0615044432545112,0,0,0,0,0,0
X601991.SH,0,0,0,0.269878124304853,0.00560768550167082,0,0.0323417238259269,0,0,0,0,0,0.13809541651969,0,0,0,0.019232325042086,0.179331997725671,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0198978030612573,0,0,0,0,0,0,0,0,0.128033842158682,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.12492709061742,0,0,0,0,0,0,0,0,0,0,0.0385021915268256,0,0,0.0734433382373144,0,0,0,0,0,0,0.00407527524159008,0,0,0,0.0245209222551504,0,0,0,0.0322032179659781,0,0,0.00995001456103724,0.0331183626196512,0.146472670286353,0.0121806023149128,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.131285099235846,0,0,0,0,0,0.0767573463046497,0,0,0,0,0,0,0,0,0,0,0.0732509483181528,0,0,0,0,0,0.133114771228895,0,0,0,0,0,0,0,0.180471910683544,0,0,0,0,0,0,0.150912798744935,0,0,0,0,0,0,-0.0180136882774193,0,0,0,0,0,0
X600886.SH,0,0,0.0507644295626172,0,0,0,0.0758351518614939,0,0,0,0,0,0,0,0,0,0,0,0.0703791359610742,0,0,-0.0405572099974095,-0.0197986069447347,0,0,-0.0661501899875292,0,0,0,0,0.112880592852749,0,0,8.67361737988404e-19,0,-0.0499622901391253,0,0,0,0,0,0,0,0,-0.102922229907222,-0.0441471700120492,0,0.443387018352367,-0.396934289753966,0,0,0,0,0,0
X600111.SH,0,0,0.033169383080143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964612737745979,0.201603746274454,0,0,0,0,0,0,0,0.182805672147279,0,0,0,0,0,0,0,0,0,0,0.230594507297824,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.0214562579954316,0,0,0,0.064881790365299,0,0,0,0,0,0,0,0.0238288093427337,0,0.358281600400125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081383693793058,0,0,0.0135028698785521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436073940463672,0,0,0,0,0,0.00769965922744649,0.121166340994762,0,0,0,0,0,0,0,0,0,0,0.0169023987942559,0,0.01051774718129,0,0,0,0.338477606005539,0,0,0,0,0,0,0,0,-0.00219389501730224,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0365222915616094,0,0,0.235752278756898,0,0.0174507994981765,0.0691662265300322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173022995810626,0,0,0,0.0164823781957629,0,0,0,0,0,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0.103360094529901,0,0.0554814453534401,0,0.0339880849258367,0,0,0,0,0.162811656687175,0,0,0,0.00558890446726588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172915168941084,0,0,0,0,0,0.0236859663372361,0,0,-0.0467072154933741,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0.0472928651253014,0,0,0,0.037375175154755,0,0,0,0.0339508178079052,0,0,0,0,0,0.128982292407192,-0.104393310549088,0,0,0,0,0.198166355661718,0,0,0,0.0708559401335643,0.124993749769639,0,0,0,0.142896646043765,0,0,0,0,0.101254765254922,0.0778036232731205,0,0,0,0,0.0154126992309162,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251282142176947,0,0,0,0,0.0204363570335008,0,0,0.256968111670655,0,0.259614743818439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00181693725080726,0,0,0,0,0,0,0,0.205450573672271,0,0,0,0,0,0,0,0,0,0.0742556419215274,0.105421044197363,0,0.0768839672592323,0,0,0.0818870961162253,0,0.0267548838708575,0,0,0,0,0,0,0,0,0
X000539.SZ,0.0118944434016879,0,0,0,0.568856733070732,0,0,0,0,0.0118348116026438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531531400630036,0,1.73472347597681e-18,0,0,0,-0.0275825873826407,0,0,0,0,0,0.00838783228701187,-0.0550783153669793,0,0,0,0,0,0,0,0,0,0.00256808688162956,-0.125303977746719,0,0,0,0,0
X600309.SH,0,0,0,0.386516486251998,0,0.00667710477766503,0,0.0090129906571418,0,0.0620112941794197,0,0,0,0,0,0,0,1.38777878078145e-17,0.0501647048825627,0,0.0571995318578653,0,0,0,3.46944695195361e-18,0,0,0,0.214646578994249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,1.73472347597681e-18,0,0.390008098286478,0,0,0.0151858183899173,0,0,0,0,0,0,0,0.103330512988288,0.082495663268457,0,0.0933106971471218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056809358977852,0.248324148369944,0,0.00300587866660691,0,0,0,0.0349556421560618,0,0,0,0,0,0.0636629716951454,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0260129383418856,0,0,0,0,0,-0.0794711500422418,0,0,0,0,0,0,0,0,0.509192969880367,0,0.0196236625323566,0,0,0,0,-0.0423555030078215,-0.0477042605410686,0,0.195845889673064,0,0,0.0752618655963535,0.181102481216215,0,0,0,0,0
X000883.SZ,0,0,0,0,0.0289625742149715,0,0,0,0,0.00749579671086846,0,0,0,0,0,0,0,0,0,0,0,0.513343409805999,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0269375524589701,0,0,-0.00215904697633491,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17221920187605,0,0,0,0,0,0,0,0,0,0,0,0.00803729589370223,0,0,0,0,0.3229412528461,0,0.00371856692477936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407153170224823,0,0.0278385977348125,0,0.203756920487197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303502573782522,0,0,0,0.0257167702604413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.0704963880328162,0,0.124411232273176,0,0,0,0,0.331171841589207,0,0,0,0.0726956400859271,0,0,0.040722727997506,0,0,0,0,0,0.152042910060233,0,0,0,0,0.0359827790562783,0,0,0.00849672071524693,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228452241012759,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.0656742359105679,0,0,0.0478744493156147,0,0,0,0,0,0.16420785620916,0,0.0105559647641143,0,0,0,0,0,0,0,0,0,0,0.088139051331965,0,0.0242673005286105,0.161278240428128,0,0,0.0376920142265838,0,0,0,0,0,0,0.00461865057042914,0,0,-0.03953376145291,0,0,0,0,0,0,0
X002470.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103875540108421,0,0.281190810210981,0,0,0.0505198470101311,0,0.130632445417425,0,0,0,0,0,0.194908481110137,0,0,0,0,0,0,0,0,0,-0.119240651657479,0,0,0,0,0,0,-0.0602977680302109,0.0316109854405302,0,0,0,0,0,0
