,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X002466.SZ,X600027.SH,X600111.SH,X600623.SH,X600157.SH,X600362.SH,X600188.SH,X600886.SH,X600547.SH,X601992.SH,X600299.SH,X600660.SH,X000792.SZ,X600489.SH,X600309.SH,X601158.SH,X600583.SH,X000883.SZ,X300072.SZ,X000709.SZ,X600352.SH,X000539.SZ,X000898.SZ,X000723.SZ,X002460.SZ,X000027.SZ,X600549.SH,X002075.SZ,X000630.SZ,X002407.SZ,X002470.SZ,X600021.SH,X000012.SZ,X600176.SH,X600098.SH,X000983.SZ,X000060.SZ,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0632492674036989,0,0,0,0.014485195148683,0.0551473808705467,0.0540141740163281,0,0,0,0,0,0,0,0,0,0,0,0.206522589925992,0,0.101532035152326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415346370556764,0,0,0.0134251340548692,0,0,0,0,0,0.00186871923627138,0,0,0,0,0,0,0
X600028.SH,0.0662084219479882,0,0,0,0,0,0,0.0872863392557925,0,0,0,0,0,0,0,0,-0.00941580917907111,0,0,0,-0.00738270829482195,0,0,0,0,0,0.0839484289934108,0,0.264811750547052,0,0,0,0,0,0,-0.0467794702429322,0,0,0.0127049985735117,0,0,-0.0135879448706873,0,0,0,0.0103832231049399,0,0,0,0,0,0,-0.00703582586096495,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.312884509267085,0,0,0,0,0,0,0,0,0.0617614285452115,0,0,0,0,0,0.00249177929996275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12102056514601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105938431908756,0,-0.0357932297889397,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.014343002585295,0,0,0,0,0,1.73472347597681e-18,0.366177248666433,0,0,0,0,0,0,0,0,0,0,0.0372019057877278,0,0,0,0.160614066647014,0,0,0,0.0067691365399447,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262103891270648,0,0.0485532803501599,0,0,0,0,0,0,0,0.0688273091465836,0.0688782942959573,0,0,0,0,0,0,0,0,0.0433343211228426,0.0850475983201962,0,0,0.171682510181053,0,0,0.0176398701486437,0,0,0.0125397463860404,0,0,0,0,0.0593373673662329,0,0.0156295019615636,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.002484642856728,0.0177933767342569,0,0,0,0,0,4.33680868994202e-19,0.0128542908031528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217507261896179,0,0.0797309100808956,3.46944695195361e-18,0,0,0.119226230757107,0,0,0,0,0,0.0260586819288379,0,0,0,0,0.0497844703179015,0,-0.019137420442153,0,0,0,0,0,0,0
X600585.SH,0,0,0.341058167038481,0,0,0,0,0,0,0,0,0,0,0,0.112848152624238,0.00718122955325627,0,0,0,0,0,0.194664952840783,0,0,-0.0873532379185989,0,0,0,0,0,0,0,0.142619197376227,0,0,0,0,0,0.25476975552791,0,0,0,0,0,0,-0.103814348418867,0,0,0,0,0,-0.0314989355961187,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146353588213098,0,0.140877924188705,0,0.0311306418438884,0,0,0,0,0,0,0.24056447132406,0,0,0.285271456446631,0,0.0238656343485367,0,0,0,0,0,0,0.0112562266687425,0,0,0,0,0,0.00653810440646952,0,0,0.0311386290640222,0.17383456096287,0,-0.067655323950525,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394634601836159,0,0,0,0,0,0.022251177073256,0,0.160061951746235,0.0427391183793006,0,0,0.1376056404535,0,0,0,0.184139199615942,0,0,0.110179385554776,0,0,0.0468144928816253,0,0,0,0,0,0,0.108213115353814,0.0183140806018749,0,0,1.38777878078145e-17,0,-0.00482097700391495,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.00272283660923772,0,0,0,0,0,0,0,0,0,0,0,0,0.243353340210043,0,0,0,0,0,0.128087230615229,0,0,0,0,0,0,0,0,0,0,0.24692863044324,0,0,0.0671590426648752,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0268869094470917,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.130266531238918,0,0,0,0,0,0,0.0371154868220215,0.0164285079978983,0.00196029273963575,0,0,0,0,0,0,0,0,0.0259709701900844,0,0,0,0.16415767654437,0,0,0,0.0649068059711841,0,0,0.0922855158205465,0,0,0,0,0,0,0,0,0,0,0.0621249456171781,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00399508342554582,0,0,0,0,0,0,0,0,0,0.111711795597164,0,3.46944695195361e-18,0,0,0,0.237077082172618,0,0,0,0.0292118817833837,0,0,0,0,0,0,0.0131336762184529,0,0.0466268048796649,0,0,0,0.0378404773961955,0.0841736727492736,0.045655740132887,0,0,0,-0.0347142456658944,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.173815170346475,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201398700101544,0,0,0,0.0972041986834906,0,0,0,0,0,0,0,0,0,0,0,0.411697113173257,0,0,0,0,0.321032356592942,0,0,0,0,0,-0.050476970619923,0,0,0,-0.052254809588236,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0143540395870984,0,0.0152827010015716,0,0,0,0,0,0,0,0.0511787578452105,0,0.133553253217887,0,0,0,0.14602282400229,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280526962618719,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.371989777044317,0,0,0,0,0,0,0,0,0,0,0.0550176084583797,0,0,0,0,0,0,3.46944695195361e-18,0,0.0407412028088612,0.0576086898744392,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.363789275383459,0,0,0,0,0,0,0,0.0286661581716027,0,0,0,0,0,0,0,0,0,0,0,0
