,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X600547.SH,X002466.SZ,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600426.SH,X002271.SZ,X600362.SH,X600795.SH,X600027.SH,X600803.SH,X601991.SH,X600176.SH,X600489.SH,X000983.SZ,X601699.SH,X000807.SZ,X000786.SZ,X600160.SH,X000539.SZ,X000408.SZ,X300037.SZ,X000629.SZ,X000932.SZ,X600219.SH,X600995.SH,X002409.SZ,X600096.SH,X600612.SH,X002080.SZ,X600378.SH,X600688.SH,X000723.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.476275609863033,0,0,0,0,0,0,0,0,0,0,0,0.15128314377933,0,0,-0.124825954319484,0,0,0,0,0,0,0,0,0.0104133360517357,0,0,0,0,0,0,0,0,0.0728328325304135,0,0,0,0,0,0,0,-0.020309121683856,0,0.309006747723066,0.0299161318987728,0,0,0.0437245041645594,0,0,0.0652817136652528,0,0,0,0,0,0,0
X600028.SH,0.770153241011368,0,0,0,0,0,0,0.0463047824897689,0,0.0154045731149097,0,0,0,0,0,0,0,0,0,0,0,0,-0.0479378704889875,0,0,0,0,0,0,0,0,0,0,-0.0974742797547901,0,-0.00100535416878933,0,-0.065977279496251,0,0,0,-0.141897199971336,-0.0621811897932118,0,0,-0.0284433106581629,0,0,0,0,0,0.0227493387972462,0,0,0,0,0,0,0
X601088.SH,0.0532330395492913,0,0,0,0,0.239133462715787,0,0,0,0,0,0,0,0.092739153532349,0,0,0.0859900521192018,0,0,0,0,0.0761566830314342,0,0,0,0,0.0372915442880465,0,0.0525073270520735,0,0,0,0.0392082166988153,0,-0.0183731818078809,-0.131390933897688,0,0,0,0,0,0,0.0416585883918254,0,0,0,0,0,0,0,0,-0.0244890378431575,0.00995649676618508,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0815570683427158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500785835500332,0,0,-0.107117753228775,-0.0293676718723873,0,-0.0535022601296817,0,0,0,0,0.0273689905497449,0,0.0666651441431903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253471325861294,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.13594413101721,0,0,-0.111017432484742,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.602843398510187,0.364368662707498,0,0.0966975755661913,0,0.211625179269667,0,0,0,-0.128924559081512,0,-0.0668778153336612,0,-0.0135030177946227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197923031656997,0,0,0,0,0,0,0
X600188.SH,0,0,0.319376784661077,0,0,0,0,0,0,0.217338199409428,0,0,0,0.21370402419321,0,-0.206814581631097,0,0,0.0740645795841679,0,0,0,0,0,0,0,0,0,0,-0.281098353917129,0,0.49766266323624,0.134197109595961,0,0,0,0,0,0,0,0,0.0852414549194866,-0.0140080836835189,0,0,0,0,0,0,0,0,0,-0.196288972999387,0,0,0,0,0,0
X600019.SH,0,0.0621040298002373,0,0,0,0.0493844723853767,0,0.088096201240608,0,0.00535641339104813,0,0,0,0.103644320847641,0,0,0,0,0,0,0,0.0790831953550579,0,0,0,0,0,0,0,0,0,0,0.0827717061115279,0,0,0,0,-0.121216788403315,0,0,0,0,0,0,-0.0496000509653622,0,0,0,0,0.135375096996213,0,0.0467609600446539,0.0138949704648151,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0165085293406745,0,0.179931327503105,0,0,0,0,0.0545889664605243,0,0,0,0,0,0,0,0,0,0.0616555223764736,0,0,0,-0.0369167149150455,0,0,0,0,0.164487674811074,0,0,0,-0.081155127713027,0,0.112712108324065,0,0.117730757756905,0,0,0,0,0,0,0,0,0,0,0,0,-0.00405311653086133,-0.0757462884965668,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.563601985903314,0.0298933825292424,0,0,0,0,0,0,0,0.112438734250643,0,0,0,0,0,0,0,0,-0.0271041511464279,0,0,0,0,0,0,0.133403633869579,0,0.078318463288648,0.0330856652386752,0,0,0,0,-0.0172877268686852,0,0,0,0,0,0.208193544230648,0.0326766641808853,0,0,0,0,0,0,0
X601898.SH,0.149785824329585,0.0129620170016286,-8.67361737988404e-19,0,0,0.246860053500442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249044596334673,0,0,0,-0.055161211904319,0,0,0,0,0,0.307708683319168,0,0.14154215380703,0,-0.0939166256094831,0,-0.02807357663858,0,0,0,0,0.0136744171782417,0,0,0,0,0,0,0,0,0.0130524818699646,0.000926753348418248,0,0,0,0,0,0
