,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X600547.SH,X002466.SZ,X000792.SZ,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600426.SH,X600362.SH,X002271.SZ,X600795.SH,X600027.SH,X600803.SH,X601991.SH,X600176.SH,X600489.SH,X601699.SH,X000983.SZ,X000807.SZ,X000786.SZ,X600160.SH,X002409.SZ,X000539.SZ,X300037.SZ,X000629.SZ,X000408.SZ,X600995.SH,X000932.SZ,X600219.SH,X002080.SZ,X600612.SH,X600688.SH,X600378.SH,X000723.SZ,X000027.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.69133214269224,0,0,0,0,-0.0848734105033589,0,0,0,0,0,0,0.12295502917824,0,0,-0.154532593103569,0,0,0,-0.0464205735198349,-0.0708583848805963,0,0,0,0,0,0,0,0.0384058165252944,0,-0.0690652878105063,0.0228345851524677,0,0.111309131682095,0,0,0,0,0,0,-0.0320816828043765,0,0.0556459410634392,0.292074137169987,0,0,0.0292614069110302,0,0,0,0.0260529255666175,0,0,0,0,0,0,0
X600028.SH,0.749549001469909,0,0,0,0.00856098536140886,0,0.0371101953621743,0.0269096371411148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152475139041059,0,-0.0219918210308044,0,-0.064019089691544,0,0,0,0,0,-0.00471769379067959,0,0,0,0,-0.0416346758450206,0,0,0.014348825847954,0,0,0,0,0,0,0
X601088.SH,0.110218271552246,0,0,0,0,0.253860326697625,0,0,0,0,0,0,0,0.0844591012900257,0,0,0.108975885581967,0,0,0,0,0,0,0,0,0,0,0,0.057684036701053,0,0,0,0,0,0,0.0345156698103307,-0.0513043820720408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0046138193262172,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.151145622818452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118698516486572,0.187127754982786,0,0,0,-2.16840434497101e-19,0,3.46944695195361e-18,0.0388589523049296,0,0,0,0.120022394091148,0,0.0139907508980793,0,0,0.0515503650145344,0,0,0,0,0,0.00367780530528164,0,0,0,0,0,0,0,0.00286066033337441,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.117437631526537,0,0,1.38777878078145e-17,0,0,6.93889390390723e-18,0,0,0.166994798393358,0,0,0,0,0,0,0,0,0,0.393004560295533,0.254007388638635,0,0.271784648141197,0,0.0572965659544229,0,0,0,-0.449276478766149,-0.0911415531218848,0,0,-0.0212419898808169,0,-0.0860347414458989,0,-0.0617479849852093,0,0,0,0,0,0,0.160661170110765,0,0,0.0327040991522574,0,0,0,0,0,0,0
X600188.SH,0,0,0.124033794772271,0,0,0,0,0,0,0.197301003777412,0,0,0,0.344389656043385,-0.0893502018494831,0,0,0,0.0745242712619408,0,0,0,0,0,0,-0.0126418030992741,0,0,0,-0.521637769293861,0.39412025445682,0,0.0266506304859548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268479131808228,0,-0.00396507898561536,-0.173359402498416,0,0,0,0,0,0
X600019.SH,0,0.0682590506895494,0,0,0,0.0334806738244211,0,0.0612704399941257,0,0.0145071918022853,0,0,0,0.0809566183109825,0,0,0,0,0,0,0,0.0853082936938452,0,0,0,0,0,0,0,0,0,0,0.100542338270314,0,0,0,0,-0.11794069664279,0,0,0,0,0,0,-0.0437698456025918,0,0,0,0,0.162743332815111,0,0.050119513673606,1.73472347597681e-18,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.00617485440589526,0,0,0.00645502113812866,0,0.0477180415534821,0,0,0,0,0,0,0,0,0,0.103757708539492,0,0,0,0,0,0,0,0,0,0,0,0.0208267508156623,0,0,0.0309062992809838,0,0.116526420148278,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325363615061814,-0.0471010574336149,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,-0.0343854512650915,0.560585808527747,0.0137851121159876,0,0,0,0,0,0,0,0.146620168925689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700423515486188,0.135144916522473,0,0.0200529681806318,0,0,-0.0306548235382151,0,0,0,0,0,0.202869264242696,0.029332879376067,0,0,0,0,0,0,0
X601898.SH,0.0820614869967346,0,0.0989322529070171,0,-0.0306115726918732,0.207791072956953,0,0,0,0,0,0,0.0709315846227493,0,0,0,0,0,0,0,0,-0.165176421388847,0,0,0,0,0,0,0.0390462622782709,0,0.339020629142165,0,0,0.0458541391492885,0,0,-0.113413015330763,-0.115790820585777,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0104922697465021,0,0,0,0,0,0
