,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600886.SH,X600188.SH,X600352.SH,X600362.SH,X600795.SH,X600111.SH,X000723.SZ,X600027.SH,X601992.SH,X000898.SZ,X600801.SH,X000709.SZ,X600176.SH,X002460.SZ,X000786.SZ,X600516.SH,X600489.SH,X002466.SZ,X002271.SZ,X600299.SH,X000629.SZ,X000553.SZ,X000883.SZ,X600219.SH,X601158.SH,X600808.SH,X000630.SZ,X600985.SH,X600583.SH,X601699.SH,X000027.SZ,X000301.SZ,X002203.SZ,X600339.SH,X000825.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0858866284395523,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017368285258588,0,0,0,-0.00691220142517173,0,0,0,0.0337491902165773,0,0,0,0,0,0,0.0729902429463764,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0882261203901869,0.108978014806918,0,0.026592940095716,0,0,0.0108207067116983,0,0,0,0,-0.0124256606290928,0,0,0,0,0,0
X600028.SH,0,0,0.0166136936902183,0,0,0,0,0.0229205927107262,0,0,0,0,0.242313785951296,0,0,0,0,0,0,0.0531133787747082,-0.00224183776201162,0,0.070205424955737,0,0.0478329649045158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242094269024637,0,0,0.0689755956570616,0,0,0,0,0,0,0,0,-0.031416051373217,0,0,0,-0.0106363096729976,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.00015483264659928,0.101223418177369,0,0,0,0,0,0.0236250279562084,-0.0149817844656422,0,0,0,0,0,0,0,0.159269219812461,0,0,0,0,0.0193630588457659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298319747097546,-0.0925418993934183,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.128864392779133,0,0,0.0153982450650635,0,0,0,0,0,0.0563682058684092,0,-0.0310940061936561,0,0,0,0.0170997033444199,0,0,0,0.448420256871619,0,0,0,0,0,0,0,0,-0.0636578313677777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187958536446848,0,-0.0102743283371,0.0226410467219697,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780343911696159,0,0.0695727521579995,0,0,0.0398546141294648,0,0,0,0.2245596527406,0,0,0,0,0,0,0,0,0.0706958029066015,0,0,0,0,0,0,0.00857070286351816,0,0,0,0.0039310407058776,0,0,0,0,0.0100402106678234,0,0,-0.0458460836222853,0,0,0,0,0,0
X600309.SH,0,0,0,0.313700802120865,0,0,0.108424703865841,0,0,0,0,0,0,0,0,0,0.209863172818193,0,0,0,0,0,0,0,0,0,0,0,0,0.165996449927808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232857428311182,0,0,0,-0.067167551715926,0,0,0,0,0,0.00155897422955969,0,0
X600011.SH,0,0,0,0,0,0.0269433321613894,0,0.0998341094842936,0,0,0,0,0,0,0,0,0.20414926569624,0,0,0,6.7762635780344e-21,0.317077364962026,0,0,0,0,0,-0.0518559461969275,0.0782776553867246,0,0,0,0,0,0,-0.104681774906865,0,0,0,0,0.12798637810522,0.00984802254099102,0,0,0,0,0,0,0,0,0,0.0260701013699996,0,0,-0.0340028561795687,0,0.0280346645144626,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.216831135203869,0,0.000170707471466556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109618423806053,0.160997555774407,0,0,0.427179282680641,0,0,0.0419550218689355,0,0,0,0,0,0,0,0,0.0204164918296822,0,0,-0.0223043800057419,0,0,0,-0.0315248067863985,0,0
X600547.SH,0,0,0,0,0,-0.00731810955187484,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0590794303155314,0,0,0,0,-0.00178476824029528,0,0,0,0,0,0.936769706461852,0,0,0,0,0.0680166526877848,0,0,0,0,0,0,0,0,0,0,0,-0.0161035730020927,0,0,-0.0757357924070739,0.00395097732956195,0,0,0,0,0.0112217926279759,0,0
X601600.SH,0,0,0,0,0,0,0,0.358551485535018,0,0,0,0,0,0,0,0.0801268842950437,0.0282834658735477,0.129405199377892,0,0.0129063172683757,0.0147754408721412,0,0,0,0,0,0,0,0,0.0490764663113225,0,0,0,0,0,0.0350635631416344,0,0.128543508280131,0,0,0,0,0,0.109679716176589,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174086280639248,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.32198337160082,0,0,0,0,0,0,0,0,0,0,0.0229978254045259,0,0,0,0,0,0.0146387215427186,0,0.0279121478417518,0,0,0,0,0,0,0,0,0,0,0,0,0.0416284918298302,0,0,0.0158232173896421,0.0579551776508694,0,0,0,0.059328064211114,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100444824571981,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0169878269347512,0.197816325233734,0,0,0.136185108682849,0,0,0,0,0.0121656582233897,0,0,0.0891704313839692,0,0,0,0,0,0,-0.0321763987236804,0,0,0,0,0,0
X600688.SH,0,0,0.022728010880793,0,0,0,0,0,0,0.00232830114418219,0,0,0,0,0,0,0,0,0,0.0103345330943459,0,0,0,0,0,0,0,0.00121110689496818,0,0,0,0,0,0.0224161212793069,0,0,0,0,0,0.0479073111048254,0,0,0,0.105471851793116,0,0,0,0,0.185467877508295,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183612496056644,0,0,0,0.0129360298998237,0.114110240355364,0.0103456218126967,0,0.0282292081629983,0,0,0,0.0254634228814617,0.0538827746131191,0,0,0,0,0,0.0320769910701741,0,0,0,0,0,0,0.0486881716800458,0,0,0.0401920690575519,0,0,0,0,0,-0.0499075799847548,0,0,0,0,-0.0254999888456662,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.087771481425579,0,0,0,0,0.132351896256184,0,0,0,0,0.0742333966225009,0,0,0,0,0,0,-0.0437230407457482,0.101066091153815,0.191985383252229,0,0,0,0,0,0.113870924051563,0,0,0,0,0,0,0,0,0,0,0.0108978440972852,0,0,0,-0.0179656870409913,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.337826749576287,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0412730662538217,0,0,0,0,0,0,0.060499254824393,0,0.0163146602248129,0,0,0.123607154164803,0.0703426304682832,0,0,0,0,0,0,0,0,0,0.0270993884575512,0,0,0,0,0.00311057762094057,0,0,-0.0038824030940865,0,0,0,0,0.0087452816868282,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280785257630353,-0.0991209354771873,0,0,0.118159693287554,0,0,0,0,-0.378558081836663,0,0,0,0,0,0.179994045277379,0,0,0,0,0.270107409189981,0,0,0,0,0,0,0,0,0.378639252171428,0,-0.19927617283422,0.351505743705947,0,0,0,0.0226185395468542,0,0
X600362.SH,0,0,0,0,0,0,0,0.162913442997053,0,0.172808589861721,0,0,0,0,0,0,0,0,0,0.091685410763698,0,0,0,0,0.176235245121445,0,0.12426310300938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116437918210093,0,0,0,0,0.0124703723367301,0,0,0,-0.0297767167435302,-0.0101555381201053,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262622177518562,0,0,0,0,0.0884416942505658,0.0923143037654222,0.108526472340751,0,0,0,0,0,0,-0.0266225810862858,0,0,0,0,0.00707903976342497,0,0
X600111.SH,0,0,0,0,0,0,0,0.37522564333747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194022930896759,0,-0.075863346881388,0.12384927997465,0.0943276969672319,0,0,0,-0.121883553053847,0,0,0.00918276850348768,0,0,0,0,0,0,0,0.157384070571108,0,0,0,0,0,0.578702328913104,0,0,-0.123027851115136,0,0,0,-0.140723905461392,0,0
