,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X600011.SH,X002271.SZ,X600660.SH,X600886.SH,X601898.SH,X600801.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600352.SH,X600489.SH,X601991.SH,X600688.SH,X002466.SZ,X600795.SH,X000786.SZ,X600111.SH,X600315.SH,X600126.SH,X600027.SH,X601992.SH,X600176.SH,X600299.SH,X002075.SZ,X600426.SH,X002353.SZ,X600529.SH,X000723.SZ,X002080.SZ,X600486.SH,X600612.SH,X600219.SH,X600516.SH,X000898.SZ,X601158.SH,X000932.SZ,X000959.SZ,X000301.SZ,X000883.SZ,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.00636657928863601,0,0,0,0,0,0,0.0218935772873159,0,0,0,0,0,0.094274047191375,0,0.193422756363982,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0508741667698961,0,0,0,0.0612949708811341,0,0,0,0,0,0,0.00835939126207337,0,0,0,0,0,0,0,0.0151817591756338,0.0025475890592803,-0.011123496959506,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0387554464605313,0.0535030104516124,0,0,0,0,0.0401414551389863,0,0,0,0,0,0,0,0.0200554253582192,0,0,0,0,0,0.0327120367414028,0.0681175198240847,0,-1.38777878078145e-17,0,0,0,0.0707761088761168,0,0.0699064878691689,0,0,0,0,0.0512533517971011,0,0,0,0,0,0,0,0,0.00289343190889975,-0.00385557456557237,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0429613938532171,0,0,0,0,0.0513442344057488,0,0,0,0,0,0,0,0.229184879686419,0,0,0.126272280559216,0,0,0,0,0,0,0,0,0.0557823307620847,0,0.13328570418628,0,-0.0865043082083716,0,0.0745819393204825,0.00203513637183268,0.133351970991267,0,0,0,0,0,0,0,0,0,0,0,0,-0.0517561176972981,0.0196162516827024,-0.0302503081951955,0,0,0,0,0,0
X600585.SH,0,0,0.110844778752728,0,0.0759718978384268,0,0,0,0.0538472942992354,0,0.0232571777563209,0,0,0,0.513903322667489,0,0,0,0,0,0,0,0,0.0385972494047889,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0317319355024813,0,0,0.0340827714298065,0,0,0,0.0392888680241423,0,0,0,0,0,0,0,0,0,-0.0290801378391726,-0.0113592552086847,0.00726204396288447,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0939249986657344,0,0,0.168471851604658,0,0,0.0646612257402723,0,0,0.128755787229077,0,0,0,0,0,0.0185576350535425,0,0,0,0,0,0,0,0.00505936471670443,0,0,0.104901023583962,0,0,0,0,0,0,0,-0.0351148450013916,0,0,0,0,0,0,0,0,0.0040083963663121,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596715876716291,0,0,0.0350071478857635,0,0,0,0,0.0130031529419481,0,0,0,0,0,0,0,0.0586810368192927,0,0,0,0.304284676785753,0,0,0,0,0,0,0,0,0,0,-0.0242093492772962,0.0148823114918869,0,0,0,0,0,0
X600019.SH,0,0,0,0.0584809710778257,0.0286286731625426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159177250084593,0,0.0942909460376641,0,0,0,0,0,0,0,-0.0124079822734352,0,0.0883730629220374,0.0161035961382005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146547910883905,-0.0237450754350354,0,0,0,0,0,0
X000708.SZ,0,0,0,0.0533756050039914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165781532434756,0.0372353666550483,0,0.352896681578765,0,-0.0662019288928341,0,-0.216753610084428,0,0.124297002927681,0,0.0102813225532396,-0.103953709992842,0.0374468234734242,0,0,0,0.0881698004898259,0,0,0,0,0,0,0,0,0,0,-0.160733272739748,-0.00493206398739751,-0.0113505818665607,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.195095461387672,0,0,0,0.205894577518658,0,0,0,0,0,0,0,0,0,0,0,0.171771193233016,0,0,0,0.10112645207738,0,0,0,0,0,0.0350862778671354,0,0.0882101336905726,0,0,0.343840842617468,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131998232906255,-0.00409429806747038,0,0,0,0,0,0
X600011.SH,0,0,0.0414311000600759,0,0,0,0,0,0,0,0,0.0134953333251976,0,0,0,0,0,0,0,0,0,0,0,-0.0461312365489965,0,0,0,0.131135955709205,-0.0423148024657283,0.0397660467190928,0,0,0.086503873443539,0,0.0654723383930359,0,8.67361737988404e-19,0,0,0.294273995387439,0,0,-0.0132235522903764,0,0,0,0,0,0,0,-0.0087083132199423,0.023128909036371,-0.0203995501236401,0,0,0,0,0,0
