,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002271.SZ,X600660.SH,X002460.SZ,X000708.SZ,X600011.SH,X600886.SH,X000786.SZ,X600362.SH,X601898.SH,X600010.SH,X600801.SH,X601600.SH,X600176.SH,X600426.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X600795.SH,X600111.SH,X600688.SH,X002080.SZ,X600299.SH,X600803.SH,X600027.SH,X601992.SH,X000932.SZ,X300037.SZ,X000301.SZ,X002466.SZ,X002075.SZ,X600315.SH,X600486.SH,X600529.SH,X600219.SH,X002353.SZ,X000883.SZ,X000027.SZ,X000898.SZ,X601158.SH,X600612.SH,X000723.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.00612659823495499,0,0,0,0,0,0,-0.0172973602109354,0,0,0,0,0.173215252614098,0.0203069493333186,0,0,0,0,0,0,0,0,0,0,0.00296807927080436,0,0,0,0,0,0.00737791342108168,0,0,0,-0.0031988690234533,0.0514574392543974,0,0,0.0513506225593509,0,0,0,0,0.0446124033651086,0,0.00349662435355975,-0.01455259001193,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0431429696155872,0,0,0.00301822177896621,0,-0.000482887844219639,0.0407393500782363,0,0,0,0,0.0512488938858521,0,0,0.0125680599914405,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.00720734919454402,0,-0.0235982829689168,0.0432300602916444,0,0,0,0,0,0,0,0,0,-0.000667577088555795,-0.00543060793393244,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.00679297897723754,0.110623376508991,0,0,0,0,0,0,0,0,0,0,0,0,0.289981933710548,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,-0.015989490405209,0,0,0,0,0,0,0,0,0,0.00299312639716446,-0.000125554280354292,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0266637124562718,0,0,0,0,0,0,0,0,0,0,0.0325493444641131,0,0,0,0.034962304156353,0,0.0017077625868352,0,0,0.100215164586678,0.0535896175648498,0,0,0,0,0,0,0,0.0437688962304107,0,0,0,0,0.0598429118810003,0,0.0547249176985712,0,0,0,0,0,0,0.113187210396706,0,0,0,0.0316089340730002,-0.0168436758250044,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.368269100576574,0,0,0,0,0,0,0,0,0,-0.231044646473596,0,0,-0.0890399917290818,0.240660471123125,0.0732961211410282,0,0,0,0,0,0,0,0,-0.171439246619714,0,0,0,0.244495397998778,0,0.0958514830189732,0,0,0.148028214574575,-0.116820343777912,0,0.0542380607558484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0203070617011529,0,0,0,0,0,0,0,0,0,0,-0.027219569606393,0,0.0295889129158981,0,0,0,-0.0427088986305402,0,-0.0351243152203626,0,0,0.0304443321894643,0,0,0,0,0.0308360486838714,0,0,0,0,0,0,0,0,0.332918029473653,0,0,0,0,0,0.0525377053329945,0,0,0,0,-0.161486178194745,0,0
X600547.SH,0,0,0,0,0,0,0,0.00915462552615807,0,0.0113805652141322,0,0,0,0,0,0,0,0,0,0,0.0254553421999304,0.626982304616473,0,0,0,0,0.137343116798465,0,0.0614172902715722,0,0.0255523585449046,0,0,0,0,0,0,0,0.0886429766508685,0,0,0.0295689812239476,0,0,0,0,0,0,0,0,0,-0.0109270049366618,-0.0164439251997975,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0.0169005200893727,0,0,0,0,-0.0641997034007376,0,0,0,0,0,0.280744995950916,0,0,0,0,0,0,0,0,0,0,0.248370281982138,0,0,-0.0398861102046516,0.322221824789349,0,-0.0517924753646422,0,-1.38777878078145e-17,0.15396885209708,0,0,0,0,0,0,0,0,0,0,0,0.0609423720278956,0.032351447503837,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.00979809951208097,0,-0.0673959294857538,0,0,0,0,-0.035353742693005,0,0,0,0,0.134720925955679,0,0.0905503257350322,0,0,0.0101467250315602,0,0,0,0,0,0,0,0.255489471934375,0,-0.0361974728154962,0.0275617503324791,0,0,0,0,0.0467248245059387,0,0,0,0,0,0,0,0,0,0.0560598119987039,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0275873544607604,0.260546424126283,0,0,0,0,0,0,0,0,0,0,0.0356405757235718,0,0,0,0.060887607916842,0,0,0.101147619446378,0,0.0832718641187319,0,0.179699617436755,0,0,0,0,0,0.296821867058432,0,0,-0.0485448149821017,0,0,0,0,0,0,0,0,0,0,0,0,-0.0479555192825682,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.0211835198084304,0,0,0.0815386572699825,0,0.11351385839116,0,0,0,0,0,0,0,0,0,0,0,0,0.161314946122306,0,0,0,0.0739292124896298,0,0,0.0431934447159063,0,0,0.014742537684126,-0.047397960757146,0.116689057532215,0,0,0,0,0,0,0,0,0.069002081676059,0,0,0.118421440520792,-0.00704960189184133,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0396774909695816,0,0,0.0402841250285295,0.436315577958839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195178467103311,0,0.913907448444002,0,0,-0.122404823648196,0,0,0.0980402906634125,0.0987772183078865,0,0,0,0,0,0,0,0,0,0.0390686020493444,0,0,-0.0222176800460989,0.00737991668447918,0,0,0,0,0,0
X600886.SH,0,0,0,0,-0.0375101539156041,0,0,0,0,0.047696751540778,0,-0.0397431575457092,0,0,0,0,0,0,0,0.232349103777862,0,0,0.0686113776177933,0,0.306560766915403,0,0,0,-0.0497627466592225,0,0.0827700717856197,0,0,0,-0.14163564442256,-0.0175204201466382,8.50418217739485e-05,3.46944695195361e-18,0,0,-0.0364054138668187,0,0,0,0,0,0,0,0,0,0,0.011036060605053,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0.152517176334368,0,0,0.0615676645316983,0,0,0.43426503856716,0,-0.260750913526504,0,0,0.206034660877186,0.227668875578723,0,0,0,0,0,0,0,0,0,0.0751377248871597,0,0,0,-0.275990463739662,0,-0.0119934657220314,0,0.0874839346098831,0,0.147278011548715,0,0,0,0,0,0,0,0,0,0,0.0198117473500124,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.270878287964951,0,0,0,0,0.161963399505948,0,0,0,0,0,0,0,0.0126388907382977,-0.0107541319278057,0.0357699737046411,0,0.229561166577095,0,0,0,0,0,0,0,0,0,0,0.166745637849844,0,0,0,0,0,0,0.222213173509377,0,0,0,0,0,0,0,0,0,-0.0233070726107229,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0320292429937074,0,0,0,0,0.00710786158297097,0,-0.0175911264382143,0.0392454030662889,0,0,0,0,0,0,0,0.00915794058395737,0.0147655595911501,0.252769208829942,0,0.0135226975029438,0,0.0104767976791171,0,0,0,0,0,0,0,0,0,0.0871022799667218,0,0,0,0,0,0,0,0,0,0,0.00618873430312912,0,0,0,0.0227668289285069,-0.0112655817879157,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,-0.0888507214997867,0,0,-0.0916392035236178,0,0,0.0101319190382112,0,0,0,0.225018622815688,0,0,0,0,0.0272854079873153,0.139869395654514,0,0,0,0,0,0,0,0,0,0.0202596920841533,0,0,0,0,0,0,0,0,0,0,0.281825917913782,0,0,0.1654959972239,0,0,0.0198171082870262,0.0119004523427174,0,0,0,0,0,0
X600801.SH,0,0,0,0,0,-0.0429635225941345,0,0,0.00930970876721191,0,0,0,0,0.0560485371003524,0,0,-0.0590312793456794,0,0,0.0461418171394519,0,0,0,0,0,0,0,0,0.0924695064723228,0.0892434619830952,0,0,0,-0.090663232403654,0.0403420720349159,0,0.0374420469819502,0,0,0,0.050796938786789,0,0,0,0,0,0,0,0.0334685050428426,0,0,0,0.0318684545361424,0,0,0,0.027025911067457,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0380683525935082,0,0,0,0,0.0207281412649559,0,0.172142018289678,0,0,0.14412495140063,0,0.104627770187689,0,0,0,0,0,0,0,0.0342019669667223,0,0.0309688509305574,0,0,0,0,0,0.0241156524562527,0.0250470556463718,0,0,0,0,0,0,0,0,0,0,0.136212365889701,0,-0.032015623399673,-0.000128594682078057,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0.00692884218698163,-0.147387303483296,0,0,0,0,0,0.407771303121903,0,0,0.0395851525585254,0,0,0.0668554570357907,0,0,0,0,0,-0.0843573674366391,0,0.12799018549398,0,0.0708662201705615,0,0,0,0,0,0,0,0.138826922378851,0,0,0,0.0653761171127503,0,0,0,0,0.124169969313626,0,0,-0.120272668502349,0.0111327644107401,0.0229922105481026,0,0,0,0,0,0
X600426.SH,0,0,0,0.215017874621886,0.115371532084769,0,0,0,0,0,0,0,0,0.0309775689815235,0,0,0,0.106580405054027,0,0.106429337611038,0,-0.0237307557736636,0,0,0,0,0,0,0.0861177790994613,0.000820028198844274,0,0,0,0,0,0,0,0,0,0.168305978980856,0.129351833427871,0,0,0,0,0,0,0,0,0,0,0.000952280582461806,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0.0328404230297704,0,1.03904670047406,0,0.146294846713645,0,0,-0.000784568038209813,0,0,0,0,0,0,0,0.010393750539065,0,0,0,0,0,0,0,0,0,0,-0.0373114579422094,0,0,0,0,0,-0.0216464572426501,0,0,0,0.0399667587373423,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0334254538663276,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81438469328614,0,0,0,-0.0385488242972214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.0140569768115658,0,0,0,0,0,0,0,0,0,0,0.199218057176625,0,-0.000580440728439583,0,0.048492304768373,0,0,0,0,0,0
