,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X000786.SZ,X600176.SH,X600111.SH,X600010.SH,X601600.SH,X600426.SH,X000301.SZ,X601898.SH,X600011.SH,X002466.SZ,X600886.SH,X600188.SH,X600352.SH,X600801.SH,X600219.SH,X600489.SH,X601991.SH,X600803.SH,X600795.SH,X600486.SH,X002353.SZ,X002080.SZ,X600688.SH,X600299.SH,X000932.SZ,X601168.SH,X300037.SZ,X600027.SH,X600295.SH,X600516.SH,X600315.SH,X000898.SZ,X000723.SZ,X601992.SH,X000027.SZ,X600157.SH,X600549.SH,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.223999849698565,0,0,0,0.0206424113114623,0,0,-8.57596250096236e-05,-0.023596556680869,0,0,0,0,0.0192178454443519,0,0.0235323279996906,0.0146586515484795,0,0,0,-0.00195830351638454,0,0,0,0,0.0134721299948588,0,0,0,0,0,0.0602281056306791,0,0,0,0,0.0583092370978885,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00199868784424756,0,0,0,0,-0.00312797955209113,0,0
X600028.SH,0,0,0.011524584931356,0,0,0,0.066019127978867,0,-0.0108635270280312,0,0,0,0,0,0.0146945868067637,0,0.0362154668276031,0.063759567565594,0,0,0,0.0231243452946723,0,0,0,0,0.00200993275138851,0,0,0,0,0,0,0,0,0,0,0,-0.0361253302416935,0,-2.71050543121376e-20,0,0,0.134610582847665,0,0,-0.00364962291383456,0,0,0,0,-0.0137919502165579,-0.0144880034377484,0,0,0,0.0545904886225917,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18396242305605,0,0,0,0,0,-0.00278720195594445,0,0,-0.034509586742388,0,0,0,0,0.27868030563455,0,0,0,0,0,0,0,0,0,0,0.0230516188284287,0,0,0,-0.195189719269458,0,0.0709663404396288,0.0455294752339152,0,0,0,0,0,0,0.0149843091749889,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,-0.0148810404542663,0,0,0,-0.0497725799538758,0,0,0,-0.131538780361738,0,0.232799513419376,0,0,0,0.283914525949749,0,0,0.0269189219915839,0,0,0,0,0,0,0.136260116669255,0,0,0.0853013595610477,0.236985890522309,-0.217099284663453,0,0,0,0,0,0,0,0,0,0,0,0,0.00230186871435865,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0347177077637343,0,0,0.0382293464871698,0,0,0,0,0,0,0,0,0,-0.00493825674553387,0,0,0,0.107015275135499,-0.014634515076548,-0.0297969425419913,0,0,0,0,0,0,0,0,0,0.104054691078851,-0.127592593597518,0,-0.0576929810584449,0,0,0,0.0365934080292722,0,0,0,0,0,-0.045345629724024,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0330630640941377,0,0,0,0,0,0,0.186724922443542,0,0,0,0.0513990484351203,0,0,-0.0125699560469002,0,0,0,0,0,0,0,0,0,0,0,0.0249261691014838,0,0,0.538815070049648,0,0,0,0.166336471371133,0,0,0.189961078464908,0,0,0,0,0,-0.120316992980948,-0.0483495179323028,-0.00756170253428839,0,0,0,0,0.0457501061155638,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.494022472389568,-0.0327955909817164,0.461426966111119,-0.220918389761425,0,0,0,0,0,0,0,0,0,0,0,-0.0108582996258366,0,0,0,0,0,0,0,0,0,0.0444010253798075,-0.0421655910092829,0,-0.194195664262473,0,0,0,0,0,0,0,0,-0.118738852179507,0,-8.67361737988404e-19,0,0,0,0,-0.0872108686461989,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.395362986505383,0,0,0,0.177058578427242,0,0.180651364091416,0,0,0,0.0720465975270254,0,0,0.0556794741009003,0,0,0,-0.621355500580831,0,0,0,0,0,0,0,0,0,0,0,0.392037785446382,0,0,0,0.115645188860791,0,0,0,0,0,0,0,0.0506892591950778,-0.290423957758941,-0.0358137250522152,0.00445061924229249,0,0,0,-8.67361737988404e-19,0,0
X600660.SH,0,0,0,0,0.0288677295535355,0,0,0.115922578331353,0,0.189196149991049,0,0.0070916863225627,0,0,0,0,0,0,0.0576300274028064,0,0,0,0,0,0,0,0.0798738358464431,-0.18093318761481,0,0.125265599974048,0,0,0,0.0385456522252494,0,0,0,0,0.120297925541473,0,0,0,0,0,-0.0163418139773629,0,0,0,0,0,0,-0.0207812797856158,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0.251764764938261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790084133163483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385128026707505,0,0,0,-0.0911287010284504,0,0,0,0.015486575767218,0,0
