,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X601600.SH,X600585.SH,X600795.SH,X601898.SH,X601991.SH,X600010.SH,X600688.SH,X600886.SH,X600362.SH,X600188.SH,X600111.SH,X600027.SH,X600157.SH,X600583.SH,X601992.SH,X000709.SZ,X600021.SH,X600309.SH,X601158.SH,X000898.SZ,X600352.SH,X600489.SH,X000539.SZ,X600547.SH,X000629.SZ,X000792.SZ,X600808.SH,X000825.SZ,X000060.SZ,X600660.SH,X000027.SZ,X600008.SH,X600578.SH,X600307.SH,X002353.SZ,X000831.SZ,X600863.SH,X002470.SZ,X600219.SH,X600549.SH,X000959.SZ,X000630.SZ,X000012.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.656589652297457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00444545084076083,0,0,0,0,0.107766511444515,0,0,8.67361737988404e-19,0,-1.38777878078145e-17,0,0,0,0.00971937260637287,0,0,0,0,0,0,0,0,-0.0165778749012767,0,0.0490294984888555,0.070603755785779,0,0,0,0,0,0,0,0.00847031502981791,0,0,0,0,0,0
X600028.SH,0.663483496205829,0,0,0,0.0473743538861206,0.00411195432116718,0,0,0,0,0,0,0,0,0,0,0,0.0576933185936194,0,0.0950731528584185,0,0.00316652863668976,0,0.0501922677006903,0,0,0,0,-4.33680868994202e-19,0,-0.0128050363957838,0,0,0,0,0,0.0128405693079473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333135925180193,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.000999723798113721,0,0.316395651478069,0,0.218032680573655,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0453273522862277,0,0.0411128006014738,0,0.0350620351043628,0,0,0,0.0619481648558226,0,0.072225373971927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570882829188034,0,0,9.48759910148933e-05,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.173371835195996,0,0.0898276916702688,0.105446745988074,0,0,0,0,0,0.305849511764124,0,0,0,0,-0.0220821269369284,0,0.0837347700322057,0.0202272070144143,0,0,0,0,0,0,0,0,0,0.0597141599288584,0,0,0.071235447058732,0,0,0,0,0,0,0,0.018491650815393,0,0,0,0,0.0074546284527606,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.213037551732034,0,0,0,0,0.0168633249726089,0,0,0,0,0,0.0646669741571806,0.14058915874858,0.0725186329886175,0,0,0.26138747043589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281900714572106,0,0,0,0,-0.0680314774774237,0.0718947704707767,0,0.00752939421544127,0,0,0,0,0,0,0
X601600.SH,0.101249581260504,0,0,0,0.00518152826261447,0,0,0,0,0.113270422397299,-0.13786809040975,0,0.0545824398606639,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.33915380301823,0,0,0,0,0,0,0,0,0,0,0,0,0.0295253162721646,0.0770298209705173,0,0,0,0,0,0,0,0.0490374478654462,0,0,0,0,0,0
X600585.SH,0,0,0.21645393348602,0,0,0,0,0,0,0,0,-0.0111404565609803,0.0545283837229776,0,0,0,0,0.0503307741697993,0.215952070922083,0.107128586383927,0,0,0.110575808838372,0,0,-0.0380120114211695,0,0,0,0,0,-0.0253022104101651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00664262036745844,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.32119180852189,0.00894973203747451,0,0.0992336597243451,0,0,0,0,0.00236213980734881,0,0,0,0.0311037516437756,0,0,0,0,0,0,0,0,0,0.0499237537165938,0.0989365369174425,0,0,6.93889390390723e-18,0,0,0,0,0,0.224086876301369,0,0.0631966772196311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.112960311860911,0,0.108922480769409,0.0891855890795698,0,0,0,0,0,0.0350446443127843,0,0,0.0195873304821419,0,0,0,0,0,0.00382416229657862,0,0,0,0.0928929419513824,0,0,0,0.0461579923448325,0,0,0,0,0,0,0.0369363494649614,0,0,0,0,0,0,0,0,0,0,0,0,0.0609420746454314,0,0,0.0342827996458223,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.151903366088951,0,0.102540987066716,0.0677424165686152,0,-0.00323288609962488,0,0.168996563739383,0,0,0,0.112365526124451,0,0.175942155770357,0,0,0.153532938591737,0,0,0,0,0,0,0,0.106269132075241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124377364461122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.135258072751203,0,0,0,0,0,0,0,0,0,0,0.0922967799317791,0,0,0,0,0,0.183137134036867,-0.05974918027576,0,0,0,-0.0967080249214072,0,0,0,0,0,0,0,0,0.288862708296091,0,0,0,0.256493109792693,0,0.0427865469477713,0,0,0,0,0.0615750381336235,0,0,0,0,0.0610194407116435,0.0493519525951611,-0.157153258934971,0,0,0,0,0
X600688.SH,0.0835356748240335,0,0,0,0.123303207638024,0,0,-0.185814158632847,0.228720020609952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294488605727054,0,-0.192429759540633,0,0,0,0,0,0,0,0,0,0,0.208589874348826,0,0,0.144581982324651,0,0,0,0.00480865275146956,0,0,0,0.250383103000994,0,0,0,0.00748360472842919,0,0,0,0,0,0
X600886.SH,0.0674491326577434,0,0.0593453377739419,0,0.0890497276106982,0,0.213522418826476,0.132716027551206,-2.77555756156289e-17,0.322132529895577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725351295495692,0,0,0,0,0,0,0,0.0913194236128146,0,0,0,0,0,0,0,0.0473133369947231,0,0,0,0,0,0,-0.00595058942748572,0.0451235916953008,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.0207550619096197,0,0,0,0,0.0430963144165901,0,0,0,0.084315861785761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460004608210892,0,0,0,0.156646693195846,0,0,0,0,0,0.0221976253068642,0,0,0,0,0.056318657488998,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0304758583972029,0,0,0,0,0,0,0,0.176664243164249,0,0,0.0430625815076581,0,0,0.0324831452335691,0,0,0,0,0.243009341054657,0.0647131852216017,0,0,0,0,0.137807641234801,0,0,0.14363590246413,0,0,0,0,0,0,0,0,0,0,0,0.0816590275733033,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.105597816072695,0,0,0,0,0.112318815147835,0,0,0,0,0,0,0,0,0,0,-0.0253631963441826,0,0,0,0.133706866899146,0,0,0,0.0286077381694663,0,0.0991664659370147,0,0,0,0,0.0392447465886265,0,0.080837347222284,0.037056635887364,0.0707861046849328,-0.0255558241947883,0,0,0,0,0,0.0271200166297716,0,0,0,0,0,0
