,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X600010.SH,X000792.SZ,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X000708.SZ,X600803.SH,X000301.SZ,X600489.SH,X600160.SH,X600027.SH,X002466.SZ,X601991.SH,X000807.SZ,X000786.SZ,X600426.SH,X000983.SZ,X600176.SH,X600219.SH,X002128.SZ,X601699.SH,X000877.SZ,X000630.SZ,X000408.SZ,X600157.SH,X600096.SH,X000933.SZ,X601168.SH,X600985.SH,X002353.SZ,X600352.SH,X600995.SH,X000883.SZ,X600688.SH,X600378.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0758717972400342,0,0,0,0,0,0,0.154587552774403,0,0,-3.46944695195361e-18,0,0,0,0.257396956976911,0,0.265673049532871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00623012985021777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165859656751548,0,0
X601088.SH,0,0,0,0,0.523295721059085,0,8.67361737988404e-19,0,0,0,0.0194484137664793,0,0,0,0,0,-0.0899008653162118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661876017725658,0.00159044134903475,0,0,0,0,0,0,0,0,0.0341960713654231,0,0,0,0,0,0,0,-0.0193195281291325,0,0,0,0,-0.0213358752963258,0,0
X600028.SH,0.0884724687648484,0,0,0,0.0917521328312053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902816015775853,0,0,0,0,0,0,0.0100747305516697,0,0,1.73472347597681e-18,-0.0443581180436745,0,0,0,0,0.321041982196251,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400460497339576,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677984757530309,0.125028809746854,0,0.0809232921778801,0.0223472804412985,0,0,0,0,0,0,0,0,0,0.0627905063814526,0,0,0,0,0.103733284076733,0.206650173738656,0,0.0297999471891405,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207394824369203,0,0,0,0,0,0,0
X601898.SH,0.0252851499272816,0.289454182901424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131600514318293,0.0153749367648722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270766084009042,0,0,0,0,0,0,0,0,0.0637716666991301,0,0,0,0,-0.0553206651687026,0,0
X600660.SH,0,0,0,0,0,0,-0.0335959867892056,0,0,0,0,0,0,0,0,0,0.062299440358782,0,0,0,0,0,0.115220538808976,0.286249717685838,-0.0899051883654676,0,0,0,0,-0.0680350823716458,0,-0.0590302130773834,0,-0.0592406386762975,0,0,0,0,0,0,-0.0866406638879426,0,0,0.141853010068524,-0.0981639773460101,0,0,0,0,0,0,-0.0515043267035176,0,0,0,0,-0.0149134549642685,0,0
X600019.SH,0.25194204657299,0,0,0,0,0,0,0,0,0.194712471697214,0,0,0,0,0,0,0,0,0,0,0.13304919216031,0.063045464556016,0,0,0,0,0,0,0,0,0,0,0,0,0.0154460334434622,0.0703429832702272,0,0,0.101437123249411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00493887223256709,0,0
X600188.SH,0,0,0,0.196272522588319,0.0438700729784575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221546218063442,0.0282651982267983,0,0,0,0.0485819773616953,0,0,0,0.0921876722302404,0.222351460298613,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0499201698224774,0,0,0,0,0.11303749150182,0,0,-0.0556240038704033,0,0
X600585.SH,0,0,0,0,0.377393726289922,0,0,0,0,0,0,0,0,0.0431243371870659,0,0,0,0,0,0,-0.0468361186150469,0,-2.77555756156289e-17,0,0,0.0727146263749174,0,0,0.214119572780048,0,0,0,0,0,0,0.270937666934168,0,0.00739517857029458,0,0.036415198097316,0,0,0,-0.016078065040213,0,0,0,0,0,0,0,0.0881471636108913,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0924821442317021,0,0,0,0,0,0,0,0,0,-0.0559834601943658,0,0.955708859075893,0,0,0,0,0,0,0,0,0.270109436156678,0.0702158944888662,0,0,0,0.172338561577438,0,0.153921335624167,-0.249308622952589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00349275927909545,0,0,0,0,-0.0215157564176269,0,0
