,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X600795.SH,X601898.SH,X600886.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X600157.SH,X000539.SZ,X600111.SH,X600362.SH,X600188.SH,X002075.SZ,X600583.SH,X601158.SH,X600352.SH,X000898.SZ,X600309.SH,X601992.SH,X000883.SZ,X002353.SZ,X600021.SH,X000027.SZ,X600660.SH,X000629.SZ,X600808.SH,X000878.SZ,X000792.SZ,X600863.SH,X000959.SZ,X002470.SZ,X000060.SZ,X600307.SH,X000825.SZ,X600578.SH,X300072.SZ,X600098.SH,X600489.SH,X000012.SZ,X600547.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.648229589331588,0.14973158696667,0,0,0,0.0205319129336713,0,0,0,-0.0418704913434092,0,-0.00769707766183363,0,0,0,0,0,0,0,0,0,0,0,0,0.0519390106461999,0,0,0,0,0,0,0,0,0,0,0,0,0.0717502792282799,0,0,0,0,-0.00944171575256851,0,0,0,0,0,0,0.00505400581541818,0,0,0,0,0,0,0
X600028.SH,0.368121008812335,0,0,0,0.0789055762656134,0.0775885871870156,0,0,0.130762275697559,0,0,0,0.0176152102520727,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,-3.46944695195361e-18,0,0,0,0,0.0444967253410888,0.016222233976005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169007469709715,0,0,0,0,0,0
X601088.SH,0.0749318779252016,0,0,0.171400708700257,0.0116450798418232,0.109445841944232,0,0,0.163978527459469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192948963154034,-0.00605346834975242,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131917426409703,0,0,0,0,0,0,0,0,0,0.0577055284367278,0,0,0.102200394735173,0.26812244904207,0,0,0,0,0,0.193781686108356,0,0,0,0,0,0,0.0921264900008802,0,0,0,0,0.0260111283160727,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.168507812732667,0,0.0349015778518562,0.075388504010989,0,0,0,0,0,0,0,0.0386297471690295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480855583044708,0,0,0,0,0,0,0,-0.00838404401043065,0.00327299227736201,0,0,0,0,0,0
X600019.SH,0.0122959568800575,0.0307386677650961,0.169936369092155,0,0.272213506286258,0,0,0,0,0,0,0,0,0.0547429340116368,0,0,0,0,0,0,0,0,0,0,0.323039490259837,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00514529436609555,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0538305336487388,0.182743701134315,0,0.0579927842486458,0,0,0.0319322657802265,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0581214200803119,0.0771306101036879,0.105767459609521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211270003230666,-0.0222621145054261,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0416206581592277,0.0776718237057183,0,0,0,0.0806192641017149,0,0,0,0,0,0,0.0330695569297639,0,0,0,0,0,0,0,0.177428318064193,0,0,0.0468930009640601,0,0,0,0.242414696935531,0,0,0,0,0,0.104444301817666,0,0,0,0.0201199981463294,0,0,0,0.00202059897866135,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.225591351380042,0,0.0352481256046536,0,0,0,0,0,0,0.366040618373567,0,0.0937198811606701,0,0,0,0,0.0810797391845812,0,0,0,0,0,0,0,0,0,0,0,0,0.148964186323673,0,0,0.00722568056023489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0932895501379476,0,0,0,0,0,0,0,0.0939449222677601,0,0,0.116880341303295,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0675236857963389,0,0,0,0,0,0,0,0,0,0,0,0.0976089260887807,0,0,0.266509643676526,0,0,0,-0.0185582696904362,0,0,0,0.00373765680405509,-0.00399584214484853,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0643342291114535,0,0,0,0.119126018632875,0,0,0,0.0783335843025316,0,0.0116985849064063,0,0,1.0842021724855e-19,0.0614819725803977,0,0,0,0,0,0.0271058483464372,0,0.104069638146766,0,0,0,0.0849727817955794,0,0,0.0450354790392447,0,0,0,0,0,0.00800235565045505,0,0,0,0,0,0,0,0,0,0,-0.0108075050410947,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0717785053119243,0.174343734297187,0,0,0.196464718021511,0,0,0,0,0,0.0678170539997394,0,0,0,0,0,0,0,0,0,0.0458188545159331,0,0,0,0,0.110159690740481,0,0,0,0,0,0,0,0,0,0,0,0,0.113607047520228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648731658844707,0,0,0,0,0,0,0.517708517883291,0,0,0,0,0,0,0,-0.0454921086906,0,0,0,0,0,-0.221120779813154,0,0,0,0,0,0,0,0,0,0,0,0,0.0657553951774753,0,-0.00938289264407285,-0.0421425967888526,0,0,0,0,0,0
X000709.SZ,0.13219638564047,0,0,0.00317392112237119,0,0.219064533185355,0,0,0,0,0,0,0,0,0.164059853514254,0.305802524310163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04857351940629,0,0,-0.10690900098559,0,0,0.00473301577766973,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.029790829313433,0,0,0,0.00150516349200859,0,0,0,0,0.0423000768049651,0,0,0,0,0,0.0121094240558012,0,0.0316619587780382,0,0,0,0,0,0,0,0.0643092142947144,0,0,0,0,0,0,0.311218856841617,0,0,0,0,0,0.193597642185108,0,0,0,0,0,0,0,-0.0194812949434983,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656443734887872,0.308537770181542,0,4.33680868994202e-19,0,0,0,0.117068675924649,0,0,0,0.0248438018447374,0,0.00998567191252288,0,0,0,0,0,0,0,-0.0060116404791291,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0572410659344543,0,0,0,0,0,0,0,0,0,0,0.097585578579075,0,0,0,0,0,0.0172167866452321,0,0,0,0,0,0,0,0,0,0,0,0,0.0684647960215531,0,0,0,0,0,0,0,0.0432540464059237,0,0,0,0,0,0,0
