,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X601600.SH,X002466.SZ,X600688.SH,X601991.SH,X600660.SH,X600362.SH,X600795.SH,X600516.SH,X600547.SH,X002460.SZ,X300072.SZ,X600886.SH,X600111.SH,X601992.SH,X000898.SZ,X600176.SH,X000786.SZ,X600352.SH,X000553.SZ,X600299.SH,X600027.SH,X000792.SZ,X000709.SZ,X002271.SZ,X000825.SZ,X000408.SZ,X601158.SH,X600489.SH,X601699.SH,X600426.SH,X600157.SH,X600808.SH,X002470.SZ,X600219.SH,X000830.SZ,X000883.SZ,X600315.SH,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.246784967666824,0.00160036301450948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823743043780454,0,0,0.10324030152416,0,0.0898269079535237,0,0,0,0,0,0.00952299737590006,0,0.125122186258362,0,0,0,0,0,0.00289388026060404,0.02144543192195,0.0452948322789693,0,0,0,0,0,0,0.103444760339287,0,0.0165384764653588,-0.00728006837905033,0,0,0,0,0,0
X600028.SH,0,0,0.13752499237753,0,0,0,0,0,0,0,0,0,0,0,0.118131310874783,0,0,0.210501595495556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055629178989771,0,0.00929756226442832,0.0119635449919136,0,0,0,0,0,0
X601088.SH,0,0.0767274741395541,0,0.353125261103183,0,0,0,0,0,0,0,0,0,0,0,0,-0.00777226522751767,0,0,0,0,0,0,0,0,0.0292929241773846,0,0,-0.103511455916287,0,0,0,0,0,0,0,0,0.327822153556141,0,0,0,0,0,0,0,0,0,0,0,0.00820163480954703,-0.0239814162794096,0,0.0432825965887288,0,0,0,0
X600019.SH,0,0,0.405890790874548,0,0,0,0,0.242796847524724,0,0,0,0,0,0,0,0,-0.0563768990108602,0,0,0,0,0,0,0,0,0,-0.0798148693405614,0,-0.10910020814016,0,-0.0348767867962459,0,-0.13630490794939,0.0736805021155765,0,0,0,0,0,0,0.229193230962133,0,0,0,0,0,0,0,0,0.00831663679778707,0,0,0,0,0,0,0
X600585.SH,0,0,0.382249408786061,0.0679452213277953,0,0,0,0.1384923139846,0,0.0542520093439522,0,0,0,0,0,0,0,0,0.0956251112359053,0,0,0,0,0,0,0.149168987711326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246886940135234,0.040134051336191,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0364994101557924,0,0,0,0,0,0,0,0,0,0,0,0.126636452793413,0,0.0253009859203566,0.0387694448661663,0,0.171875254303498,0,0,0,0,0,0.112390551132738,0,0,-0.0544689646750568,0,0.0411033243894534,0,0,0,0,0.0846598082804928,0,0,0,0,0,0,0,0,0,0,0,0,-0.0481887017934941,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0527455350267299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175371277838384,0.0351202737754027,0,0,0,0.0678277619344014,0,0,0,0,0,0,0.0343473880746352,0,0,0,0,0,0,0.03075177509611,0.0965977586570399,0,0,0,0,0,0.15924676067927,0,-0.00981130548148469,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.638547460111665,0,0,0,0,0,0.10319116670455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507584227605221,0,0,0,0,0,0,0,-0.0732749907556302,-1.38777878078145e-17,0.0581881105115131,0,0,0.0572371134459934,0,0.119060489387212,0,0,0,0.0894772401485852,0,0,0,0.0449234125253066,0,0,0.0244766076112368,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.00432255942072631,0,0,0,0,0,0,0.377186360460796,0,0,0,0,0,0,0,0,0,0,0,0.149378927066334,0,0,0,0.0805992770408328,0,0,0,0,0,0,0,0,0,0.107333228299383,0.0572172734951479,0,0.0413999275981408,0,0,0,0,0,0.0228698539587311,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.396081963335888,0,0,0,0,0,0,0,0,-0.103295632557535,0.266749594802816,0.111370050702571,-0.0927150840003897,0,0,0,0,0,0.142703178484164,-0.0353230149372848,-0.124539754604621,0.248298837025341,0,0,0,0.302984193555467,0,0,0,0,0,0,0.117579291271935,0,-0.697226929757728,0,-0.388090194558202,0,0,0,0,-0.308374086646951,0.148188792552808,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0273803014033317,0,0,0,0,0,0,0,0,0.062744078154655,-0.0255924064601662,0.545033466062338,0,0,0.0508134561517741,0,0,0,-0.0483837745673798,0,0.0800105736387728,0,0.0557257355665979,-0.0861029909546495,0,0,-0.0799830211960721,0,0,0,0,0,0,0,0.109087491834114,0.243113113983551,0,0,0,0,0,0,0.0254038121490074,-0.0154782596866277,0,-0.224820339295769,0,0,0,0
X600688.SH,0,0.336918170362427,0.0487900498339632,0,0,0,0,0,0,0,-0.0049249966411732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0958916961524595,-0.0184361880906949,0,0,0,0,0,0,0,0,0,0,0.0540058419410578,0,0.0315425662596274,0,0.00813452640869727,0,0,0,0.033045555287157,0.0510828711219833,0,0.147974764245944,0,0,0,0
X601991.SH,0,0,0,0,0,0.0377172857101124,0,0,0,0,0,0,0,0,0,0,0.0375786273722813,0,0,0,0,0.022087711056851,0,0,0.0796902330689894,0,0,0.062031779458768,0.0875029010940308,0,0.0236911805060462,0,0.07611132190103,0.0026701240329335,0,0,0,0,0.0417443458879903,0,0,0,0,0,0,0,0,0,0,0.0171093930677224,-0.0201256683058635,0,0,0,0,0,0
X600660.SH,0,0,0,-0.1151623426108,0,-0.121169498172646,0,-0.0703097598448444,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0152496777338262,0,0,0,0,0,0.139703881082579,0,0,0,-0.183144123253323,0,0,0,0,0,0,0,0,0,0,-0.0575929668052176,0,-0.0565530667957087,0,0,0,0,0,0.373585712025222,0,0.0113866180549351,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.0903341333176383,0,0,0.171392907428632,0,0,0,0,0,0,0,0,0.220316084152669,0,0.113036277336705,0,0,0,0,0,0,0.0504325962515525,0,0,0,0.0367160936257577,0,0.0144405603237692,0,0,0,0,0.352187778545789,0,0.0323522588979667,0,0,0.110558111548765,0.0286750012311769,0,0,0,0,0,0.0363862917875474,0.0294942839056697,0,0,0,0,0,0
X600795.SH,0,0.0599899269437646,0,0,0,0,0,0.0877329319389973,0,0,0,0,0,0,0,0,0,0.067188495707508,0,0,0,0,0.0325276966997363,0,0,0,0,0.113201049533834,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.00449707418504679,0.0737028322395945,0,0.0167108963792832,-0.0198052003182607,0,0,0,0,0,0.00708250890181901,0,0,0,0,0,0,0
X600516.SH,0,0,-0.357132294588762,0,0,0.0149508098444863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331305502005592,0,0,0.155676444331232,0.0287071735993717,0,0.20508217044131,0,0,0,0,0,0,0,0,0,0,0,0,0.381921910289933,0,0,0,0,0,0.090388063176446,0.0110993882896105,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.115927419565172,0,0,0.0673742049110145,0,0,0,0,0,0,0.0209913756781954,0,-0.103643634733981,0,0,0,0,0,0,0,0,0,0,-0.0524953989956608,0,0,0,0,0,0,0,0,1.05323711606317,0,-0.00750046686897842,0,0,0,0,0,0,0,0,0,0,0.00201763744907658,0.0054970812101107,0,0,0,0,0,0
X002460.SZ,0,0.0375985243584762,0,0,0,-0.0335125540576516,0,0,0,-0.00986233672260353,0.803930374095926,0,0,0,0,0,-0.0664234082847545,-0.144133380203588,0,0,0,0,0,0,0.361367812112686,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113051427431308,0,0,0,0,0,0,0.161739505394519,0,0,0,-0.0263297149504229,0.0186148119166882,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,-0.0551323722119185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349205262361672,0.013376900692697,0,0.0251822829384201,0,0,0.107998102514055,0,0,0,0,0,0,0,0.379296235760644,0,0,0,0,0,0,0,0,0,0,-0.102346925301448,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.110251794963851,0.194864416690062,0,0,0.12574884528336,0,0,0,0,0,0.000404808441754488,0,0,0,0,0.0328663257939832,0,0,0,0,0.00373157364982136,0,0.00730964147265473,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0563984439533554,0,0,0,0.0566294627913307,0,0.00443155694312642,0,-0.0243382542566242,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.120955093018663,0,0,0,0,0,0,0,0,0,0,0,0,0.0252887767314857,0.238142436827839,0,0,0.136436728113921,0,0.00146706829527909,0,0.0147859806006075,0.133891772124779,0,0,0.133700363365034,0,0,0,0,0,0,0,0.0555319574590447,0,0,0,0.194038140296865,0,0,0,0,0,0,-0.0238325509948903,-0.0364500526348695,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11494037563282,-0.00452289081634138,0,0.255820008731411,0,0.0311672392046958,0,0.00774766925221377,0,0,0,0,0,0.142025084432594,0,0,0.285246031407127,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0802063518544022,0,0.112837117497826,0,0,0,0,0.0559432716988234,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.0389892764875234,0,0,0.0443549873491245,0,0.0628718583908272,0,0,0,-0.0721557852963392,0,0,0,0,0,0,0,0.0919033078488645,0,0,0,0,0,0,0,0,0,0.204929604317089,0,0,0,0,0,0,0,0,0.514944063423461,0,0,0.0507031321233165,0,0,0,0,3.46944695195361e-18,0.021570530129342,0.00968162294447101,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.0325482850084161,0,0,0.0636780790122611,0,0,0.258766627405001,0,0,0,0,0,0,0,0,0,0,0.119420267337513,0,0,0,0.306556247483088,0,0,0,0,0,0,0,0,0,0,0,0,0.0913622837753124,0,0,0,0,0.151911671658719,0,0,0,0.091405767224997,0,-0.0284318151359917,-0.0616736578477348,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0.412349778716669,0,0,0,0,0,0,0,0,0,0,0,0.108311651090642,0.0220990745303338,0,0.241654304408554,0,0,0,0.0124420471356296,0.244076810098926,0,0,0,0,0,0,0,0.287562302271369,0,0,0,0,0,0,0,0,0,0,0,0,0.149573292820385,0,0,0,0,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0.296677562188813,0,0,0,0,0.0849544844467925,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0428458751575009,0,0,0,0,0.0608279782984644,0.038334935072182,0,0,0.0860012698823009,0,0,0,0,0,0,0,0.14539041219037,0,0.197228675747695,0,0,0,0.0509949960229063,0,0,-0.0274083319381273,0,0,0,0,0,0
X000553.SZ,0,0,0,0,-0.00592952625442471,0.0694858997154462,0,0,0,0,0,0,0.156574545592815,0,0,0,0.165450205734318,0,0.007497027644639,0,0,0.313653861485649,0,0,0,0,-0.0772894800558352,0,0,0,0.248750652844537,0,0,0,0,0,0,-0.195582230750444,0,0,0,0,0,0,0,0,0,0,0,0,0.0394038760801123,0,0,0,0,0,0
X600299.SH,0,0,0,-0.0766851949113802,0,0,0,0,0,0,0.0525738771523622,0,0,0,0.155880589019195,0,0.170876512056729,0,-1.73472347597681e-18,0,0,0.287311659609167,0,0,0,0,0,0,0,0,0.00698619779633398,0,0.00524698065036172,0,0,0,0,0,0,-0.0710744778437881,0,0,0,0,0,0.0522079705236913,0,0,0,-0.00874673775895874,-0.0407697395149548,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.0805877043490836,0,0,0,0,0,0,0.312926743152325,0,0,0,0,0,-0.0236479182978508,0,0,0,0.00749250673567475,0,0,0,0.0730660446984493,0,0,0,0,0,0.00596249281665091,0,0,0,0,0,0,0,0.203910480540366,0,0,0,0,0,0,0,0,0,-0.00116784302616202,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519953837336476,0.317064067850697,0,0,0,0.176529545057753,0.0453764919424084,0,0.0870411883083833,0,0,0.124349653202924,0,0,0,0,0,0,0,0,0,0,0.0817475669433065,0,0,0,0,0,0,0,0,0.0392575018499972,0,-0.011940201765688,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0634062799226985,0,0.0720186008637018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215527688975386,0,0.198771238944946,0.056760802712552,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0
X002271.SZ,0,0,0.0666746449655983,0,0.150192703411495,0.0112935440947334,0,0,0,0,0,0,0,0,0,0,0,0,0.086325667713792,0,0,0,0.246248010289875,0,0,0,-0.0937167512801392,0,-0.102239923751165,0.212462845249947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152301611733608,0,0,0,0,0,0,0.0248345824036628,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,-0.0100769225025163,0,0,0,0,0,0,0,0,0,0,0.00737347875625496,-0.0682284266765594,0.0050844036135462,0,0,0,0.104519047690983,0.135895789860824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275760493581958,0,0,0.438228621907837,0.0697310911326846,0,0,0,0,0,0,0,0,-0.0254162605049474,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0.10575483056273,0,0,0.133138318926708,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.144178276736447,0,0,8.67361737988404e-19,0,0,-0.0526550520203612,-0.0592184705141678,0,0,0.141227278390923,0,0,0.0182821984289536,0,0,0,0.0595827798072883,0,0,-0.00145382855780055,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142713922829376,0.0429450979401958,0,0,0,0,0,0,0,0,0,0,0,0,0.00560655966305871,0,0,0,0.0887524878161988,0,0,0,0.00323382585297774,0,0,0,0.0586062358278714,0.0560738680061861,0,0,0,0.0922469346367403,0,-0.0172591689461616,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,-0.039876979567494,0,0,0,0,0,0,0,0,0.0292057699789315,0.685412680562869,-0.0770360057431323,0,0,0,0,0,0,0,0,0,0.0844648243383147,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0415532437147224,0,0,0,0,0,0,0.00118322335156827,0.00338335760742966,0,0,0,0,0,0
X601699.SH,0,0,0.11600998084912,0,0,0,0,0.435729021171179,0,0.0902098567998063,0,0,0,0,0.152056933609585,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180435014051988,0,0,0,0,0.272455759858605,0,0,0,0,0,-0.0415688749326221,0,0,0,0,0,0,0,0,0,0.00461688799415009,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,-0.042032658882584,0,0,0,0,0,0,-0.214781163018672,0,0,0,0.0310755963795638,0.177178770108851,0,0,0,0,0.467396663897974,0,0,0,0,0,0,0,0,0,0,0,0,-0.030703111008926,0,0.0987069103566729,0.203522744064909,0,0,0.242560794330304,0,0,0,0,0,0.0470753190974218,0.0227512559217853,0,0,0,0,0,0
X600157.SH,0,0,0,-0.0270444177988622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16470268895802,0,-0.134752072994933,0,0,-0.106188903268336,0,0,0,0,0,0.236552948793665,0,-0.160368114183322,0,0,0,0,0,0.317506461803933,0,0,0.103420124521742,0,0,0,-0.292221346485834,0,0,0.161799420071244,-0.286802088976468,0.0524026395193343,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0,0.248418093037813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276706157989445,0.522173786482715,0,0,0.0102159670340269,0,0,0,0,0,0,0.0140563741403605,0.11942002397916,0,0,0,0.0615123032511914,-0.0360838612910646,0,0,0.0340244074729867,0,0,0,0,0,0,0.00892371776381373,0,0,0,0,0,0,0
X002470.SZ,0,0,0,0,0,0,0,0,0.183600096139607,-0.296034419787884,0,0,0,0,0,0,0,0.170228265445282,0,0,0,0,0,0,0,0.12429832991062,0,0.120280698549757,0.17455555807731,0,0,0,0,0.00728866023524636,0,0,6.93889390390723e-18,0,-0.00715842206955135,0,0,0,0,-0.0896069697686241,0,0.0280344313891149,0,0,0,0.0211883218318415,0.0981615333062739,-1.09710768267301,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0.00923088323894318,0,0,0,0,0,0,0,0.122024650940357,0,0,0,0,0.200000441042218,-0.0396419205102702,0,0,0,0,0,0,0,0,0.304944821933025,0,0,0,0,0.199850101894826,0.0998217501166432,0,0,0,0,0,0.0330668782615778,0,0,0,0.0239853991977518,0,-0.0241366953496014,0,0,0,0,0,0,0
X000830.SZ,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.111272593009191,0,0,0,0,0,0,0,0,0.26311527722314,0.323214629153619,0,0,0,0,0,0,0.379548769111576,0,0,0,0,0.570558517471681,0,0,0,0,0,0,0,0,0,0,0.0465815469767311,-0.00796558313452743,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00272900201615766,0,0.0220751128738531,0,0,0.0270615763688495,0.00610890356073001,0,0,0,0.104536507432287,0,0,0,8.67361737988404e-19,0,0,0.000860206563892101,0,0,0,0,0,0,0.111886947498488,0.027511272791591,0,0.0789610010853659,0,0,0,0,0,0.0125350120371096,0,0,0,0,0,0,0
X600315.SH,0,0,0,-0.136358424454974,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0595859759461224,0,0,0,0.14748450065201,0,0,0,0,0,0.14060406053924,0,0.0510067775739189,0,0,0,0,0,0.0713847340596923,0,0,0,-0.0755246281428927,0.159241990949292,0,0,0,0,0,0,0.15788359043359,-0.0470256703883452,-0.0867080166478363,0,0,0,0,0,0
