,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600886.SH,X600585.SH,X600547.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600027.SH,X600489.SH,X002460.SZ,X600010.SH,X600111.SH,X601699.SH,X600160.SH,X000983.SZ,X600426.SH,X002466.SZ,X600803.SH,X000301.SZ,X601991.SH,X000786.SZ,X000807.SZ,X600985.SH,X000933.SZ,X002128.SZ,X000630.SZ,X000877.SZ,X600176.SH,X600219.SH,X601168.SH,X000408.SZ,X000883.SZ,X600348.SH,X600612.SH,X002271.SZ,X600096.SH,X002353.SZ,X000932.SZ,X000027.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.370437827205362,0,0,0,0,0,0.127541380043019,0,0,-3.46944695195361e-18,0,0,-0.11566104550071,0,0,0,0,-0.0122555691978268,0,0,0,0,0,-0.107695137227439,0,0,0,0,0,0,0,0.14776882395197,0,0,0,-0.0359076513758713,0,0.0119319633277793,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X601088.SH,0.143556051733871,0,0.068153173228313,0,0.104420303997018,0,0,0,0.0768988168108333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171840654600654,0,0,0,0,0,0,0,0,0,0,0,0,0.00888634195488243,0,-0.049321323668959,0,0,0,0,0,0,-0.00559255375338351,0.0187346469012067,0,0,0,0,0,0,0,0,0,0,0.0614032000627942,0,0
X600028.SH,0.46240391750917,0,0,0,0,0,0,0,0,0,0,0,0.0599217747300439,0,0,0,0.00431435843123907,0,0,-0.0831314249070481,-0.0240274058550654,0,0,0,0,0,0,0,0,0,0,0.0402496418815935,-0.01968353745422,0,0,0,0,0,0,0,0,0,0,0,-0.104472093944508,0.124600869451773,0,0,0.0275954477257184,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494552887186955,0,0,0,0,0,0.0598320106533932,0,0,0,0,0,0,0,0,0.0263536119971159,0,0,0,0,0,0,0.0278413557137616,0,0,0,0,0,-0.196232357709786,0.149224266398743,0,-0.0275842251441123,0,0,0,0,-0.0422839535086326,0,0,0,0,0,0,0
X600188.SH,0,0.0897652276614331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302083921492874,-0.0684555401290261,0,0,0,0,0,0,0,0,0.0882615644668064,0,0.0638267545806919,0,0,0,0,0,0,0,0,0,-0.175120098890748,0,0,0,0,0,0,-0.138583164447374,-0.0161558328616313,0,0,0,0.0129904767958053,0,0
X601898.SH,0,0,0,0,0.0920151122563097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359541863402687,0,0.157602779122498,0,0,0,0,0,0,0,0,0,0.342196548795953,0,0,0,0,0,0,0,0.0250747236623969,0,0,0,0,0,0.106676417302336,0,0,0,0,0.132673490838288,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0651651189628912,0,0,0,0,0,0,0,0,0.0852463120540609,0,0,0,0.0284458433443771,0,0,0,0,0,0,0,0,0.0393340662754212,0,0.153828565136813,0,0,0,0,0.0794254390839976,0,0,0,0,0.00859579315310375,0,0.063130507978873,-0.0505142636615813,0,0,0,0,0,0,0.208720457080273,0.117589396826551,0,0,0,0.0381192179016516,0,0,0,-0.0650817549320459,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0189504895193583,0.350882342597729,0,0,0,0.391540295569452,0,0,0,0,0,0,0,0,0,0,0,0.0427642197940175,-0.0388955385449311,0,0,0,0.0905334033752314,0,0,0.00692062875417977,0,0,0,0,-0.094351422496898,0,0,0,0,0,0,0,0,0,0.0638836689119856,-0.0410055707076848,0,0,-0.055778189380308,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0763774356321634,0,0,0,0,0.116402669127254,0,0,-0.0245797390131105,0,0,0,0.101361549818045,0,0,0,0.21915319583361,0,0,0,0.179255496928337,0,0.236369860558012,0,0,0,0,0,0.192780165233935,0,0,0,0.110301238233525,0,0,0,0.127940776694936,0,0,0,0,0,0,0,0,0.0307425327193609,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249290773611013,0,0,0,0.0059723123231119,0,0,0,0,0.0463974844189293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356622158701755,0,0,0,0,-0.0982783896266671,0,0,0,0,0,-0.194369869632331,0,-0.00506571716020811,0,0,0,-0.0564500413068877,0,0
