,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600309.SH,X600795.SH,X600688.SH,X601992.SH,X601600.SH,X300072.SZ,X600660.SH,X601991.SH,X600188.SH,X600362.SH,X002466.SZ,X600886.SH,X600547.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X000898.SZ,X600339.SH,X000959.SZ,X600489.SH,X601158.SH,X600008.SH,X002460.SZ,X000723.SZ,X000883.SZ,X600299.SH,X002271.SZ,X600219.SH,X600352.SH,X000792.SZ,X600176.SH,X000630.SZ,X600578.SH,X000539.SZ,X000408.SZ,X600583.SH,X000027.SZ,X000786.SZ,X600021.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.00422942821522096,0,0,0,0,0,0,0,0,0,0.0204744960565646,0.184000925604743,0,0,0.0421000821037123,0,0,0.00955236638837394,0,-0.028019158116408,0,0,0,0.0633722969646266,0,-0.0347737108738552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266155261846391,0.0425366596677215,0,0,-0.0115590760747473,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375939227718303,0,0,0,-0.157563267198421,0,0,0,0,0,-0.0336251875460751,0,-0.0722597291322773,0,0.00647158510504012,-0.0306797396365363,0,0,0,0.0235354908963933,0,0,0,0.0565764276311317,0,0,0,0,0,0,0,0,0,-0.0857719441221561,-0.00645208601308661,0.0087891601186181,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00109090150323038,-0.0158143747440226,0,0,0,0,0,0,0,0,0,0.0917751605130917,-0.0134852963628756,0,0,0,0,0.0354547244399275,0,0,0,0,0,0,0,0,0,0,-0.00981383410696064,-0.0595957756293111,-0.0156716161580983,0,0,0,0,0,-0.000835680814430442,-0.0373038658060615,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.193616819236238,0,0,0,0,0,0,0.0458267180071567,0,0.0919499732537547,0,0,0,-0.0257005015194584,0,0,0,0,0.277418010633232,0.108848904377629,-0.0538255086391413,0,0,0,0,0,0,0,0.00602130737426544,0,0,0,0,0,0,-0.0206523996169186,0,0,0,0,0,0,0,-0.0170804319840499,0.00947534847447657,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0517758318696996,0,0,0,0,0,0,0,0,0.217630617008882,0,0,0,0,0.0569075281154739,0.301189935252221,0.0452552822257924,0,0,0,0.0721370120411576,0,0,0,0.0286178510079045,0.0468228495634048,0,0,0,-0.158083785701242,0,0,0,0,0,0.105343767255885,0,-0.0741007611704297,0,0,0,0,0,0,0.0377187455130779,-0.0613862023416614,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177533679009553,0,0,0,0.178421070910736,0.30115226796583,0,0,0,0,0,0,0.128126527521184,0,0,0,-0.024127984949881,0,0,0,0,0.183096459126755,0,0,0,0,0,0,0,0,0,0,-0.0933776532400555,0.160473854376605,0,0,0.00155702193709305,-0.0452586244196903,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0885466778640608,0,-0.0617143508521585,4.33680868994202e-19,0,0.0648304962242754,0,0,0,0,0.0232599157919458,0,0.0615137010541889,0.0943518839353207,0,0,0,0,0.101312691406012,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.0707372136763946,0,0,0,0.0260364402437699,0,0,0,0,-0.0111402283790492,-0.0146860068191128,0,0,0,-0.0762777976176251,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142318996018195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264650578941369,0,0,0,0,0,0,0,0,0.0377504438115907,0,0.045213833509549,0.0299915309400928,0,0.127886727609225,0,0,0,0.229809248208268,0,0,0.00310948913144922,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0849176748685315,0,-0.0209754201890302,-0.0955973165449393,0.167337111692682,0.193006370234499,0,0.365312503385405,0,0,0,0,0,0.0955969848659619,0,0,-0.202617559360482,0,0,0,0,0,-0.0351698782393002,0,0,0,0,0,0,0.0875445047346347,0,0,0,0,0,-0.0100011055287424,0,0.0724664545474633,0,0,0,-0.0236718493543944,-0.0156139949697549,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00508394008498758,0,0,0,0.027242365969522,0,0,0,0,0.0625182114683312,0,0.0572198360103385,0,0,0,-0.0395831296725374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411980271925553,0,0,0,0,0,0,0.020292367976311,0,-0.01940142003775,8.67361737988404e-19,0,0,0,0,0,0
X600688.SH,0,0.374516232534753,0,0,0,0.0709101150666668,0,0,0.00855695418583718,-0.0240896397866261,0,0,0,-0.00589033719630855,0,-0.0255352714526372,-0.0720778437293157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790324976788461,0,0,-0.00952380032581642,-0.0149998431247641,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,-0.0482532690400648,0,0,0,0,-0.174966802050591,0,0,0,0,-0.235319744830534,0,0,0,0.503149578524974,0,0,0,0,0.169714794543483,0,0,0.439693207213825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206155535183157,0,0.0526764742826657,0,0,0,-0.0517788065905392,0.0394929913926038,0,0,0,0,0,0
X601600.SH,0.296978215815596,0,0,0.0773557367522264,0,0,0.0959640841975087,0,0,0,0,0.0521268588785957,0,0,0.0499781332847804,0,0,0,0,0,0,0.208260682541621,0.0197490096405662,0,0,0,0.117199726041683,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0278848605329692,0,0,0,0,0.00654800330321358,0,0,0,0.223869497567985,0,-0.0134320270885923,-0.023289930839166,0,0,0,-0.00805128314029417,0,0
X300072.SZ,0,0,0,-0.210099614527576,-0.0959368708179229,-0.490090266826892,0,0,0.646273853040915,0,0,0,0,0,0.175282492730466,0,0,0,0,0,-0.370909962783036,0,0,0,0.354177059240036,0,0,0,-0.786201476965477,0,0.222009717947425,-0.040732103328494,0,0,0,0,0,0,0,0,0,0,0,-0.1780793267693,0,0,-0.0360459654196137,0,0,0,-0.0670094204872125,0.0591708036707031,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.189296463706733,0,0,0.0100277526721667,0,0,0,0,0.0241491163651275,0,-0.0163496544350533,0,0,0,0,0,0,-0.0583772645893793,0,0,0,0,0,0,0,0,-0.0509699324493552,0,0,0,0.121195207420247,0,0,0,0.0841772804518605,0,0,0,0.214758517796359,0,0,0,0,0,0,0.014989901125698,0.0033730621604263,0,0,0,-0.051453255707042,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456126839053963,-0.127711750200336,0,0,0,0,0,0,0,0,0,0.205263694461921,0,-0.0600447623364041,0,0,0,0.0522332927724211,0,0,0,0,0,0,0,0.072736657457908,0,0,0,0,0,0,0.0678260672180851,0.229031741039243,0,0,0,0.0570386627072717,-0.219529299755253,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0489364459810028,1.0842021724855e-19,0,0,0,-0.0925561828360669,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.265295563749828,0,0,0,0.300284358593671,0,0,0,0,0,0,0,0,0.107612709362226,0,0,0,0,0,0,0,0,0.10522373580306,0,-0.0544431380828433,3.46944695195361e-18,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243915242603644,-0.171417032132353,0,0,0.10641879522021,0,0,0,0.0477069927403194,0,0.0506836862911802,0.155033794499552,0,0.00598397095353192,6.93889390390723e-18,0,0.0244680119581855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243775051947353,0,0.00631279557741912,-0.00904554746036454,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109692142390669,0,0,0.0922932772898559,0,0,0,0,0,-0.0986420482228137,0,0.0903284271141017,0,0.0107789986909435,0.691499721101867,0,0,0,0,0,0,0,0,0,-0.0871916387822622,0,0,0,0,0.0869341300872202,0,0.0847075408885365,0,-0.014109822013376,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0752860053431751,-0.0773415548651159,0,0.0583672621515993,0.0785466018464477,0,0,0,0,0,0,0.0394403435238123,0,0,0,-0.00725614542573023,0,0,0,0.0730098987649766,0,0,0,0,0,0,0,0,0,0,0.0681002167842507,0,0.0403749782644471,0,0,0,0.176886735923745,0,-0.00306738359193113,0.0132024649336743,-0.0460919210847671,0,0,0,0,0,0
