,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X000708.SZ,X002271.SZ,X600547.SH,X002466.SZ,X000786.SZ,X600362.SH,X600176.SH,X600426.SH,X000301.SZ,X600011.SH,X601898.SH,X601600.SH,X600886.SH,X600111.SH,X600010.SH,X600188.SH,X600352.SH,X600219.SH,X600486.SH,X600801.SH,X601991.SH,X002080.SZ,X600795.SH,X600489.SH,X002353.SZ,X600688.SH,X600803.SH,X601168.SH,X300037.SZ,X600399.SH,X600027.SH,X601992.SH,X600299.SH,X600157.SH,X000932.SZ,X000898.SZ,X002409.SZ,X300073.SZ,X000027.SZ,X002497.SZ,X600516.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,-0.0122873452046871,0,0.00130595330137891,0,-0.0073272296442419,0,0,0,0,0,0.102574236034156,0,0,0,0,0,0,0,0,0,0.0697362609714613,0,0,0,0,0,0,0,0,0,0,0,0.0269057822525279,0,0,0,0,0,0,0,0,0.00300612127811492,0,0,0,0,0,0,-0.000930512532875885,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,-0.0347458430463221,0,-0.027073563537393,0,0.0025586161707189,0,0.00567673778846513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137687390164895,0,0,0,0,0,0,0,0.0168913185057942,0,0,0,0,0,0.100115154781994,0,0,0,-0.0134201549431965,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0123215674735666,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0234331306925571,0,0,0,0,0,0,0,0,0.31349636436672,0,0,0,0,0.341907650672319,0,0.0549606360776936,0,0,0,0,0,0,0,0,0,0.0782005706437854,-0.0462754774479257,-0.0195552873266098,0,0,0,0,0,0,-0.089392899885129,0,0,0,0,0,0,1.73472347597681e-18,-0.0131615936147141,0,0,0,-0.00872841153771201,0,0
X600309.SH,0,0,0,0,0,0.0699299458062596,0,0,0.0621973927479972,-0.105587362949337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179327843980627,0.0646189795330095,0,0,0,0,0,0.0988939615581078,0,-0.0575421524519271,0,0,0,0,0,0,0,0.137446292135023,0.183568165822862,0.0624889726207751,0,0,0,0,0,0,0.00848673500006969,0.0468126553266504,0,0,0,0.0108932173761075,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.132203931668656,0,0,0,0,-0.0217604950987427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121157786756336,-0.0409746964701529,0,0,0,0,0,0,0.00923755379790441,0,0,0.0260043526766879,0,0,0,0,0.0310006592524401,-0.0146685129943067,0,0,0,0.000687980484748689,0,0
X002460.SZ,0,0,0,0,0,0,0,0.107028254347429,0,0.0930103130960548,0,0.400610110515201,0,0,0,0,0,0,0,-0.125269353320991,0,0,0,0,0,0,-0.041530385297437,0,0,0,0,0,0,0,0,0,0.323367034859523,0,0,0,0,-0.0506887740419474,0,0,-0.0530940138703859,0,0,0.391539256873119,0,0,0,-0.00762852714699099,0,0,0,0,-0.00607299768393962,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0210302350579383,0,0,0,0,0,0.187845611778006,0,-0.125912780904112,0,0,0.0194823396777046,0,0,0,0,0,0,0.0816912784337514,0,0,0,0.0710239209838126,0,0,0,0,0,0,0,0.0493207331558033,0,0,0,0,0,0.247367411451005,0,0,0.0566648180896533,-0.0302069764230999,0,0,0,0.0320268551119352,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0851509840566261,-0.130531274392048,0,0,0,0,-0.0192434171712887,0,0,0,0,0,0,0,0,0,0.0462720850228419,0,0,0,0,0,0.0729960621907045,0,0,0,0,0.0364532234304315,0,0,0,0.168552964311458,0,0,0,0,0,0,0,-0.0649066447920143,0,0,0,0,0,0,0,0.0174694018151512,0,0,0,0.0182958546618933,0,0
X000708.SZ,0,0,0.0184072874545242,0,0,0,0,0,0,0,0,0,0,0.122824665183728,0,0,0,0,0,0,0,0.158836329554829,0,0,0,0.0356602093886302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0573130037260016,0,0.182757488921995,0,-0.0352971074839642,0.0728337621608307,0,0,0,0,0,0
X002271.SZ,0,0,0.270547378162878,0,0,0.00532700869444421,0,0,0,0,0,0,0,-0.150687161464788,0.096015011575265,0,0,0,0,0,0,0,0,0,0,0,0.169292481350218,0,0,0,0,0,0,0,0,0,0.0178414808739597,0,0,0,0,0,0,0,0.206170000448245,0.0148014771681007,0,0,0,0,0,-0.0105444640036893,0,0,0,0,0.0404771792620926,0,0
