,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X601991.SH,X002466.SZ,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X601600.SH,X600362.SH,X600516.SH,X300072.SZ,X600027.SH,X000898.SZ,X600547.SH,X002460.SZ,X600111.SH,X600352.SH,X600176.SH,X000553.SZ,X601992.SH,X000786.SZ,X002110.SZ,X600426.SH,X000709.SZ,X600299.SH,X000408.SZ,X600808.SH,X000883.SZ,X600801.SH,X600315.SH,X000932.SZ,X601158.SH,X000830.SZ,X600219.SH,X601699.SH,X002271.SZ,X000792.SZ,X000539.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.347584057737425,0,0,0,0,0,0,0,0,0,0,0,0.00793370534740227,0,0,0,0,0,0,0,0,0.076490028980614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00393369292087786,0.0261671352249178,0,0.210241672740838,0,0.0769068873117556,0,0,0,0,0,0.00448457807817018,0.00948219551811282,0,0,0,0,0,0
X600028.SH,0.197534682265957,0,0.309330879137759,0,0,0,0,0,0,0,0,-0.0857312387567326,0,0,0,0,0,0,0,0,0,0,-0.0602249874802178,0,0,0,0,-0.0877022156104729,0,0,0,0,0,-0.0189954498955617,0,0,0,0,0,0,0,0,0,9.00903083205175e-05,0,0,0,0,0,0.00325889321022216,0,0,0,0,0.210163597191692,0,0
X601088.SH,0,0.0392826264796719,0,0.216298160132775,0,0.00505985967530936,0,0,0,0,0,0,0.0632992020976478,0.551391328537272,0,0,0,0,0,0,0,0,0,-0.000746803892500848,0,0,0,0,0,-0.110632457477329,-0.158673076341905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623362762466478,0,0,0,0,-0.00127321598108817,-0.00884128661996188,0,0,0,0,0,0
X600585.SH,0,0,0.0728213262069868,0,0,0.0180632538947488,0,0,0,0,0,0.0270034868393405,0.446914270960907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13435264992717,0,0,0,0,0,0,0,0.331705902212211,0,0,0,0.112622329810557,0,0,0,0,0,0,0,-0.0217330923602414,0.00197024461017097,0,0,0,-6.93889390390723e-18,0,0
X600019.SH,0,0,0,0.0282233012404652,0,0.104863384719139,0,0.000202993675580529,0,0,0,0,0,0.251551043521043,0,0,0,0,-0.222208955871259,0,0,0,0,0,0,0,0.132496326315596,-0.0589722426101119,0,0,0.0203679936435348,0,0,0,0,0.309225034879819,0,0.0133729003812248,0,0,0,0,0,0.120662200183867,0,0,0,0,0,0,0.0389401617231395,0,0,0,0,0,0
X600309.SH,0,0,0.216077746206887,0,0,0,0,0,0,0,0,-0.190464910779861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00314862999527333,0,0,0.194053227344595,-0.022666093004845,0,-0.160082022049034,0.103552040423753,0,0,0,0,0,0,0,0.0759736863777037,0,0,-0.037540251949476,0.0918008089683354,0,0,0,0.0528457855775032,0.0592708777809787,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.00254068376693024,0,0,0,0,0.269883387684317,0.0316425067163092,0,0,0.0240660603286598,0,0,0,0.0313178866657136,0,0.150538376828579,0,0,0.0251956412087118,0,0,0,0,0,0,-0.0479410464044578,0,0,0,0,0,0,0,0.0509135852751145,0,0,0,0,0,-0.018651447663538,0,0,0,0,0.0027964430185281,-0.0362500500518012,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.171672879814541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104147502241598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474494842213053,0.170836725153042,0,0,0,0,0,0.305320981262121,0,0,0,0,0,0.214727286246822,0,0.014157136369699,-0.0474445080386257,0,0,0,0,0,0
X600660.SH,0,0,0,0,-0.09445177219732,0,0,0,0,0,0,0,0,0,-0.294156112334052,0,0,0,0,0,0,0,0,0,0,0.214971207212023,0.132550217759816,0,0,0.0347631665026741,0,0,0,0,-0.229181255792026,0,0,0,-0.0834192568250474,0,0,0,0,0,0.0139825462180816,0,0,0,0,0.0152325352046929,0.032656637970398,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182103603957771,0,0,0,0,0,0,0,0,0,0.105679953755505,0,0,0.0665804484378107,0,0,0,0,0,0,0,0,0,0.0794393002312402,0,0,0,0,0,0,0,0.0110077717461799,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0228583126780843,0.046055284656073,0,0,0,0,0,0,0,0,0,0,0,0,0.188386351250845,0,0,0.0827052537549166,0,0,0,0,0,0,0,0,0,0,0.0422245757715205,0,0,0,0,0,0,0.0420140145928628,0,0,0,0.123006783682534,0,0,0,0.0104441439736401,-0.0380894509288557,0,0,0,0,0,0
X002466.SZ,0,0,0.0905534895991016,0.110621868380547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39071029673036,0,0,0,0,0,0,0,0,-0.225491193347268,0,0,-0.0482897912149115,0,-0.276661331237642,0,-0.350812857532405,0,0.232872286621691,0,0,0.0703990726397551,0,0,0,0,0.0989271967651791,-0.0122552993432947,0,0,0,0,0,0
X600688.SH,0.124908075142183,0.287166018925332,0,0,0,0,0.04121636297136,0.0398122140249324,0,0,0,0.0251566619323739,0,0,0,0,0,0.0786718579883028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078394916829225,0,0,0,-0.0345586379440132,0,0,0,0.0174690482698606,0.00848476880934995,0,0.0160830444459719,0,0,0,0
X600188.SH,0,0,0.245982578411194,0,0.208559471530292,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.069969125161684,0,-0.237139968620207,0,0,0,0,0,0.141471278135075,0,0,0,0,0,0,0.1178361385278,0,0,0,0,0,0,0,0,0,0.680982909719765,0,0,0,0,0,-0.0270559365135143,-0.0318415708975368,0,0,0,0,0,0
X600886.SH,0,0,-0.0664915339111295,0,-0.0701673107571624,0,0.00607291510202944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211815686063417,0,0,-0.0811338051508852,0,0.112431690096593,0.0903177373303305,0,0,0.111793533663097,0,0,0,0.106600687661491,0,0,0,0,0,0,0,0,0,0,-0.00526462592797633,0,0,0,0,0.0012279590991884,-0.0224787537103351,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.00107915689240835,0,0,0.0985171677809554,0,0,0,0.0296474463898427,0,0,0,0,0,0.0182747511948669,0,0,0.000954494419471886,0,0,0.0816042180017169,0,0,0,0,0,0.0478429645709805,0,0.0886233559331848,0.0154371190137412,0,0,0,0,0,0,0,0,0,0.154682599569956,0,0.0219498153944524,0,0.00405398812786687,-0.0170564457454832,0,0,0,0,0,0
X601600.SH,0,0,-0.0567946041773271,0,0,0.0630898772014092,0,0,-0.149925574642712,0,0,-0.0294620314555385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128615963220677,0,0,0,0,0,0.0627172721743417,0,0,0,0.0602486506232419,0,0,0,0,0.524107368381435,-8.67361737988404e-19,0,0,0.0370508187081042,0,0,-0.0341009513613163,0,0,0,0.0348449760941622,0,0
X600362.SH,0,0,0.0604336362716632,0,0,0.091457409132364,0,0,0,0,0,0.0092573547990106,0,0,0,0,0.557473253252373,0,0,0,0,0,0.0958992629930798,0,0,0,-0.00100798430665304,0,0,0,0,0,0,-0.0307423062252882,0,0,0,0,0,0,0,0,0,0.0733568442585747,0.0477338141729457,0,0,0,0,0.00472385915223109,-0.0160954889118319,0,0,0,-0.168278508447512,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189848845134327,0,0,0.121454537190669,0.251174027958499,0,0,0,0,0,0,-0.03831912945582,0,0,0.229943799324391,0,0,0,0.190013082480973,0,0,0,-0.0072659905707252,-0.0469662019853183,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,-0.0903892714222063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305518405515286,0,0,0.194301595325737,0,0.0397227484994081,0.140709584775508,0,0,0,0,0,0.443654631736593,0,0,0,0,0.0112071771598074,0,0.159291608723418,0,-0.117563164602802,0,0,0,0.344251332718974,0.0353574045795451,0.0350320904184303,-0.0474717983593354,0,0,0,0,0,0
X600027.SH,0,0,-0.020487401852931,0,0,0,0.416822543530371,0.021605830436693,0,0,0,0,0,0,0.516864673297405,0,0,0,-0.0520783775897103,0,0,0,0,0,0,0,0,0,0.0283140059159523,0,-0.0974261240258795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00863751662233208,0.0160546874031616,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.125593640611907,0,0,0.0550071356422549,0,0,0,0,0,0,0,0,0,0,0.118599839168516,0,0,0,0,0,0,0,0.080006535686585,0,0.0110041423522421,0.054012842663945,0.0493935607695697,0,0,0,0,0.0706333759776842,0,0.0797391917286789,0,0.171242969238843,0,0,0,0,0,0,0,0,0,0.0038606922669616,0,0,0,0,0,0,0
X600547.SH,0,0,0,-0.0586720934774655,0,0,0.0364645563235327,-0.0163809034878251,0,0,0,0.0652204687256683,0,0,0,0,0,0,-0.05090331002123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632952080656368,0,0,0,0,0,-0.00488056030491625,0,0,1.04968138709522,-0.0524824274903784,-0.0058700854381636,0.0194355308004561,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.40691908690475,0,0,0,0,0,0,0.0715251653254043,0,0,0,0.134244384585046,0,0,0,0,0,0.618157202825092,0,0,0,0,0.0265717574862635,0,0,0,0,0,0,0,0,0,0,-0.0550008563152215,0.0511196926572408,0,0,0,0.00738956388674253,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772910087831257,0,0,0,0,0,0,0,0,0,0.0319783589186753,0,0,0,0,0,0,0,0,0,0,0,0,0.280318902425798,0,0,0,0,0,0.0364127569999842,0,-0.00740926932533217,-0.010953545340575,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106361453124458,0,0,0,0,0,0,0,0.0881890164062839,0,0,0.0389964352802727,-0.11978591644959,0,0.0334588695253892,0,0,0,0,0,0.12828149893447,0,0,0.269018598118831,0,0,0.0604799788503044,0.0643080615722004,0,0,0,0.0193955120495739,-0.0439070552929949,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,-0.0462538373736826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283868415741919,0,0,0,0.126216501357514,0,0.149175887238026,0,0,0.078895187008116,0,0,0.0311143115244604,0,0,0,0,0,0,0,0,0,0,0.0320955040466185,0.0158117646281754,-0.0113369948989561,0,0,0,0,0,0
X000553.SZ,0,0,0,0.1979966788524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233735675764896,0,0,-0.110850983045583,0.107387847457526,0,0,0.118394357870815,0,0,0,-0.00680553783632391,0.161178411918118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310133339762822,0,0,0.0947771363181859,-0.0413877960952774,-0.00580968431954584,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258690287341425,0,0.219564646732254,0,0,0.0931451974081963,0,0,0,0.000854648045901484,0,0,0,0,0,0,0,0,0,0,0.0641595795057479,0,0,0.327691434836667,0,0,0.0495579761211593,0,0,0.0143984515134803,0,-0.0409158481376339,2.16840434497101e-19,0,0,0,0.243936265824576,0,0
X000786.SZ,0,0,0,0.057323962266218,0,0,0.150326447696535,0,0,0,0,0,0,0,0.0878504883746813,0,0,0,0,0,0,0,0,0,0,0,0.384585679176241,0,0,0,0.110225036672427,0,0,0,-0.413604958839108,0,0,0,0.0195704388892068,0,0,0,0,0,0.113506030684986,0,0,0,0,0.0417100309319024,-0.0115476108664619,0,0,0,0,0,0
X002110.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.188263104226039,-0.123450309450825,0,0,0,0,0,0,0,0,-0.103888237855089,0,0,0,0,0,0,0,0,0.0647386603051712,0,0.616765131859165,0,0,0,0.0121295594297762,0.171060304878768,0,0,0,0,0.0131914670197906,-0.0834066408052228,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115810091200405,-0.172251346102663,-0.019659008171473,0,0,0,-0.0607901063945109,0,0,0,0.120924701429178,0,0,0,0,0,0,0,0,0,0,0,0.128365114070923,0,0.872620164940425,0,0,0,0,0,0,0.059917464638501,0.00198660516633941,-0.0527387974041993,0,0,0,-0.103020861972302,0,0
X000709.SZ,0,0,0,0,0,0,0,0.168388652100021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874486966888577,0,0,0,0,0,0,0,0,0.00284988676360759,0.378290058420289,0,0,0,0,0,0.126871287405156,0,0.0398172420429405,0,0,0,0,0,0,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,-0.431783176168758,0,0,0,0,0,0,-0.114705127403366,0,0.196078101519504,0,0,0,0,0,0,0,0,0,0,0,0.0897473570617558,0,0,-0.0344906809354274,0.173598723217419,0,0,0.789123667161298,0,0,0,0,0,0,0,0,0,0,0,-0.394178110176988,0,0,0,0,0.0363357315112864,0.0251567765788475,0.313528984181171,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0.161555174296086,0,0,0,0,0,0,0,0,0,0,0,0.0571073153448945,0,0,0,0.210985889901975,0,0,0.0114557872585745,0.0338519046490458,0,0,0,0.0229660318815125,0,0,0,0,0,0,0,0,0,0.0691270583685315,0,-0.0410857108894577,0,0,0,0.297605656297419,0,0.0123243222952288,-0.0404623597634552,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0.312490848523891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674339663880679,0,0.0632026263737973,0,0,0,0,0,0,0,0,0.0378609058131364,0.0112700165438602,0.349345453369814,0,0.00610629673109176,0,0,0.0890326965150542,0,0,0,0,0.00378014905513654,0,0,0,0,0,0,0
