,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600019.SH,X600585.SH,X600188.SH,X002460.SZ,X600547.SH,X601898.SH,X601600.SH,X002466.SZ,X000792.SZ,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X600489.SH,X000807.SZ,X000983.SZ,X601699.SH,X000786.SZ,X600160.SH,X000932.SZ,X000408.SZ,X600219.SH,X000629.SZ,X002080.SZ,X000539.SZ,X300037.SZ,X000723.SZ,X600378.SH,X600995.SH,X600688.SH,X000630.SZ,X000933.SZ,X002409.SZ,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.75589376913824,0.184558696112402,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.000133113539426915,0,0,0,0,0,0,0,0,0,0.0943585430019474,0,0,0,0,0,0,0.102169937638236,0,0,0,0,0.108660040320041,0,0,0,0.0584860543080488,0,0,-0.226280191663804,0.0563344871029494,0,0,0,0,0,-0.0200700939893093,0,0,-0.00966068087568787,-0.0459589578957731,0,0,0,0,0,0
X600028.SH,0.69713993685912,0,0,0,0,0,0.229075501737754,0,0,0,0,0,0,-0.0487607190332486,0,0,0,0,0,-0.0710362642604637,-0.0704177130674318,0,0,0,0,0,0,0.0745866631797495,0,-0.0630627140279308,0,0,0,-0.0486656552077602,0,0,0,0,0,0,0,-0.134547234924554,0,0,-0.10573970042907,0,0,0,-0.0210252886146977,-0.0149320789503553,0,0,0.0506753723947507,0,0,0,0,0,0
X601088.SH,0.0454784070902071,0,0,0,0,0,0,0.316840217000621,0,0,0,0,0,0,0,0,0.102656303163894,0,0,0,0,0,0,0,0,0,0.0824892411440637,0,0,-0.0537408672752333,0.107580204937994,0,0,0,0,0,-0.0461711008977606,0,0,0,-0.0287122732277985,0,0.0925966497426324,0,0,0,0,0,0.0804346454418194,0,0,0.0176871823236141,0.00769611568170238,0,0,0,0,0,0
X600309.SH,-0.0382694177728125,0,0,0,0,0,0,0.00992280491426805,0,0,0,0,0,0,0,0,-0.0383668112430909,0,0,0,0,0,0.126823130851397,0,0,-0.0535204701162309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27890282873828,0,0.0395123782141937,0,0,0,0,0,0,0,0,0,0,-0.00387326254946342,0,0,0,0,0,0
X600011.SH,0.0316604587005317,0,0,0,0,0,0.304200958110494,0,0,0,0,0,-0.013470165704252,0,-0.0946446218948167,0.332487661365134,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.349499810481981,0,0,0.573281066175431,0,0,0,0,-0.1849139465535,0,0,-0.155568385947197,0,0,-0.232085915540368,-0.109652677600792,0,0,0.12920085743326,0,0,0,-0.0688838292415878,0,0,0,0.0162270633661165,0,0,0,0,0,0,0
X600019.SH,0,0.175909118490859,0,0,0,0,0.0189084167078973,0,0,0,3.46944695195361e-18,0.0175281203410417,0,0,0,0,0,0,0,0,0.0222410487453795,0,0.0420261603476908,0,0,0,0,0,0,0,0.0686126996840693,0,0.0383844909831367,0,0,0.313133449794454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358873668559259,0,0,0,0,0,0,0
X600585.SH,-0.0664494050889636,0,0,0,0.140330814506599,0.426967646632937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200250204068122,0,0,0,-0.184899764585599,0,0,0,0,0,0,0,0,0,0,0.248945374560933,0,0,0,0.0785133366450403,0,-0.0562222726513739,0.0924592948827012,0,0,0,0.146749351983567,-0.066079203975378,0,0,-0.0325391013534805,-0.028943402611399,0,0,0,0,0,0
X600188.SH,0,0,0.459227005853866,0,0,0,0,0,0,0,0.120051151629118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.469326723380003,0.267037956491122,0,0.255106730053689,0,0.0435529050560669,-0.353768998342535,0,0,0.310693894828056,0,0,-8.67361737988404e-19,0.115465468608533,0,0,0,0,0,0,0,0,0.124112535673652,-0.205832799368209,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,-0.0301651772600499,0,0,0.55675780755436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110062863722484,0,0.265379799589383,0.236789340672425,0,0,0,0.0336161248922604,0,0,0,0,0,0,0,0,0.0978193864565621,0.0628674801271244,0,-0.0122714906152532,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.0426587048816374,0,0,0,0,0,0,0,0,0,-0.333273730542277,0,-0.0011306912406145,0,0,0,0,0,0,0,0,0.722412009275124,0,0,0,0,0,0,0,0,0,0,0,-0.103743723366024,0,-0.0258441634242476,0,0,0,0,0.0458734935507297,0,0,0.0220848797600991,-0.0426668235556544,0,0,0,0,0,0
