,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X600362.SH,X601600.SH,X600547.SH,X600688.SH,X600795.SH,X600188.SH,X300072.SZ,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600111.SH,X600660.SH,X600886.SH,X600309.SH,X600489.SH,X000723.SZ,X000792.SZ,X600299.SH,X600623.SH,X000898.SZ,X002466.SZ,X601158.SH,X000983.SZ,X000959.SZ,X002075.SZ,X000709.SZ,X000408.SZ,X600583.SH,X000883.SZ,X000937.SZ,X000630.SZ,X601699.SH,X600549.SH,X000060.SZ,X600352.SH,X000539.SZ,X000012.SZ,X000027.SZ,X600176.SH,X002092.SZ,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.00199659471972336,0,0,0,0.00578247747509492,0.0649757388722986,0,0,0,0,0,0,0,0,0,0.0486553787110184,0,0,0,0,0.0227929025794598,0,0,0,0,0,0.108989452464843,0,0,0,0,0,0.0530607983848159,0,0,0,0,0,0.0195522250039137,2.16840434497101e-19,0,0,-0.00304276699717873,0,0,0,0,0,0
X600028.SH,0,0,0.0230031248263426,0,0,0,0,0,-0.0147218670947737,0,-0.0173166726637783,0,0,0,0.0412725390180641,0,0,0,-0.00312647361512923,0,0,0,0,0,0,0,0,0,0,0,-0.0216715042706499,0.025344474131412,0,0,0,0,0.294261550649974,0,0,0,0,-0.00342335447040897,0,0,0,0,0,0,0.0853625336563769,0,0,-0.0182747467886259,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.185389586124858,0.0124284026231036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0698192459611064,0,0,0,0,-0.106070740294864,0,0,0,0,0,0,0.161130044565998,0,0,0,0.0360799011339189,0.0260308314362641,0,0.00404582714449013,0.0581911395444913,0,0,0,0,0,0,0,0,0,-0.0772934432050397,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0188573748953469,0,0.0413455767299621,0,0,-0.0497914448276567,0,0,0,0.103340699215075,0,0,0,0,0,0,0,-0.00249306280342899,0,0,0,0,0,0,0.00838400818337932,0,0,-0.0414826762352052,0,0,0,0,0,0.0601253812363892,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239091267596971,0.0359128979735781,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.364099704807822,0,0,0.028532856714288,0,-0.0171500705908629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031836679744169,0,0,0,0,0,0,0.0563565420430572,0.0533120521813987,0,0,0,0,-0.0287260552990156,0,0,0,0,0,0,-0.00535346072574832,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,-0.0468881298051859,0,0,0,0.0935915114737611,0,0,0,0,0,0.143255389941607,0,0.0632533547082267,0,0.0199320949545985,0,-0.022051058637416,0,0.142108785813297,0,0,0,0.0233498110341732,0,0,0,0,0,0,0,0.197437140460998,0,0,0,0,0.136870080340205,0,0,-0.103806086490554,0,0,0.0212935861944528,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.041538349104822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156946238610075,0.120737306767765,0,0,0,0,0,0,0,0,0.0908524893102147,0,0,0,0,0,0.0297403538852627,0,0.08248314254841,0,0,0.00152683280920967,0,0.0511632522084871,0.0373835791284768,0,0,-0.0178136025216688,0,0,0,0,0,0,0
X601898.SH,0,0,0.232337622564045,0,0,0,0,0,0,0,0,0,0,0.0344213240045809,0,0,0,0,0,0,0,0,0,0,0.0365807873699037,0,0,0,0,0,0,0.185424596857518,0,0,0,-0.00410506114872639,0,0,0.111868107111334,8.67361737988404e-19,0.0783610256057143,0,0,0.13478801000065,0,0,0,0,0,0,0,-0.0022003817527279,-0.0651346312858627,0,0,0,0,0,0
X600362.SH,0,0,0,0,-0.0948923617343416,0,0,0,0,0,-1.73472347597681e-18,0,0,0.27446534105157,0,0,0,0,0,0,0,0,0,-0.0248470403612561,0.00699802437739623,0.0805172761588651,0,0,0,0,0,0,0.037507782636132,0,0,0,0,0,0.0167937501730598,0.553002635047331,0,0,0,0,0,0,0,0,0.0285917217326415,0.056125159324292,0,-0.0952041530947709,0,0,0,0,0,0,0
X601600.SH,0,0,0.0616913967705769,0,0,0,0,0.0433730436571011,0,0,0.0309778381229105,0,0,0,0,0,0,0,0,0,0,0,0,0.012726202096074,-0.0125365247427444,0.18326784495202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141436627852783,0,0,0.149275946107509,0,0,0,0,0,0,0,0,-0.0263988527879829,-0.0423297906022101,0,0,0,0,0,0
