,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X600585.SH,X002460.SZ,X000792.SZ,X601898.SH,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X000877.SZ,X600886.SH,X601600.SH,X600547.SH,X600795.SH,X002271.SZ,X601991.SH,X600426.SH,X600027.SH,X600803.SH,X000983.SZ,X600176.SH,X600362.SH,X601699.SH,X000408.SZ,X000786.SZ,X000723.SZ,X600096.SH,X000629.SZ,X600348.SH,X600219.SH,X600141.SH,X000933.SZ,X600995.SH,X600160.SH,X002353.SZ,X600985.SH,X600801.SH,X600157.SH,X002080.SZ,X300073.SZ,X600489.SH,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.198924815549967,-0.0791843378495838,0,0,0,0,0,0,0,0,0,0,0,0,-0.0510676289445631,0,0,0,0.137723833438615,0,0,0.0495060827572247,0,-0.028196201097482,0,0,0,0.0308537274287708,0,0,0,0,0,0,0,0,0,-0.00084846851321355,0,0,0.0376785968663095,0,0,-0.0173355698185188,0,0,0,-0.034725598575311,0,0
X601088.SH,0,0,0,0,0.257605978148018,0.192238066690239,0,0,0,0.312327150145248,0.220088954789665,0,-0.0149410012130433,0,0,0,0,0,0,0,0,0,0.0303378955963188,0,0,0,0,0.110108437102047,0,0,0,0.0391893860347852,0,0,0,-0.149586291313151,0,0,0,0,-0.124615790833135,0,0,0,0,0,0,0,0,0,0,0,0.0378947297005056,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.07880474937461,0,0,0,0.00392645493845282,0,0,0,0,0.0485712861047919,0,0,0,0,0,0,0,0,0,0,0,0.0325981345464612,0.00228481664980564,0,0,0,0,0,-5.42101086242752e-20,0.00421020310031656,-0.00391393724359983,0,0,0,0,0,0.00242950714750952,0,0,0,0,0,0,0.0747483841870802,0,0.0210299410724833,0,0,0,0,0,0,0
X600309.SH,0,0.0773456158631904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315415121829053,0,0,0,0,0,0.024401684404091,0,0,0,0,0,0.031961855633433,0,0.0810761165598335,0,0,0,0,0,-0.0232834375206886,0,0,0,0.0760403910539795,0.0815494342624272,0,0.028350698441505,0,0,0,0,0,0,0,-0.0121200776675692,0,0,0,0,0,0,0
X600188.SH,0,0.150846779091568,0,0,0,-0.0227555983498968,0,0,0,0.601489421679186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00782653600634505,0,0.0705443447190835,0,0,0,0,0,0,0,0.0193523472569669,0.0513890303568688,0,0,0.106501036775292,0,0,0,0,0,0,-0.047694513322006,0,0,0,0,-0.130545356382408,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.525813538891347,0.251612719390493,0,0,0,0.0235543052112686,0,0,0,0,0,0,0,0,0,-0.020577142872712,-0.0592068707458622,0,-0.0863616579011138,0,0,0,0,0,0.331642888144434,0,0,0,-0.140648372639043,0,0,0,-0.0631391292851942,-0.0424986862847881,0,0.162875321349921,0,0,0,0.119326134629872,0,0,0,0,0,-0.00651952545173249,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865175274692284,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.00636833087233927,0.0232497196082475,0.0488438310057496,0.023250377983952,0,0,0,0,0.0548188700760558,0,0,0,0,0.357959637717985,0,0.0380593821131098,0,0,0,0,0.0435720005042494,0.0153476433267293,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.351661784213303,-0.195796459472296,0,0,0,0,0,0.127974354408344,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.158169119334751,0,0,0,0,0,0,0.084485139372932,0,0.0885356110938156,0,0,0.106160260569525,0.0853570084311568,0,0,0,0,0,0,0.00427801210659787,0,0,0,0,0,-0.0665892860151869,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0927964398707302,0,0.15268733975305,0,-0.00567363740385745,0.140869839130416,0,0,0,0,0,0.0376323314592025,0,0,0.122345016584923,0,0,0,-0.0119181421782107,0,0,0,0,0,0,0,0.267181516402274,0,0,0,0,0.0118988528763738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105809092592449,0,0,0,-0.051682676901811,0,0
X601898.SH,0,0.0238462609746153,0,0,0.0770557398096444,0,0,0,0,0,0.0408241385862994,0,0,0,0,0,0,0,0,0,0,0,-0.064101090944409,0,0,0,0,0.364824553341349,0,0,0,0,0,0,0.106821241524065,0,0,0.0472972510518874,0,0.00674579172526622,0,0,0.246122643831506,0,0,0,-0.0313362392470899,0,0,0,0,0,-0.0380282777188297,0,0,0,0,0,0
