,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X600011.SH,X000708.SZ,X002271.SZ,X600660.SH,X600886.SH,X002460.SZ,X000786.SZ,X600010.SH,X600801.SH,X601898.SH,X600362.SH,X601600.SH,X600489.SH,X600176.SH,X600352.SH,X600188.SH,X601991.SH,X600795.SH,X600111.SH,X600426.SH,X600027.SH,X600688.SH,X600299.SH,X601992.SH,X000301.SZ,X000932.SZ,X002080.SZ,X002466.SZ,X600219.SH,X002075.SZ,X002353.SZ,X000723.SZ,X600486.SH,X600529.SH,X000027.SZ,X600612.SH,X601158.SH,X002250.SZ,X600315.SH,X000898.SZ,X000883.SZ,X002409.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0521979873375149,0,0,0,0,0,0.0910746970012495,0,0.0660210718242758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871569816368277,0,0.0521238037691873,0.0226308992141011,0,-0.0520772127827916,0,0,0,0,0,0,0,0,0,-0.00702794329891709,-0.00418059868158721,0.00533288262872596,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0242485768075454,0,0,0,0,0.0229729662759842,0,0,0,0,0,0,0,0,0,0,0,0,-0.00532790339986496,0,0,0,0,0,0,0,0,0,0.0934001756718393,0,0.0311331157661587,0.115173901984713,0,-0.00182994444902599,0.0152165042935247,0,0,0,0,0,0,0,0,0,-0.00139256100988632,0.014713066485915,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0508299919430346,0,0.00308108112549041,0,0,0,0,0,0,0,0,0,0,0.0635292613427429,0.348975693852076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00802345702303772,0.00448137872467515,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0667740715018875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244271269805759,0,0.124703607604423,0,0,0,0,0.0117736566972085,0,0,0,0,0,0,0,0,0.0460472582279529,0.0300350136233593,0,0,0,0,0,0,0.0428064843791188,0,0,0,0,0,0,0,0,0.00351281977814207,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0823819957810087,0,0.313868188590988,0,0,0,0,-0.0706322335168987,0,0,0,0,0,-0.0752500326509817,0,0,0,0,0,0.0990407471701585,0,0,0,0,0,0,0,0.0262613214551306,0,-0.00834357383904618,0.0854718062292018,0,0,0,0,0,0,0.0921107043230451,0.122415254391735,0,0,0,0,0,0.0123016800693635,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0291231468171909,0,0,0,0,0,0,0,0,0.0150556969148018,0,0,0,4.33680868994202e-19,0,0.48371191992411,0,0,0,0,0,0.0899168827669154,0.00773676486753227,0,0,0.0896703545239863,0,0,0,0.0203360874496842,0,0.0296929929711272,0,0,0,0,0,0,0.157518513597081,0,0,0,0,0,0,0,0,0,-0.00609185482680047,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0943578126787615,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.0715950378140722,0,0.0336536532756089,0,0,0,0.0150235217090734,0,0,0.0892444719865537,0,0,0,0.0237285220345339,0.0329155211807184,0,-0.0446308394033261,0,0,0,0.106035180972396,0,0,0,0,0,0,0,0.0556060940700574,0,0.102776632697804,0,0,-0.0245994184450994,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224669944379151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477751828302818,0,0,0,0,0,0.0267576835925537,0.0218448081303478,0,0.159543046937069,0,0,0,0,0,0,0,0,0,0,0,-0.0246989443915214,0,0,0.0738396706521342,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.00873519685005365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711136108954714,-0.00960018530070748,0,0.190045673887285,0,0,0.109186583282052,-0.0807770110481522,0,0,0.118588130495262,0,0,0,0,0,0,0,0.102102640239766,0.243622569918565,0,0,0,0,0,0,0,0,0,0,0,0,0.0241363769544834,0.0205418471860545,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.0443960432663115,0,0,0,0,0,0.165148730864921,0,0,0,0,0,0,0,0,0.00562284661268412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223125386133805,0.188984016617882,0,0,0.186921040396518,0,0,0.0262627665480867,0.00480712464089379,0,0,0,0,0,0
