,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600019.SH,X600011.SH,X601898.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X601600.SH,X600010.SH,X002271.SZ,X600547.SH,X000877.SZ,X600426.SH,X600886.SH,X600795.SH,X600362.SH,X600176.SH,X600027.SH,X000983.SZ,X601699.SH,X600803.SH,X601991.SH,X600995.SH,X000786.SZ,X000629.SZ,X600160.SH,X000807.SZ,X600378.SH,X000408.SZ,X600219.SH,X000723.SZ,X600489.SH,X600096.SH,X002080.SZ,X000831.SZ,X000933.SZ,X600348.SH,X000932.SZ,X000630.SZ,X600157.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.149367835502409,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.0329640377195617,0,0,0,0.148941573894904,0,0.0431006112004355,0,0.0575841534879138,0,0,0,0,0,0,0.0224462953179296,0.0291211966798619,0,0,0,0.00631661090801832,0,0,0,-1.0842021724855e-19,0,0,0,0,-0.0346928356938277,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.00760762023979406,0,0,0,0,0,0
X600028.SH,0.0475007802465861,0,0,0,0,0,0,0,0.0364263147111584,0.0460116963981641,0,0.122322698614926,0,0,0,0,0.00195326749416218,0,0.0327271475341935,0,0,0,0.0711996530928132,0,0,0,0,0,0.0156837204005106,0,0.0210610496161328,0,0,0,0,0,0,0,0.0928362194646885,0,0,0,0,0,0,0,0,0,0,0,0,0.0129656845951235,0.000438689286439385,-0.0445722748272529,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.382104966348926,0,0,0.0241977005642841,0,0.0402729609398982,0,0,0,0,0,0,0.0684988483276096,0,0,0,0,0,0,0,0,0,0,0.00844841388193984,0.0379625849653693,0,0,0,0,0,0,-0.169562237498414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0537326197742988,0.0416342624964154,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.131227391542436,0,0.172007710597398,0,0.0832543079140034,0,0,0,0.0323264131480763,0.177717261110968,0.176233195833003,0.0361859893122721,0,0,0,0,0,-0.0780776100033187,0,0,0,-0.0527591653207177,0.0491905510454999,0,0,-0.0646838251511353,0,0,0,0,0,0,-0.149607307728237,0,0,0,0.296042192894687,-0.0315421546515993,0,0,0,0.0546088439296754,-0.0470203190129301,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0217993090227933,0,0,0,0,0,0,0.073984878129101,0,0,0,0,0,0,0,0.399196470864064,0,0,0,0,0,-0.0434693392888962,0.0788323594878512,0.0023122660877231,0,0,0,0.0880876874598198,0,0,0,0,0,0,0,0,-0.0456232008422995,0,0,0.0513379615452443,0,0,0,0,0.155731331894205,0.0242223328763899,-0.00579646473249018,0.0122903012413728,0,0,0,0,0,0
X600188.SH,0,0,0.505112030821596,-0.189112209197822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251123236260645,0.0408094964577311,0,0,0,0.0318857252366511,0.101437333368261,0,0,0,0,0,0,0,0.113133322071816,0,0,0,0,0.00170099177649575,0,-0.0493047712911067,0.110202001149218,0.178274469402734,0,0,0,0,0,-0.0172726052359605,0.00605631038442113,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0238006310561015,0,0.609563774131785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0492091027287762,0,0,0,0,0,-0.0538393181991138,0,-0.0308861903230193,0,0,0.179573505120737,0,0,0.0393909063954291,0,0.0255079313270257,0,0,0.0182837276024518,0,0,0,0,-1.73472347597681e-18,0.0208212944925697,-0.00833319922103964,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-0.0431706019592252,0.587860362645512,0,0.0168305773068653,0,0,0,0,0.0426520093574348,0,0,0,0,0.0110792717951221,0,0,0,0,0,0,0,-0.00694020980015581,0.0103197556058678,0,0,0,0,0,0,0,0.228258604409826,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127655033237848,-0.0296831413167736,0.0108474881034876,-2.71050543121376e-20,-0.101627631174322,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.115769540267757,0.288582621738347,0,0,0,0,0,0,0,0,0,0,0,0,0.109614041348012,0,0,0,0,0.0999565197903558,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0070714508114525,0,0,0,0,0,0,0,0.109322113515811,0,0,0,0,0,0,0,0
X600019.SH,0,0.113920912299965,0,0,0.0511295352158818,0,0,0,0,0,0,0.120326666593149,0.000140447093491667,0,0,0,0.216330649199358,0,0.0959913580997525,8.67361737988404e-19,0,0,0,0,0,0.0250683557703321,0.0090246337261831,0,0,0,0.0775472078563144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11496374838774,0,0.0589554153198639,0.050635925793724,0,-0.0137526661737131,0,0,0,0,0,0
