,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X600309.SH,X601991.SH,X600157.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X600489.SH,X000959.SZ,X600299.SH,X000898.SZ,X000792.SZ,X601158.SH,X000709.SZ,X600339.SH,X002466.SZ,X000723.SZ,X600583.SH,X000408.SZ,X000630.SZ,X600098.SH,X000883.SZ,X600352.SH,X600219.SH,X600623.SH,X000539.SZ,X000027.SZ,X000983.SZ,X002092.SZ,X600021.SH,X002470.SZ,X000060.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.366623774066789,0.00973544086359451,0,0.0727536173672492,0,0,0,0,0,0.0104191415690548,0,0,0,0,0,0,0,0,0.0317966119131465,0.00223058682601426,0,0,0,0,0,0.0606371791999742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108723685447501,0,0,0,0,0,0,0,0,0,0.00343782008075477,-0.00613666492288005,0,0,0,0,0,0
X600028.SH,0.73320656878533,0,-0.0179785826378638,0,0,0,0.223323989996475,0,0,0,0,0.0675333972770304,-0.004060395387236,1.73472347597681e-18,-0.054770115465601,0,0,0,0,0,0,0,0,0.0124718586143595,0,0,0,0,-0.0241523687621918,0,0,0,0,0,0,0,0,0,0,0,-0.103945735378703,0,0,0,0,0,0,0,-0.000194200793068526,0,0.0184592049558763,0,-4.33680868994202e-19,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.184655327088735,0,0.0408744608885184,0,0.102351900933505,0.00473209173393742,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.115681508417385,0,0,0,0,0,0,0,0,0.0982374006666316,0,0,0,0,-0.114900809036961,0,0,0.103297153470972,0,0,-0.0147766100818864,0,-4.33680868994202e-19,0,-0.00472214126031188,-8.67361737988404e-19,0,0,0,0,0,0
X600011.SH,0,0.0757669528230746,0,0,0,0,0,0,0,-0.0496795344710322,0,0.338885328688518,0,0.0292120435513606,0,0,0,0,0,0,0,0,0,0,0,0,-0.0847265950488047,0,0,0,0,0,0,0.0273633516869918,0,-0.0440135436968383,-0.0289760705907581,0,0,0,0,0,0,0,0.0640184300320783,0,0,0,0,0.0745286996647535,-0.0434979348040394,0.0466691060298494,0,0,0,0,0,0
X600019.SH,0,0,0.0123760840183016,0,0,0,0.306661925765557,0,0,0,0,0,0,0,0,0,0,0,0,0.185194382679735,0,0,0,0,0,0,0.106692163306419,0,0.0592774682650896,0,0,0,0,0,0,0,-0.0308465075161575,0,0,0,0,0,0,0,-0.147097054884957,0.124019691747806,0,0,0.0941951962897768,0,-0.0230566748510813,0.0247742846026151,-0.404310087027559,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0132630451639119,0,0,0,0,0.0676958891225204,0,0,0,0,0,0,0,0,0.0308640827842469,0,0.163471471277386,0,0,0,0,-0.00570592432336491,0,0,0,0,0.146670409740675,0,0,0,0.0464806373744872,0,0,0.0685542981420335,0,0,0,0.0492830802863802,0,0,-0.0215958016494086,0,0,0,0,-0.161376066661549,0,0
X600585.SH,0,0.301832727688959,0,0,0.136353918795486,0,0,0,0,0.0629048643428307,0,0,0,0,0,0,0,0,0,0,0.0861703384754123,0,0,0,0.0108153944037336,0,0.259912560676192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0976344967630613,0,-0.176042419251308,-0.0153642176748986,0.00555467422208191,0,0,0,0,0,0
X601898.SH,0,0,0.13225091458061,0,0,0,0,0,0,0,0,0,0.00079757975673788,0,0.223135013883644,0,0,0,0,0,0,0,0,0,0.0619751924385038,0,0,0,0,0,-0.00946682580116807,0,0,0,0,0,0,0,0.17395099009319,0,0,0,0,0.214316409725776,0,0,0,0,0.104006986866318,-0.0260158316104539,-0.0106866511889132,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.00626390038265394,0,0,0,0,0,0,0,0.168308309183128,0,0,0,0,0.0803077241627703,0,0,0,0,0.0112016692301946,0.00155575549588285,0,0.045008175570782,0,0,0.421212986447423,0,0.0399053789283131,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0531844876682358,0,0,0,0,0,0.00568851897048925,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0438765675783756,0,0,-0.0830437655625294,0,0,0,0,0,1.01917312930719,0,0,0,0,0,0,0,0,0,0,0,0,0.0650036385131782,0,0,0,0,0,0,-0.0249151504258672,0.19730548743668,0,0,0,0,0,-0.0273845689459213,0.00785152230527439,0,0,0,0,0,0
