,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600010.SH,X600188.SH,X600886.SH,X600795.SH,X600688.SH,X600309.SH,X600583.SH,X600027.SH,X002353.SZ,X601992.SH,X000792.SZ,X000898.SZ,X601158.SH,X000709.SZ,X000883.SZ,X000629.SZ,X600315.SH,X600490.SH,X000825.SZ,X600489.SH,X600352.SH,X600547.SH,X000831.SZ,X000539.SZ,X601699.SH,X000630.SZ,X600307.SH,X000983.SZ,X600660.SH,X600549.SH,X000959.SZ,X000937.SZ,X000960.SZ,X600578.SH,X000027.SZ,X600516.SH,X600157.SH,X000761.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.00220157079839164,0,0.0455129939503928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112576341047791,0,0,0,0,0,0.0436468974572489,0,0,0,0,0,0,0.0259111254643978,0,0,0,0,0,0,0,0.014274049343337,0,0,0,0,0,0.0399664397463199,0,0,0,0.00289461136382963,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00856774734193748,0,0.0770960613311293,0,0,0,0,0,0,0,-0.00332893696313031,0,0,0,0,0,0,0.0265341908558304,0.0251667081994538,0,0,0,0,0.0661156361633874,0,0.0955272843811696,0,0.0813630742684313,0.0337063351412284,0,0,0,0.00114471779723445,0.00665995939655519,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0336726866990541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640615825374792,0.146775602013281,0,0,0,0.171193147731946,-0.0328814764994841,0.0406238358778805,0,0,0.0053934977124268,0,0,0,-0.00380999819302635,0.0130650345504552,0,0,0,0,0,0
X600585.SH,0,0.0510466062940506,0.0892485668989277,0,0,0,0.071770776284243,0,0,0.0757132059312525,0.0694682395022239,0,0,0,0,0,0.163603731587698,0,0,-0.0538435705288096,0,0.0855058833090254,0,0,0,0,0,0,0.0357724305446857,0,0.00523323978685719,0,0,0,0,0,0,0,0,0,0,0,0.162653612448621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28624359563717,-0.0772953774892527,0.13536404840152,0,0,0,0,0,0,0.224573023726695,-0.0942144391416012,0,0,0,0,0,0,0,0,0,0,0,0,0.133612212399513,0,0.00180645749446123,3.46944695195361e-18,0,0.0052235184443619,-0.0268689908591914,0,0,0,0.0267599584524187,-0.00967663344749568,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0837592601058029,0.268759708552491,-0.175914917256691,0,0,0,0,-0.00649326867433373,0,0,0,0,0,0,0.0765207646418828,0,0,0,0,0,0.263636790048227,0,0,0,0,0,0,0,0,0.0236810065106948,0,0.0558741095691309,0,0,0,0.0846512546887052,0.178962822502936,0,0,0,0.0647123143842192,-0.0605209927473308,0,0,0,0,0.0185273028402391,0,0,0,0,0,0
X601898.SH,0,0,0,0.0857373887850002,0,0.0529826043329764,0,0,0,0,0,0.0322782472599107,0,0,0,0,0,0,0,0,0.113690334035206,0,0,0,0,0,0.109225307437361,0,0,0,0,0,0,0.135534011474199,0,0,0,0,0,0,0,0,0.0856093569227661,-8.67361737988404e-19,0,0,0,0.0194817965647152,0,0,0,0.006433233765351,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.196685742053489,0,0.0948691146905631,0,0,0,0,0,0,0,0,0,0,0,0,0.0224563413237276,0,0,0,0,0,0,0,0,0,0.0220194089038177,0,0,0,0,0,0,0,0,-0.0114232184187303,0,0,0.0955237596297532,0,0,0,0.186648408122829,0,-0.0748510637864141,0,0,0,0,0.0343140267422388,-0.0604391012891185,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0341510327835637,0,0,0.017442287364693,0,0,0,0,0,0,0,0,0,0.0156101739707991,0,0,0,0,0,0,0,0,0,0,0.139061508950705,0,0.0016818753884779,0.00870845617943273,0.065376371414673,0.162598727744253,0,0.25165592625429,0.0131688338736147,0,0.0680786151967998,0,0,0,0,0,0.0734310237373091,0,-0.0077059210021748,8.67361737988404e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0804611825325698,0,0,0.0246097244672068,0,0,0,0,0.0869159160479701,0,0,0,0,0,0,0.205148445345414,0.0918452400960764,0,0.354527316189254,0,0,0,0,0,0,0,0,0,0.129373659323412,0.0775879103984149,0,0,0,0.0117850353814032,0,-0.222475056007414,0,0.0847618692565269,0,0,0,0,0,-0.066970023814524,0.0721116807126821,0,0,0,0,0,0
