,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X600547.SH,X600795.SH,X600886.SH,X000877.SZ,X002271.SZ,X601600.SH,X600426.SH,X600362.SH,X601991.SH,X600027.SH,X600803.SH,X600176.SH,X601699.SH,X000983.SZ,X000408.SZ,X600160.SH,X600348.SH,X000629.SZ,X000723.SZ,X600378.SH,X600995.SH,X600096.SH,X600219.SH,X000786.SZ,X600489.SH,X600157.SH,X600399.SH,X000831.SZ,X002353.SZ,X600688.SH,X000807.SZ,X600985.SH,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.613541808880302,0,0,0,0,0,0,0.150939755564435,0,0,0,0,0,0,0,0,0,0,0,0,0.062572987867647,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.00978874882435994,0,0,0,0,0,0,0,0.114708734541608,0,0,0,0,0,-0.00213782355749731,-0.00885139945112735,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.144447248002293,0,0,0,0,0,0,0.00473974825072702,0,0,0,0,0,0,0,0,0,0.00757288628087058,0,0,0,0,0,0,0,0,0.334033654163659,0,0.0656508450090159,0,0,0,0,-0.0457463880138638,0,0.0942897260136529,0,0,0,0.00544597394036106,0,0,0,0,0,0,0,0,0.0377312005141147,0,0,0,0,0,0
X600028.SH,0.560260518426165,0,0,0,0,0,0.0189484952652914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292404622645337,0,0,0,0.0256614622760319,0,0.0788482540312741,0,0,0,0,0,0,0,0,0,-0.0077527578915702,0,0,0,0.0312893009033658,0,-0.0117844910265002,0,0.0119213186162481,0,0,0.00801960973353307,0,0,0.0152544118471152,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715125509987014,0,0,0,0,0,0,0.0308450112727212,0,0,0.0885689285282296,0.104545334906779,0,0,0,0,0,-0.129182107019987,0,0,0,0.0116181976666797,0,0,0.0840479504440434,0.0990755126243505,0,0.0736027120026498,0,0,0,0,0,0,0,0.0133386089944085,0,0,0,0,0,0,0
X600188.SH,0,0.862620092076932,0,0,0,0,-1.73472347597681e-18,0,0,0.135433251485725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701593916801686,0,0,-0.126238813165554,0,0.00606217480262194,-0.0124772923614813,0,0,-0.0076008025050875,0,0,0,0,0,0,0,0,0,0,0.0385741684788023,0,0,0,0,0,0,-0.0372296579876068,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.309692247806184,0,0,0,0,0,0.0324334176933967,0,0,0,0.0265741239508704,0,0,0,0.0737799951160072,0,0,0,0,0,0,-0.132165417278623,0,0,0,0,0,0,0.125370738139847,0.008736953384783,0,0.0308571165306972,0,0,0,0,0,0,0.0524410069904242,0.263909151567925,0,0,0,0,0,0.0178410682284321,0,0,0,0,0,0,0
X002466.SZ,0,0,0,-0.0542021115495674,-0.014760755166118,0.455825029659827,0,0,0,0,0,0,0,0,0,0,0.0488708260376438,0,0.0564313131673068,0,0.179086698767056,0,0,0,0,0,0,0,0,0.160079889775714,0,0.526404364036948,0.0581942473058381,0,0,0,0,0,0,0,-0.126436153073116,0,0,0,0.0801772001934549,0,-0.160708904069373,0,0,0,0,0,0.0184183528302327,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104955370379357,0,0,0.154267076884321,0,0,0.0158995576000474,0,0,0,0,0,0,0,-0.125753166850798,0,0,0,0,0,0,0,0,0.123556605094375,0,0.411092843108151,0,0,0,0,0.0111600724918153,0,0.0416120128194728,0.0424717555779712,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.204893263045046,0,0,0,0,0,0,0.115922422477611,0,0,0,0,0,0,0,0,0,0.0017684906537803,0,0,0,0,0,0,0,0,0.270546388214943,0,0,0.017210012327699,0,0,0,0,0,0.120257650213859,0,0,0,0,0,0,0.173738741111169,0,0.0174227236609979,0,0,0.0306698556945228,0,0,0,0,0,0
X601898.SH,0.0327441884276298,0,0,0,0.162697429310887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137827691557749,0.11874102172629,0,0,0,0,0.0657707728190524,0,0.154220812680672,0.261358425894415,0,0,0.0734270261105457,0,0,0,0,0,0,0,0,0,0,-0.129576087572339,0,0,0.0508995066591309,0,0,0,-0.00581621361846229,0,0,0,0,0,0,0
