,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X000792.SZ,X601898.SH,X600801.SH,X600886.SH,X600010.SH,X002460.SZ,X601600.SH,X600660.SH,X600362.SH,X600688.SH,X000786.SZ,X600188.SH,X600795.SH,X600352.SH,X601991.SH,X601992.SH,X600027.SH,X600299.SH,X600111.SH,X002466.SZ,X600176.SH,X000723.SZ,X600489.SH,X000401.SZ,X600126.SH,X600426.SH,X002075.SZ,X000898.SZ,X601158.SH,X600219.SH,X600516.SH,X002353.SZ,X000932.SZ,X000553.SZ,X000883.SZ,X600583.SH,X000709.SZ,X600486.SH,X600612.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0597758429674619,0,0,0,0,0,0,0,0,0,0.277063585365218,0,0,0,0,0.10698992851832,0,0,0.108275850962624,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.110664935938954,0,0,0,0,0,0,0,0,0,0,0.04747225565142,0.107200744107308,0,0,0,0,0,0,0.00623270289912855,0,0,0,0,0,0,0
X600028.SH,0.417957537055087,0,0,0,0,0,0,0,0.0286206273506862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391455204892615,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783616339727588,0,0,0,0,0,0,0.0126865774318049,0,0,0.00851152195323891,0.00969734394700923,0,0,0,0,0,0
X601088.SH,0,0,0,0.0590645607692772,0,0,0,0,0.213339496764857,0,0,0,0,0,0,0,0,0,0,0,0.153103649430893,0,0,0,0,0,0.364746718822137,0,0,0.00609669097275914,0,0.109695625124591,0,0,0,-0.0261165080520623,-0.0735005609050961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00766381628367575,0.0224986222920461,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0115379515178348,0,0,0,0,0,0,0,0.369815012422787,0.0843793693550522,0,0,0,0,0.165881118134031,0,0.0840842768520844,0,0,0,0,0,0,0,0,0,0,0,0,0.163782978525966,0,0,-0.0218821286170269,0,0,0,0,0,0,0,0,0,0,0.010588782078923,0,0,0,0.015296341522772,-0.000456801772742527,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1840029896127,-0.0415150004026294,0,0,0,0.0517022611491418,0,0,0,0,0,0.0498872582530028,0.336236267824894,0.0522099108030712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553580040032015,0,0,0,0.00241464720915475,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142647293720949,0,0,0,0,0,0,0,0,0,-0.0159828931583484,0,0,1.0040434881444,0,0,0,0,0,0,-0.0538284037627422,0,0,0,0.00903356733136281,0,-0.0749687191976849,0,0,0.0753478473294987,0,0.0346082671630571,0.0235037201544565,0.0232090790813952,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0135032288692323,0.0529352561987893,0,0,0,0.0438956732477851,0,0,0,0,0.147128118808971,0.3163304985503,0.0137017496886024,0.0266877908109551,0,0,0,0,0,0,0.00514674854074775,0,0.0130849151689059,0,0,0,0.00551907297147331,0,0,0,0,0,0,0,0,0,0,0,0.0663127006796278,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.218134547523481,0,0,0,0,0,0,0,0,0,0,0,0,0.0982821538741429,0,0,0,0.134095037685622,0,3.46944695195361e-18,0.196902789255974,0,0,0.134539629866113,0.16195261513423,0,0,0,0,0,0,0,0,0,0,0,0,0.146615367834954,0,0,-0.109796677589451,0.00324679876814016,-0.00525036793937963,0,0,0,0,0,0
X600011.SH,0,0,0.0555720738929129,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0757959740846586,0,0,0,0,0,0,0,0,0.542831799479818,0,0,-0.0679639326368699,0,0.0217669276290624,0,0,0,0,0,0,0,0,0,0,0,0.164091923820232,0,0,0,0,0.154164672725409,0,0,-0.0130941283420605,0.0119048870811341,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.176720038893887,0,0,0.196913204252346,0,0,0,-0.0160376556002759,0.0208273459406273,0,0,0,0,0,0,0.0242095074392172,0,0,0,0,0,0.0356705375284036,0,0,-0.0541083454378281,0,0,0,0,0,0,0,0.140938534906163,0,0,0,-3.46944695195361e-18,0,0,0.0597600868521032,0.0219772553842133,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.123537684379803,0,0.12777523136047,0,0,0,0,0,0,0,0,0,0,0,0.236562779771008,0.115252944428886,0,0,0.198681265323295,0,0,-0.0808057797200102,0,0,0,0,0,0,0,-0.135357809962159,0,0,0,0,0,0.132594122314637,0.0785633666411749,0,0,0,0,0,0,0,0,0.0143270205487648,-0.0112271041172669,0.00247419964133041,0,0.247192057731883,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617590686024606,0,0,0,0.0976749054831549,0.244260511097199,0,-6.93889390390723e-18,0,0.0581048020217511,0,0.0988422127199478,0.0234895324791478,0.00592253658841332,0,0,0,0,0,0,0.0104093685628707,0,0,0,0,0,0.0333313668763295,0,0,0.0164311590009209,0,0,0,0,0,0.0107058107838647,0,0,0,0,0,0,0
