,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X600011.SH,X601898.SH,X000792.SZ,X600019.SH,X600111.SH,X600660.SH,X600795.SH,X000301.SZ,X000708.SZ,X600010.SH,X600886.SH,X600547.SH,X601991.SH,X000877.SZ,X601600.SH,X002271.SZ,X600027.SH,X600426.SH,X600362.SH,X600803.SH,X000983.SZ,X600348.SH,X600176.SH,X000629.SZ,X600160.SH,X000408.SZ,X601699.SH,X000723.SZ,X600096.SH,X600378.SH,X600219.SH,X600995.SH,X000786.SZ,X600157.SH,X600985.SH,X600489.SH,X600688.SH,X002080.SZ,X600141.SH,X002353.SZ,X600399.SH,X000933.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.503657170156262,0,0,0,0,0,0,0.153004459119609,0,0,0,0,0,0,0,0,0,0,0,0,0.0401477164661657,-0.0167849321040841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00325362283026263,0,0,0,0.00086719903189944,0.0496198048573738,0,0,0.134968997374044,0,0,0,-0.0228620212444343,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0637545785661353,0.245546249391046,0,0,0,0.0661821746482412,0.257624873382983,0,0,-0.191734793253088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246210937642097,0.0377662538699075,0,0,0.0311817295876938,0,0,0,0,0,0,0,0.0416865283234369,0,0,0,0,0,0,0,0,0,0,0.0345774888161517,-0.0553504289811079,0,0,0,0,0,0
X600028.SH,0.395132720639679,0,0,0,0,0,0.0101517677408397,0,0,0.0379723590402564,0,0,0,0,0,0,0,0,0,0,0,0,0.122590852311045,0,0,0,0.00464791562428427,0.0590195268386371,0,0,0,0,0,0,0,0,0,0,0.00458981541935522,0,0,0,0.0246870725340511,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0164742230054253,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879920514359046,0,0,0.14262763968886,0,-0.163673450192839,0,-0.0787611644580583,-1.73472347597681e-18,0,0.0191394989751843,0,0,0,0,0,0.156618906670087,0,0,0.308991614805163,0,0,0.0753847114649977,0,0.102356294638095,0,0,0.0406299915193737,0.0122651919321703,0,0,0,0,0,0
X600188.SH,0,0.702328457055646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268440900442813,0,0,0,0,0,0,0,0.0569412540849662,0.0358057996775428,0,-0.0186438739535245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065808982138334,0.0681814179454518,-0.0711647319138794,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.44589634343241,0,0,0,0,0,0.0214010898552955,0,0,0,0,0,0,0,0,0,0,0,0.0362777825182303,0,0,-0.141126212216478,0,0.0398168390793398,0,0.0802244341314616,0,0,0,0,0,0,0.0488800814446346,0,0,0,0,0,0,0,0,0.237143176167455,0.00520517012333388,0.0315158406746724,0,0.0620856958903976,-0.01735140086378,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.620397167957256,0,0,0,0,0,0,0,0,0.035010310844483,0.0127394103272111,0,0,0,0,0,0.0128446778326184,0,0,0,0,0,0.0986565525474624,0,0.083427093397228,0,0,0.0438910979887202,0.28479219774592,0,0,0,0,0,0,0,0,0.169561582176153,0,-0.149515681317618,0,0.0222343044571663,0,0,-0.146418956989893,0,0.0672653145321375,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0602108940101525,0,0,0,0,0,0.131148540327981,0,0.071201723306316,0,0,0,0,0,0,0.0262909903500832,0,0,0,0,0,0,0,0,0,0,0,0,0.0392803876085961,0,0,-0.0537681462086943,0.328500254675713,0,0,0,0,0.0240315289103754,0,0,0,0.0577138431493723,0,0.00458629019164779,-4.33680868994202e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215782072835638,0,0,0,0,0,0,0,0,0,0.308813174542547,0,0,0.121543267728186,-0.0469734378420132,-0.0126830584439746,0.113930649622725,0,0,0,0,0,0,0,0,0,0,0.341422478753008,0,0,0,0,0,0,0.0435133640639919,-0.120478263355502,0,0.00509427455777757,-0.0316788052469646,0,0,0,0,0,0
X601898.SH,0.0660774455452507,0,0,0,0,0,0.0637183695937878,0,0,0,0,0,0,0,0,0,0,0,0.0106986076475307,0,0,0,0,-0.0912514684791255,0,0,0,0.22275981843252,0.419636886793256,0,0,0,0,0,0.0750397784047435,0,0,0,0,0,0,0,0.00540125140228583,0,-0.0091814104135447,-0.0596064360385511,0,0,0,0.134131372148272,0,0,0,0,0,0,0,0,0
