,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601992.SH,X601898.SH,X601600.SH,X300072.SZ,X600688.SH,X600795.SH,X600547.SH,X600309.SH,X601991.SH,X000709.SZ,X600362.SH,X600188.SH,X600660.SH,X600886.SH,X600027.SH,X600157.SH,X002466.SZ,X600111.SH,X000959.SZ,X600489.SH,X600339.SH,X000898.SZ,X600008.SH,X601158.SH,X600299.SH,X000883.SZ,X000792.SZ,X000408.SZ,X600583.SH,X600578.SH,X000539.SZ,X002460.SZ,X000401.SZ,X000630.SZ,X600219.SH,X000983.SZ,X600352.SH,X000027.SZ,X000786.SZ,X000600.SZ,X002092.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.230033071485014,0.0304495268888467,0.0340144548519578,0,0,0,0,0,0.0700983971386039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0332822900318283,-0.0128350931526324,0,0,0,0.0366961057406904,0,0,0,0,0,0.0769619105330784,0,0,-0.0540296719210689,0,0,0,-0.00429180858259699,0,0,0,0,0,0,-0.0605718152085555,-0.0134927733400714,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0878942435273394,0,0,0,0,0,0,0.014798003681183,0,0,0,0,0,0,0,0,0,0,0.0488951499982102,0.0249620657708041,0,0,0,0,0,0,0,0.0113064500786831,-0.0468639051937487,0.0712865334178682,0,0,0.0506754876832745,0,0,0,0,0,0.0180901442373214,0,-0.00609069399090704,0.0177051150782011,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.028471005535104,0.158587484841877,0,0,0,0,0,0,0.0689921425981213,0.0301735086285304,0.0281106079423528,0.00194992820827427,0,0,0,0,0,0,-0.0308980940874425,0,0,0.202117797928471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00395248205906374,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.369474602267183,0,0,0,0,0,0,0,0,0,0.112413133594395,0,0,0,0,0,0,0,0,0,0,0,0,0.045469948367389,0,0,0,0,0,0,0,0,0,-0.217003836860203,0,0,0,0,0,0,0,0,-0.0187053755834595,0.0451321846799841,-0.0117185680220971,-0.0165563114351463,0.0362198979014332,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223615558751271,0,0,0,0,0,0.0589641778299811,0,0,0,0,0.228685008864674,0,0,0,0,0,0,0,0,0,0.0419097350617227,0,0,0,0,0,0,0,-0.0145909104428459,0,-0.191439789170142,0,0,-0.0177331281191734,0,0,0,0,0,0
X600011.SH,0,0,0.0723558603766115,0,0,0,0,0,0,0,0,0,0,-0.234682873680002,0.0144966243323369,0,0.143527762339352,0,-0.0533478840517582,0,0.139547378598388,0.424830441334624,0,0,0,0.0390373904100787,0,0.0898209079970772,0,0.0814023455363106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020747891312981,0,0,0.0375279931175196,-0.0105863141730141,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0742554546776364,0,0,0,0,0,0,0,0.0845400217728534,0,0,0,0,0,0,0,0.0977804698857691,0,0.0339056175824669,0.242929033483992,0,0,0,0,0.0167255051942264,0,0,0,0,0,0,0,0,0.00771528031128743,0,0,0,0,0.0407223371005302,0.0254054417928384,0,-1.0842021724855e-19,-0.0100203409779264,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0158539701912248,0,0,0,0,0,-0.0405516072639356,-0.00287668391469987,0,0,0,0,0,0.462534634011605,0,0,0,0,0,0,-0.214707665052589,0,0,0,0,0,0.0245039946750572,0,-0.10340751082587,0,0,0,0,0,0,0,0.421530790724426,0,0,1.0842021724855e-19,0,0,0,0.193905975370896,0,0,0.0584191110961574,0.00299167680151875,0.0147671060806555,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.0133306408569338,0.0671255609496098,0.0220245269494465,0,0,0,0,0.00821543586927634,0,0,0,0.0726949240018476,0,0,0,0,0,0,0,0.326298113084014,0,0,0,0,0,0,0.241774285630871,0,0,0,0,0,0,0,-0.000776381948799649,-0.00199647448786643,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112355915838147,0,0.241817823053438,0.0856885181501434,0,0,0,0,0.120898554523981,0,0,0,-0.143997107539778,0,0.0361942751718935,0,0,0,0,0,0,0,0,-0.0215500879082904,0,0,0.267702114728195,0,0,0,0.0230204017044264,0,0.131640663291755,0,0,0.0129516556405449,-0.00863931278259171,0,0,0,0,0,0
