,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600027.SH,X600688.SH,X600583.SH,X601992.SH,X600309.SH,X600352.SH,X000792.SZ,X601158.SH,X000898.SZ,X000709.SZ,X600157.SH,X600547.SH,X002353.SZ,X600489.SH,X600008.SH,X000539.SZ,X600021.SH,X000629.SZ,X000027.SZ,X600660.SH,X600808.SH,X000630.SZ,X000831.SZ,X000825.SZ,X600549.SH,X600219.SH,X600578.SH,X600315.SH,X002470.SZ,X601699.SH,X600307.SH,X000060.SZ,X600098.SH,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.418107923406261,0,0,0,0,0,0,0,0,0,0.0604232025393255,0.216102534635514,0,0,0,0,0,0,0.0680613857753602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282697575863429,0,0,0,0,0,0
X600028.SH,0.526187057294205,0,0,0,0,0,0,0,0.0210106033841501,0,0,0,0,0,0,0,0,0.121246251898902,0,0,0,0,0,0,0,0,0,0,0.110590405723601,0,0.0781490101716507,0,0,0,0,0,0,0,0,0,0,0.0141713008532021,0,0,0,0,0,0.166675988493674,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.102035285988193,0,0,0,0,0,0,0.1515176470657,0,0,0,0.135018726757214,3.46944695195361e-18,0,0,0,0,0,0.0522710918161933,0.0787234753725208,0,0.104180038578857,-0.0114977554130625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00616387187561005,0,0,0,0,0,0,0.319527947904606,0,0.0861685552987643,0,0,0,0,0.00500645500316368,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0261438416843064,0,0.288634361258371,0,0.0442261850515099,0,0,0,0,0,0,0,0,0,0.0611001486661936,0,0,0,0,0.064729914950372,0,0,0.119989144793978,0.0367847250324172,0,0,0,0,0,0.070506040184142,0.0103464826055883,0,0.118997581421457,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.110923192150715,0,0,0.0105055786184499,0,0,0.0772733716793817,0,0,0.209033507609386,0,0.0295840236224013,0,0,0,0,0,0.150714235982846,0,0,0,0,0,0,0,0,0,0.163738852238264,0,0.0580263066037804,0,0,0,0,0,0.100189831140225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0613460815732769,0,0,0.256439817207138,0,0,-3.46944695195361e-18,0,0.00350877533562747,0,0,0,0.0207575535658989,0.169334579268302,0.21737368849,0,0,0,0,0,0.142945027846614,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0337042401865923,0,0,0,0.0506954507538419,0,0,0,0,0,0,-0.046517581761579,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.486016716894602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0769200393843016,0,0,0,0,0,0.0798812776833353,0,0,0,0,0,0,0,0,0,0,0.157605472153942,0,0.0125469285933881,0,0,0.246464839724018,0,0,0,0,0,0,0,0,0.129268869250514,0,0,0,0,0,0
X601898.SH,0,0,0.0398641744033559,0,0,0,0,0,0.0233610589359806,0.0793675991938683,0,0,0,0,0,0,0,0.0440677616009578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242321125879431,0.135017715722745,0,0,0,0,1.73472347597681e-18,0,0,0.0676061543517998,0,0,0.172845488801402,0,0,0.0385898137305654,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0905563676717552,0,0.0161037357491797,0,0,0.0893786344772033,0,0.415155555907602,0.145219358552213,0,0.0754143555277885,0.0432252972479179,0,0,0,0,0.0553120068273818,0,0,0,0,0,0,0.0270098586003729,0.0203591519093908,0.157345596756991,0,0,0,0,0,0,0,0.0552839856824546,0,0,0,0,0,0,0,0,0,0,0.0445950695218489,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.293283335306913,0,0,0,0,0,0,0.18922704130063,0,0.0256317808306781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223737124708239,-1.38777878078145e-17,0,0,0,0,0,0,0,0.109723567116593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
