,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X601600.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600795.SH,X600111.SH,X000708.SZ,X600010.SH,X601699.SH,X000301.SZ,X600426.SH,X600362.SH,X000877.SZ,X000983.SZ,X600027.SH,X600489.SH,X002271.SZ,X600803.SH,X601991.SH,X600160.SH,X600176.SH,X000807.SZ,X600985.SH,X000630.SZ,X000786.SZ,X000408.SZ,X000932.SZ,X600612.SH,X000933.SZ,X300037.SZ,X600219.SH,X002128.SZ,X600348.SH,X000629.SZ,X600688.SH,X600157.SH,X601168.SH,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.687378402937658,0.0579090058199091,0,0,0,0,0,-0.201085879582505,0,0,0,0,0,0,0.0616263416530566,0,0,0,0,0,0,0,0,0,0,0,0,-0.190082687848467,0,0,0,0,0,0,0,0,0.127626417557848,0,0.0385351806508369,0,0,0,0,0,0,0,0,0,0,0,0.00312285509674968,0,0,0,0,0.00830479357303086,0,0
X600028.SH,0.503813256037956,0,0.0193224222471816,0,0,0.144470258724838,0,0.0566612373450629,0,0,0.063316957275324,0,0,0,-0.00909530336281947,0,0.109187802346605,0,0,0,0,0,0,0,0,0,0,0,0,0.00912862204776663,0,0,0,0,0,0,0.10833805893856,0,0,0,0,0,0,0,0,0,0,0,0,0.0251971147854963,0,-0.000420684619295468,0,0,0,0,0.0356218294222845,0,0
X601088.SH,0.125112110429266,0.0566407665069928,0,0,0.0764028380680697,0,0.190981930353003,0,0,0,0,0.0804047814517796,0,0,0,0,0,-0.158960297571061,0,0,0,0,0,0,0,0.0417474893292922,0,0,0,0,0,0,0.0728247784986545,0,0,0,0,0,0.00550745391341531,0,0,-0.135762097208757,0,0,0,0,0,0,0,0,0,0,0.00543441369202869,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471751684537966,0,0,0,0,0,0,0.396201117396475,0,0,0,0.0737135782299452,0,0,0,0,0,0,0,0,0,0,0,0.429674431314916,0,0,0.0597052435055284,0,0,0,0,0,0.410657362868444,0,0,0,0.0513990591642082,-0.0598234787471555,0,0,0,-0.0146465951078551,0,0
X600188.SH,0,0,0,0,0,8.67361737988404e-19,0.191348554554011,0,0,0.0828084404736323,0,0,0,0,0,0,0,0,0,0,0.0902829928853163,0,0,0,0,0.22774961710313,0,0,0,0,0,0,0,0,0.0923686295948939,0,0,-1.73472347597681e-18,0,0,0.282507285651244,0,0,0,0.0569972685339617,0,0,0,0,0,0,0,-0.00455064703946189,0,0,0,0,0,0
X600019.SH,0,0,0,0,6.93889390390723e-18,0,0.2487887804819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249044415218176,0.354611794871166,0.188493107154653,0,0.207367669766902,0,0,0,0,0,0.313116388950319,0,0.0321851260776969,0,0,0.00302953812974883,0.00197745011867555,0,0,0,0,0,0
X601898.SH,0,0,0.160693954657899,0,0.242870512495795,0.061712515863924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466909410396323,0,0,0,0,0.0569640989133279,0,1.73472347597681e-18,0.0360564059859764,0,0,0,0,0,0,0,0.014569881709435,0,0,0.0299204449718863,0,0,0,0,0,0,0,0,0,0,0,0,-0.00554215624541115,0,0,0,0.0454965880318149,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.044030498161958,0,0.293045000383615,0,0,0,0,0,0,0,0,0,0,0,0,-0.0459453655306056,0,0.491260961338306,0,0,0.00834116694844026,0,0,0.0415643266666594,0,0,0,0,0,-0.0368154147516642,-0.0485265841515853,0,0,0,0,0,0,0,0,0,0,0.0225506992557731,0.00118295694772708,-0.00781824381869927,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0673271019886178,0,0,0,0,-0.0294690354589214,0,0,0,0,0,0,0,0,0,0,0,0.0949656273692684,0,0.233510092104342,0,-0.11770991790925,0,0,0,0,0,0,0.0615874908546546,0,0,1.73472347597681e-18,0,0,0,0,-0.00561140837701957,0,0,0,0,0,0,0,0,0,-0.0298557125876273,0.040556670011295,0,0,0,0,0,0
X600547.SH,0.0591119758003111,0.0115501181291783,0,0,0.0641915322075953,0,0,0,0,0,0,-0.0373604936499562,-0.112214036621885,0,0,-0.109839016125045,0,0,0,0,0,0,0,0,0,0,0,0.492948007515131,0.0898128677377099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059149949007565,0,0,0,0.014054702821299,0,0,-0.00272635957438104,0,0,0,-0.00679414864470916,0,0
X600660.SH,0,0,0,0,0,0.0368457785686762,0,0,0,0,0,0,0,0,0,0,0,0,0.0235136836357054,0,0,0,0,0,0,0.066056392839046,0,0,0,0,0,0,0,0,0,0,0.133413386451215,0.0371986647144562,0,0,0,0,0,0,0,0,0,0,0,0,-0.128840514062689,0.00605344596738992,0.0160826126663081,0,0,0,0.0613086362219199,0,0
X600886.SH,0.0559700964160448,0.0437175235047597,0,0,0,0,0,0.120292219190595,-0.094078316000285,0,0,0,0,0,0,-0.0246173955480091,0.305064337993579,0,0,0,0.0147256257550761,0,0.0573827020499536,0,0,0,0,0,0,0.333637087836591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138876429310523,0,0,0,0,0,-0.00632882368126227,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.190839823065449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05975650980916,0,0,0.41147712939371,0,0.0711697322668958,0,0,0,0,0.0119789104308437,0,0.301211286070264,0.0717724567683962,0,0,0,0,0.17756627230483,0,0,0.00554249012441253,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0325406328571133,0,0.0550548484487997,0,0,0,0,4.33680868994202e-19,0,0.274577531602644,0,0,0,0,0,0.00402198653480185,0,0,0,0,0,0,0,0.158715579071194,0,0.019415774332132,0.05770648362992,0,0,0,0,0,0.18843991783812,0,0,0,0,0,0,0,0.0240154788560564,0,0,0,0,-0.0614112556173425,0.0047999598715505,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.000292259086958358,0.198006283747843,0,0.690451240146426,-0.0955711852530306,0.0137344371955266,0,0,0,0,0,0,0,0,0,0,0.0838159923901859,0.038307872257789,0,0,0,0.00777009562284546,0.0111557179673614,0,0,0,0,0.0884919637800204,0,0,0,0,0,0.0655703783952353,0,0,0,0,0,-0.00414520102627833,0,0,0,0,0,0,0
X002460.SZ,0,0,-0.00707893820418099,0,0,0,0,0,0,0,0,0,0,0,0.81348152883976,0,0,0,0.091647184502879,0,0,0,0,0,0,0,0.127479264068662,-0.200977420209789,0,-0.0961079546816944,0,0,0,0,0,0,0,0,0,0,-0.0253577851200809,0,0,0,0,0,0,0,0,0,0,0.00662969427772216,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.215660643681823,0,0,0,0,0,0,0,0,0.100047365797333,0,0,0,0,0,0,0,0,0,0.00623506588355975,0,0,0,0,0,0,0,0.0388234717719825,0.245737391810506,0.109228157404294,0,0,0,0,0,0,0,0,0,-0.0772172944984708,0.0134227256989837,0,0,0,0,0.0244235433021109,0,0
X600111.SH,0.119594539733216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263682167432625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867447081033503,0,0,0,0,0.036526247892486,0,0,0,0,0,0,0,0,0.13925105711105,0.0534335928282471,0,0,0,0.0692148408887993,0,0,0.0217174710675331,0,0,0,0.00179307724628762,0,0
X000708.SZ,0.0287716877608525,0,0,0,0,0.260668959662782,0.105105908866559,0,0.0648605572775218,0,0.0523750502337582,-0.134285727423174,0,-0.148035836013974,0,0.234502032518658,0,0,0,0,0,0,0,0,0,0,0.0835581021855963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160078609722142,-0.0169365850080083,-0.0678767190239889,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600627806184104,0.0244056878928557,0.0495342857963763,0.356055643723527,0.12520315516695,0,0,0,0,0,0,0,0,0,0,0,0,0.0458581313676482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0672406217102177,0,0.00677338006377648,0,0,0,0.0536800426214753,0,0
X601699.SH,0.0896001364196182,0,0,0,0.266092562642261,0,0.0516437111245473,0,0,0,0,0,0,0,-0.0795363164520159,0,0.00365639276568201,0,0,0,0,0,0,0,0,0.107185649075986,0,0,-0.0432236262861871,0,0,0,0,0,0,0,0,0,0.0885812282907943,0,0.109694469268546,0,0,0,0,0,0,0,0,0,0,0,0.00394725678019353,0,0,0,0,0,0
