,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600660.SH,X600547.SH,X600886.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X600111.SH,X600010.SH,X601699.SH,X000708.SZ,X600426.SH,X600362.SH,X000301.SZ,X000877.SZ,X000983.SZ,X600027.SH,X600803.SH,X600489.SH,X002271.SZ,X601991.SH,X600160.SH,X600985.SH,X600176.SH,X000807.SZ,X000408.SZ,X000630.SZ,X000786.SZ,X000932.SZ,X600612.SH,X300037.SZ,X000933.SZ,X600219.SH,X002128.SZ,X600995.SH,X600348.SH,X600688.SH,X000629.SZ,X600157.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.283862477116686,0.489600591654219,0,0,-0.000228539843286392,0,0,0,0,0,0,0,-0.135127301191657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.383049973846093,0,0,0,0,0,0,0,0,0,0.180032161183043,0,0,0,0,0,0,0,0,0,0,0,-0.00170579169390147,0,0,0,0,0,0,0
X600028.SH,0.647827934951043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0767481587792052,0,0,0,0,0,0,0.0699690741194321,0,0.0980700182242596,0.0485198313538596,0.0501105253218968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107489196629292,-0.11686775111188,0,0,0,0,0,0.013945548704694,-0.0262959777659256,0,0,0,0.0361435726714493,0,0
X601088.SH,0.164471004527364,0,0,0,0.0690298318740364,0,0.196899203228504,0,0,0,0,0.0415761701477206,0,-0.0345613092042431,0,0,0,-0.058858779561585,0,0.0118873926297575,0,0,0,0,0,0.0594925785620121,0,0,0,0,0,0,0,0.116180427875781,0,0,0,0,0,0,-0.183911156843827,0,0,0,0,0,0,0,0,0,0,0.00605495022211665,0,0,0,0,-1.73472347597681e-18,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052611887636541,0,0,0,0,0,0.110411279294753,0,0,0,0,0.137218881797997,0.0990011666850984,0,0,0,0.121874635622706,0.190745361024782,0,0,0,0,0,0.260039264615799,0,0.219295537431091,0,0,0,0,0,0,0,0.524591049324581,0,0,0,0.0221589518563752,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.219431171672435,0,0,0,0.0822873322528411,0,0,0,0,0,0,0,0,0.206871701439453,0,0,0,0,0,0.0891616922999276,0,0,0,0,0,0,0.114526427173463,0,0,0,0,0,0,0,0,0.26399708011376,0,0,0,0.0680109041485555,0,0,0,0,0,-0.00364927261516794,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.161988805099022,0,0,0.0324826503580019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648411718790072,0,0.0984725244550003,0.342462148563927,0,0,0.170125191181038,0,0,0,0,0,0,0,0,0,0.0183692744860035,0,0,0,0,0.036929756096646,0,0
X601898.SH,0.0207117756082684,0,0.242808599712737,0,0.257536980157027,0,0,0,0,0,0,0,0,0,0,0.0461395785799416,0,0,0,0,0,0,0,0,0,0.0710579173085068,0,0,0,0,0,0,0.012742434197325,0,0,0,0,0.0573766546384594,0,0,0,0.0393373021940595,0,0.0536431034075604,0,0,0,0,0,0,0,-5.42101086242752e-20,-0.00930023323567238,0,0,0,0.0247987452383581,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.195145886634916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255946967306635,0.0654020370873157,0,0,0.0947295812883364,0,-0.0456237892220108,0.0683824883340026,0,0,0,0,0,-0.0324821198915997,0,-0.100629055175726,0,0,0,0,0,0,0,0,0,-0.0101593300466552,-8.67361737988404e-19,0.00722867060195746,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.0328903127969374,0,0,0,0,0,0,0,0,0,0,0,0.0686784325359413,0,0,0.316561254830179,0.0267551234742647,0,0,0,0.188566679049653,0,0,0,0,0,0,0,0.0660229860008521,0,0,-0.0669294696917281,0,0,0,0,0,0,0,0,0,0,-0.000914471241082208,0,-0.0269101528509815,0,0,0,0,0
X600660.SH,0,0.0408009704550056,0,0,0,0.0707881502785356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351661062325127,0,0,0,-0.0446292334188719,0,0,0,0,0,0.141793095118049,0,0,0,0,0.113847238877345,0,0,0,0,0,0,0,-0.0207262660133859,0,0.0191099771589348,0,0,0,0.0974457920951693,0,0
X600547.SH,0,0.118809302817049,0,0,0.0316024973751206,0,0,0,0,0,0,0,0,0,0,-0.0713718639083125,0,0,0,0,0,0,0,0,0,0.0107863381206554,0,0,0.474157349563437,0.0549562931576448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226029776619789,0,0,0,0,0,0,0
