,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600585.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X000301.SZ,X002466.SZ,X000708.SZ,X600489.SH,X600160.SH,X600803.SH,X600027.SH,X601991.SH,X000807.SZ,X000786.SZ,X600219.SH,X600426.SH,X000983.SZ,X002128.SZ,X000408.SZ,X601699.SH,X000877.SZ,X600176.SH,X000630.SZ,X601168.SH,X600985.SH,X600096.SH,X000933.SZ,X002353.SZ,X600378.SH,X600157.SH,X002271.SZ,X600995.SH,X000831.SZ,X600352.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.680534473652307,0,0,0,0,0,0,0,0,0,0,0,0.0575910778429399,0,0,0,0.408030362494612,0,0,0,0,-0.0362323540910079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0427061371183498,0,0,0,0,0,0,0,0,-0.00856054306732582,0,0,0,-0.0367838969122108,0,0
X601088.SH,0.113692102262327,0,0,-0.0437908208673627,0.286623262150825,0,0,0,0.0437617870289798,0,0,0,0,0,0,0,0,-0.0469093853542119,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0547388291502922,0,0,0,0,0,0,0,0,0.139453052802887,0,0,0,0,0,-0.0387079680760839,0,0,0,0,0,0,-0.0391776314761446,-0.0180213397484492,-5.42101086242752e-20,0,-0.0331247601488012,0,0
X600028.SH,0.669685924899835,0,0,0,0.115555435034398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00729621243290998,0.0611888440346648,0,0,0,0,0.0561096516329868,0,0,0,0,0,-0.029969601091658,-0.139404057740019,0.136490461970244,0,0,0,0,0,0,0,0,-0.057479716792134,0,0,0,0,0,0,0,-0.0343400600598688,0,0,0,0,-0.0549856048805269,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450571062683035,0,0,0,0,0,0,0,0,0.0600551684439386,0.0443183161205233,0,0,0,0.0990692882791659,0,0,0,0,0,0,0,0,0,0.0153604104162085,0,0.127659827031482,0,0,0,-0.0435263298165606,0,0,0,0,0,0,0
X601898.SH,0.33723222744083,0,0,0,0,0,0,0,0,0.062111650736372,0,0,0,0,0.0128515830318816,0,0,0,0,0.0010959832952227,0,0,0,0,0.0650917671093917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11670432520512,0,0,0,0
X600188.SH,0,0,0,0,0.187467444099558,0,0,0,0,0,0,0,0,-0.159504683493419,-0.0341389165073277,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.131818819170293,0,0,0,0,0,0,0,0,0.505459677020827,0,0,0,0,0,0,0,0,0.199363658304223,0,0.0584142240400675,0.16137923686383,0,0,0,0,0,0,0.108830680173308,0,0,-0.05658477953034,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191934909849232,0,0,0.152075497262829,0,-0.147568477240265,0,0.180408433365842,0.00904449260317208,0,0,0.0920958118089736,0,0,0,0,-0.117284353981295,0,0,0,0,0,0,0,0,-0.235870206645404,0,0,0,-0.0115417472817815,0,0,0,0,0,-0.0992775619037888,-0.0126120830423629,0,0,0,0,0,0
X600019.SH,0.265353228048222,0,0,0,0,0,0,0,0.171127649855834,0,0,0,0,0,0.0661965406131539,0,0,0,0,0.128940444342369,0,0.121026113674807,0,0,0,0,0,0,0,0.0458771571833676,0,0,0,0,0,0.0276979097540796,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0152556043426674,0,0
X601600.SH,0,0.0283601544429358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.590605156030921,0,0,0,0,0,0,0,0,0.0436724378256906,0,0.560021067159269,0,0,0,0.178870655117013,0,-0.162235515719097,0,0,0,0,0,0.112579102949085,0,0,0,-0.0676645961068721,0,0,0,0,0,0,-0.0737917364948255,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.229119485648491,0,0,0,0,0,0,0,0,0.0875537944962242,0,0,0,-8.67361737988404e-19,0,0.059627475450841,0,0.0180707813486763,0,0,0,0,0.150451565267742,0,0,0,0,0,0,1.73472347597681e-18,0,0.237008737200078,0,0,0,0.0248969340751288,0,0,0,0,0,0,0,0,0,0,0,0,0.0138748934008229,0,0,0,-0.0270510760139559,0,0
X600886.SH,0,0,0,-0.020882753901823,0,0,0,0,0,0,0,0,0,0,0,0.493475698370231,0,-0.112534015366303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0523656317020072,0,0,0,0,0,0,0.0589552474268093,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0524950333282692,0,0,0,0,0,0,0,0,0,0,0.0590140959640628,0,0,0,0,0.0903625861650836,0.291128162317099,0.0323321634805242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155648665146621,0.000613681009102698,0,0,0,0,0,0,0,0,-0.0125802781851287,0,0
X600547.SH,0,0,0,0,0,0.0841088257430839,0,0,0.0588670586230349,0,0,0,0,0,0,0,0,0.0348893259528311,0,0,0,0,0.731318590917836,0,0.0204936419776414,0,0,0,0,0,0,0,-0.0114463229422604,0,0,0,0,0,0,0,0,0,0,0,-0.0257894802820108,0,0,0,0,0,0,0,0,0,0,0,-0.0188575701741122,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0706672654962769,0,0,0,0,0.186086975181807,0,0.171593653986858,0,0,0.223815837678825,0,0,0,0.156598487940622,0,0.036907107055345,0,0,0,0,0,0,0,0,0,0.180633693122081,0,0,0,0,0,0,0,0,0,0.0706413957768016,0,0,0,0,0,0,-0.0209235995006875,0,0,0,0.0417747762542031,0,-2.71050543121376e-20,0,0
X600010.SH,0,0,0,0,0,0,0,0.104418591530362,0,0,0,0,0,0,0,0,0.275792795047094,0.0333590868382992,0,0.0299378491342749,0,0,0,0,0.0939219479592259,0,0,0,0,0,0,0,0,0,0,0.0803881571449719,0,-3.46944695195361e-18,0,0,0,0,0,0,0.122699484901037,0.126858260754446,0,0,0,0,0,0,0,0,0,0,0.0986407176661044,0,0
X600795.SH,0,0,0.221358115609513,0,0,0,0,0,0.12787336199847,0,0.355564739579442,0,0,0,0,0,0,-0.00676007775311479,0,0,-0.0112505360297179,0,0,-0.0885452860150631,0,0.0140865482514256,0.0639607810457242,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294913538783376,0,0,0,0,0,0,-0.0510575519473697,0,0,0,0,-0.00748942560727148,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263966570607384,0,0,0.123361372833735,0,0,0.0137658298728259,0,0,0,0,0,0,0.0166008647103717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012824237811855,0,0.141275181329849,0.366277194024386,0,0,0,0,0,0,0,0,0.0545413564524195,0,0
X002460.SZ,0,-0.0080806217560815,0,0,0,0,0,0,0,0,0,0,0,0.512247126077611,0,0,0.107356063614762,0,0,0,0.468150236006047,0,0,0,0,0.0846809007310836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00301267683387891,0,0.0887392574666874,-0.049614893675464,0,0,0,0,0,0,0,-0.0137525840888942,0,0.111883249264025,0,0,0,0
X600362.SH,0.187935788184639,0,0,0.35474779315822,0,0,0,0,0.17774976903974,0,0,0,0,0,0,0,0,0.0369644063795423,0,0,0,0,0.00535804018942724,0,0,0,0,0,0,0,0,0,0,0,0,0.0307607914302741,0,0.0820671771152992,0.0479570830804885,0,0,0,0.0302412708223437,0,0,0,0,0,0,0,0,0,0.0656859472513803,0,0,0,0.0385766014217141,0,0
X000301.SZ,0,0,-0.0649563281953013,0,0,0,0,0,0,0,0,0,0,0,0.250282473388251,0,0,0,0,0,0,0,0.24210244912879,0,0,-0.103478594781057,0,0,0,0,0,0,0,0,0.23959967569658,0.147661920563586,0,0,0,0,0.0606976242645668,0,0,0,0,0,0,-0.0909763001470009,0.528355788337836,0,0,-0.0219419853932218,-0.0584855519231134,0,0.256036941727256,0,0.00756283688592982,0,0
X002466.SZ,0,0,0,0,0,0.0227509068235143,0,0,0,0,0,0,-0.101743033650204,0,0,0,0,0.821361606359243,0,0.0610373308962728,0,0,0,0,0,0,0,0,0,0,0.0663407697146296,0,0,0,0,0.0336839053316857,0,0,0,0,0,0,0,0.0503223549078093,0.105980008112617,0.0423957131748439,0,0,0,0,0,0,-0.0580606939065744,0.0476593842379102,0,0,0.014189263908966,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773920780866149,0,0,0.18120998251173,0,0,0,0,0,0,0,0.0804383193805745,0,0,0,0,0.128378073186133,0.276537895808905,0,0,0,0,0,0,0,0.135620774835988,0,0,0,0,0,0.0205435203941963,0,0.0133621379236854,0,0,0,0,0,0,0,0,-0.0237890083943529,0,0
