,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601600.SH,X600795.SH,X601898.SH,X600010.SH,X601991.SH,X600886.SH,X600362.SH,X600188.SH,X600111.SH,X600027.SH,X600688.SH,X600157.SH,X600583.SH,X601992.SH,X000709.SZ,X600309.SH,X000898.SZ,X601158.SH,X600352.SH,X600808.SH,X000792.SZ,X000629.SZ,X000825.SZ,X600547.SH,X000060.SZ,X000539.SZ,X600021.SH,X600489.SH,X600660.SH,X000027.SZ,X002353.SZ,X000831.SZ,X600008.SH,X600219.SH,X600578.SH,X600307.SH,X600549.SH,X600863.SH,X600022.SH,X601699.SH,X002470.SZ,X600315.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.554941648108033,0,0,0,0,0,0,0,0,0,0,0,0.00279358647348734,0,0,0.0197857506543579,-0.00568366957766082,0,0,0,0.214607813083884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905107514393936,0,0,0.0257229376445635,0,0,0,0.063620797184037,0.0255539875665323,0.0598160877267064,0,0.00967825554933964,0,0,0,0,0,0,0
X600028.SH,0.556758889615775,0,0,0,0,0,0,0,0,0.0220300878284153,0,0,0,0.0705200498708906,0,0,0.0481907325485071,0,0.0933537161142883,0,0,0,0,0.103846168228925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164371950701049,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0102434945790346,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0449931022484884,0.223080504988186,0,0,0.206344707832292,0,0,0,0,0.120050792219857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19289367832158,0,0,0,0,0.0252154695327077,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.211544265526879,0,0.142075916031722,0.0411057156462266,0,0,0,0,0.269485442676326,0,0,0,0,0,0,0.11727020676778,0,0,0.0172123410450403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307912177318614,0.0785326962255502,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X600019.SH,0.0366074822729665,0.0893019526643661,0,0,0,0,0,0,0,0,0,0,0.0177863437964596,0,0,0,0.00217143320974735,0,0,0.043754850512974,0.0665605262842466,0,0.271520153125432,0,0,0,0,0,0,0,0,0,0.0770871423205355,0,0,0,0,0,0,0,0,0,0,0,0,0.119531779116398,0,0,0.114183983894706,0,0.0114802151999399,-0.00885037667319018,0,0,0,0,0,0
X600585.SH,0,0,0.424025329216449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192914848843007,0,0,0.146662125269413,0,0,-0.00191018179249379,0,0,0,0,-0.0408450910882135,0,0,-0.012610537410634,0,0,0,0,0,0.0236643727003947,0,0,0.0456195626593028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,-0.0585081946251429,0.102128115377793,0.108191972016643,0,0,0,0.00547510584586408,0,0,0,0,0,0,0.483795577341169,0,0,0,0,0.0397256012136978,0,0,0,0,0,0,0,0,0,0,0,0.0595200855679917,0,0,0,0,0,0,0,0,0,0,0,0.0421282409884344,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0940643853429994,0,0,0.036520706089623,0.271363150834446,0.0842489485518353,0,0,0,0.0482929478999124,0,0,0,0,0,0,0,0,0,0,0,0,0.0184876367921768,0,0,0,0.0588128935600016,0,0,0.0867621328557755,0,0,0,0.0696810118793752,0,0,0,0.0615713603009354,0.0780430235324429,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0721923793744037,0,0.0959108848486628,-8.67361737988404e-19,0,0.0305785921977394,0,0.094078887100063,0,0.063358917194842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03932003592122,0,0,0,0,0.107146565656112,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.16809526292404,0,0,0,0,0,0,0,0,0,0.136826333616429,0,0,0,0,0,0,0.00238467323499601,0,0,0,-0.181068455142576,0.205876355982636,0,0,0,0.155358467788078,0,0,-0.126139935547718,0,0.215777567358451,0.107515711632653,0,0.199157786505697,0,0,0,0,0,0,0,0,0,0.0362618139496244,0.0131469742777883,0,0,0.0844431070820294,-0.15126779258807,0,0,0,0,0
X601991.SH,0,0,0,0.23317831979919,0,0,0.00238369359537828,0.00481929021253719,0,-0.0490701393744413,0,0.105985500742292,0,0,0,0.193751648589023,0,0,0.111857261203536,0,0,0,0,0,-0.0427547919246758,0,0,8.67361737988404e-19,0,0,0,0,0.166010821605814,0,0,0,0,0,0,0.25501443530728,0,0,0,0,0,0.196136350637131,0,0.00909487149055964,0,0,0.0183712535594505,0,0,0,0,0,0,0
X600886.SH,0.152940484983798,0,0,0,0.0990561220993095,0,0,0,0,0,0.368052621410091,0,0,0,0,0.0494114798958719,0,0,0,0,0,0,0,0,0,0,-0.0109725633009922,0,0,0,0,0,0,0,0,0.208028926005388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150789875834707,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.1209231280184,0,0,0.0030412002442385,0,0,0,0.0940215180768443,0,0,0,0,0,0,0,0,0,0.024600810806914,0,3.46944695195361e-18,0,0,0,0,0.198263377498218,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0456081989960123,0,0.0800733583852594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0165800743268166,0,0.266963159342049,0,0,0,0,0,0,0,0,0,0,0.0794140313181421,0,0,0.0454328081284745,0,0.109975506861513,0,0.00318216357860534,0,0.164541044550769,0,0.0912019438061373,0,0,0,0,0,0,0.0582700216647411,0.0323130817625617,0,0,0,0,0,0,0,0,0,0.111851364112763,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0598544955726584,0,0,0,0.0081474774299512,0.0977921214889292,0,0.0981957363330242,0,0,0,0,0.0327006797413555,0.00721215497651485,0,0,0,0,0,0,0,0.161980625148803,0,0,0,0,0,0,0,0.0653793980053682,0,0,0,0,0,0,0,0,0,0,0.0311348015142228,0,0,0,0,0.00226937258165774,0,0,0,0,0,0
X600027.SH,0,0,0,0.250246795761018,0,0,0,0.321210323568893,0,0,0.135991382852385,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0663565425843492,0.019141065490989,0,0,0.106615254003426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327777261982769,0,0,0,0,0,0,0
X600688.SH,0.258882006040955,0,0,0,0,0,0,0,0,-0.208487265291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391499025891005,0,0,0,0,0,0,0,0,0,0,0,0,0.139681505371357,0,0.00683405507524942,0.0865878937095154,0,0.320897513184737,0,0,0,0,0,0,0,0,-0.0025107234180212,-0.0142037144315366,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0.216854240777116,0,0,0,0,0,0,0,0,0.205005305268736,0.140173876858473,0,0.00389604920303074,0,0,0,0,0,0,0,-0.0838414078075021,0,0,0,0,0,0,0,0,0,-0.0504228621719839,0.028056481705091,0.0391082976910765,0,0,0,0,0,-0.0863903730026319,0,0,0,0,0.0222327709148291,-0.00688637570256813,0,0,0,0,0,0,0
X600583.SH,0,0.0896728932901887,0,0,0,0.188247204466055,0.109258396523766,0,-3.46944695195361e-18,0.0425140690240041,0.0341191840952975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927541850755402,0.112019552845961,0,0.0458193292548394,0.181089368890285,0,0,0.105432265099364,0,0,0,0,0,0,-0.0275873193984458,0.0430358639661809,0,0,0,0,0,0
X601992.SH,0,0,0,0,0.130374062614173,0,0,0,0,0.104669639091206,0,0.0939089038396097,0,0.0223789118188877,0.0696690412059132,0,0,0,0.0426818299287251,0,-1.0842021724855e-19,0,0,0,0.159756237462977,0,0,0.175307708316802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000154582970600452,0,-0.0266601805907935,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0.026270647432004,0,0,0,0.113126758038454,0.00579768912129444,0,1.38777878078145e-17,0,0.0402774616355462,0,0,0,0,0.0511345861294233,0,0,0,0.379564711302986,0,0,0,0,0.0779977932855177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235785004795599,1.73472347597681e-18,0,0,0,0,-0.00128292823044662,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.184467345358757,0,0,0,0,0,0,0,0.0563242228001724,0,0,-6.93889390390723e-18,0,0.0897812853584158,0,0,0,0,0,0,0,0,0,0,0,0.125494460876036,-1.73472347597681e-18,0,0,0,0.138529186558333,0,0,0.0988868945157388,0,0.0822746864553376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.139468648160666,0,0,0,0,0,0,0,0,0,0,0.0172940233760259,0,0,0,0,0.0584759070471536,0,0,0,0,0.000677096868868401,0,0.0762115483103808,0.318910425790671,0,0,0,0,0,0,0,0,0,0,0,0,0.0440286085652942,0,0,0.197310287840246,0,0,0,0.00953480847398204,0,0,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0.0781154003215521,0,0,0,0,0,0,0,0.185985611555187,0,0,0,0.017695544927964,0,0,0,0,0,0,0,0,0.112879262524865,0.0110585678265532,0.0598720746110273,0,0.199225076900094,0,0,0,0.317959614150826,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0321227082117185,0,0,0,0,0,0,0
