,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X600157.SH,X601991.SH,X600362.SH,X600027.SH,X600489.SH,X600111.SH,X601992.SH,X600309.SH,X600886.SH,X600660.SH,X000723.SZ,X600623.SH,X002466.SZ,X600299.SH,X601158.SH,X002075.SZ,X000792.SZ,X000408.SZ,X000959.SZ,X000709.SZ,X000898.SZ,X600583.SH,X000883.SZ,X000983.SZ,X600352.SH,X600549.SH,X000539.SZ,X000027.SZ,X000630.SZ,X600176.SH,X000935.SZ,X601699.SH,X600021.SH,X600126.SH,X000012.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00782537500451624,0,0,0,0,0,0,0,0.0466801296028893,0,0.0314430589227802,0,0,0,0,0.0269382229777086,0,0.0292917015514985,0,0,0.0457368914325086,0,0,0,0,0,0.0617102745083649,0,0,0,0,0.00133669867929277,0,0,0,0,0,0,0,-0.0202003136527008,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0381983276667837,0,0,0,0,0.0707512748211382,0,0,0,0,-0.00896488576322324,0,-0.037180734499737,0,0,0,0,0,0.0296371944187818,0,0,0,0,0,0,0,0,0.14720458349451,0,0.0450335395578189,0,0,0,0.0115385923661609,0,0,0.0290024442079099,0,0,-0.005773946234825,0.0398058560258977,0,0,-0.0112610918676,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.148756283221615,0,0,0.0668094474252062,0,0,0.0200940077668763,0,0,0,0,0,0,0,0,0,0.141114884760488,-0.00820921970952433,0,0,0,0,-0.0566104849044084,0,0,0,0.0822996970272826,0,0,0,0,0,0,0,0,0,0,0.000866112890842413,0,0,0.0644510807072015,-0.0144489394459189,0,0,0,-0.0355719693067236,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0394665916209185,-0.0607867116458364,0,0,0,0,0.0940813768557572,0,0,0,0,0,0,0,0,0.181944361797966,0,0,-0.0248357537598957,0,0,0,-0.126073100138774,0,0,-0.0586788275951866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154541829333513,0,0,0,-0.0241477186334891,0.0192408938575458,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0838819428910895,0,0,0,0,0.0389581478557955,0,0,0,0,0,0,0.183931674535622,0.114572369902387,0,0.12005072555646,0,0,0,0,0,-0.13888817342406,0,0,0,0,0.0533248897360943,0,0,0,0.0957846852443248,0,0,0,0,0,0.0716677119889625,0.202939458162181,0,0,0,0,0,0.0268694075284112,0.0363095404124358,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0866089867076546,0,0,0,0,0,0,0,0,-0.027168790256996,0,0,0,0,1.73472347597681e-18,0,0,0.0171804245711277,0,0.0244239705726852,-0.0246111706518536,0,0,0,0,0,0,0,0.0593818815581794,0,0,0,0,-0.0301618094529565,0,0,0,0,0,0,0,0,0,0,0.0487099828511271,0,0,0,-0.0642193363883076,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281199464889363,0,0,0,0,0,0,0,0,0.157146416980311,0,0,0,0,0,0,0,0.0815799890503624,0,0.0387906504055021,0,0,0,0,0.0967008250744276,0,0.104405989170886,0,0,0,0,0.00466576453092681,0,0,0.00688922135594572,0,0.0863178133257605,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.396267759211762,0,0,0,0,0,0,0,0.133689121913492,0,0,0,0.159820430285116,0,0,0,0,0,0,0,0,0,0,0.13665404283047,0,0,0,0,0,0,0.0463582568509853,0,0,0,0,0.109041447762702,0.0337159134816103,-0.0870373244832008,0,0,0,0,0.0395594864566795,0.179762213006748,0,0.0345374004036524,0,0,0,0,-0.028819433373383,0,0,0,0,0,0
X600547.SH,0,0,-0.136145436439683,0,0,0,0,0,0,0,-0.070455209611627,0,0,-0.0499486253280673,0,0,0,0,0.93257319381918,0,0,0,0,0,0,0,0,0,0.0149149246694342,0,0,0,0,0,0,0,0,-0.0450664154536229,0,0,0,0,0,0,0.0970340564704617,-0.0728379563313088,0,-0.0910913064063903,0,0.224931029924974,0,-0.0128786604721532,-0.0449891579828516,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222804274920792,0,0,0,0,0,0,0,0,0.0689886128655255,0,3.46944695195361e-18,0,0,0,0,0.0553020371517843,0,0,0.0547094115062211,0.122265132173669,0.0748100923138944,0,-0.00455206798216853,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0191660867260143,0,0.199857711184604,0,0,0,0,0,-0.0783144032751453,0,0,0,0,0.0459537088381067,0,0,0.0066560532059553,0,0,0,0,0,0,0.0942487178441926,0,0,0.0633406586994961,0,0,0,0,0,0.496854267223921,-0.212810027527774,0.0672360615712803,0,0,0,0,-0.0126429456809135,0.0599189184672068,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,-0.00742699914593978,0,0,0,0,0.0154344851879247,0,0,0,0.0651585218669231,0,0,0,0,0.03614654388811,0,0,-0.0118051441472214,0,0,0.0626515994739244,-0.0347062715208363,0,0,0.00139339178467152,0,0,0.216241720456502,0,0,0.0404106196838973,0.0139955845118662,0,0,0,0.0487512329527927,-1.0842021724855e-19,0,0,-0.0125287449523921,0,0,0,0.00248192664457096,0.00166660721570504,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0793611620963047,0,0,0,0,0,0,0,0,0.0351268253042443,0,0,0,0,0,0.0687775936824007,0,-0.0283903927250446,0,0,0,0.0546200485065981,0,0.203407898298897,0,0,0,0,0,0,0,0,0.0471761013959056,0,0,0,0,0,0,0,1.73472347597681e-18,0.0324322489862105,0.103075899629775,0,-0.0214618523400896,-0.0168676948842161,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.108647346546918,0,0,0,0.0568228126471915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195440243653873,0,0,0,0,0.0938829884761983,0,0,-0.487683305477975,0,0,0.649979569972352,-0.450515091480746,0.217754452803963,-0.179182712423656,0,0,0,0,0
X600157.SH,0,0,0.0529034350818219,0,0.0774809205962797,0,0,0,0,0,0,0,0,0.0145700509999574,0,0,0,0,0,0,0,0,0,0.104771192081596,0.00608962383823477,0.0272623038830567,0,0,0,0,0,0,0,0,0,0,0,0.0695168539000824,0.0424359784942012,2.16840434497101e-19,0,0,0.0057971669904766,0,0,0.14716460645353,0,0.067467975483878,0,0,0,0,-0.0256236706611855,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303227860013529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133382873584299,0,0,0,0.0637541116959399,0,0,0,0,-0.0289312961565748,0,0,0.0315953363173523,0,0.0164363552976326,0,-0.0336493454517691,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.0230045125845785,0,0,0.00471336760671752,0,0,0,0,0,0.188047759059906,0.0902632251675234,0,0,0,0,-0.00718837446601106,0,0,0.0635282233238895,0,0,0,0.0340454835573085,0,0,0,0,0,0,0.0307999200236377,0,0,0,0,0,0,0,0,0,0.272081151985712,0,0,0,0,0,0,0,0,0
