,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600660.SH,X002271.SZ,X600111.SH,X000301.SZ,X002466.SZ,X000708.SZ,X601600.SH,X600010.SH,X601898.SH,X600547.SH,X600362.SH,X600426.SH,X600188.SH,X000786.SZ,X600886.SH,X600176.SH,X600011.SH,X300037.SZ,X000408.SZ,X002080.SZ,X600803.SH,X600219.SH,X601991.SH,X000932.SZ,X600795.SH,X000027.SZ,X000898.SZ,X600489.SH,X000825.SZ,X600352.SH,X002353.SZ,X002409.SZ,X600688.SH,X000807.SZ,X000959.SZ,X600549.SH,X600399.SH,X000830.SZ,X600315.SH,X600801.SH,X600486.SH,X300073.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135793545753665,0,0,0.0248280773028291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483892690460723,0.20589192354693,0,0.0533115070709178,0,-0.00891864794818244,0,-0.0641198974032757,0,0,-0.0327286573493647,0,0,0,-0.0169014618105043,0,0,0,0.0523032577717225,0,0
X600028.SH,0.318101504125475,0,0,0,0,0,0.0917100194079619,0,0,-0.00176636879844204,0,-0.0415151557906357,0,0,0,0,0,0,0,0.0234501592662591,0,0,0,0,0,0,0,0,0,0,0.0633451403462672,0,0,0,0,0,0,0,0,0.0322932228816296,0.0643337978997488,0,0,-0.000162040615733468,0,0,0,0,-0.0069728298113267,0,0,0.0553538437618926,0.0258201833899284,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.00631731680804022,0,0.0385697767109143,0.147002580580708,0,-0.0340961592091706,0,0,0,0,0,0,0.2848890446255,0,6.93889390390723e-18,0,0,0,0,0,0.0979902751646148,0,0,0,0,0,0,0,0,0,0,0,0.0568730000497958,0,0,0,0,0,0.304277100263286,0.037966064812655,0,0.0534787667857884,0,0,0,-0.00453783825951603,-0.00338847898501244,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00580641064843472,0.076729775879864,0,0,0,0,0,0.193863387980756,0.00754292124548296,0,0,0,-0.0712165502794862,0,0,0,0,0,0.0392594590293812,0,0,0,0,0,0,0,0,0,0,-0.00976721415941908,0,0,0.0891281289654289,-0.0578820170226311,0,0,0,0,0,0.0372527434516914,0.00280979971900373,0,0,0,0,0,0
X002460.SZ,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.457526633395702,0,0,0,0,0,0,0.077316209079871,0,0,0,0,0,0,0,0,-0.0618600437330025,0,0,0,0,0,0,0,-0.0887796201170146,0,0,0,0,0.137733250835531,0,0.0274299740174291,0,0,0,0,0,0.374790732716059,0,0,0,0,0,0,0,-0.00847060442928544,0,0
X600585.SH,0,0,0.0609425930235697,0,0,0,0,0,0,-0.00326761509464899,0,0,0,0,0,0,0,0,0,0.0139478364274051,0.0252908246140613,0.0810359939347246,0,0,0.00102966641452477,0,0,0,0,0,0,0,0,-0.0571202691205335,0,0,0,0,0,0.100742587197986,0,0,0,0,0,0,0.556004191540535,0,0.0168016402646165,0,0,0,0.0334313955104027,0,0,0,0.00238591332063528,0,0
X600019.SH,0,0.23210805379965,0.0836854650160981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715562329111521,0,-0.0225561849861815,-0.0291121435654165,0,0,0,0,0.017517602099276,0,0,0.301541052693616,0,0.0611366436177451,0,0,0,0,0,0,0.149750204668028,0.0612295301625223,0,0,0,0,0,0,0,0,0.00532572025460343,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.0814721269472937,0,0,0.102216732865063,0,0,-0.167617465781577,0,0,0,0,0.0459885005788665,0,0.141044742185206,0,0.0923133151251684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831653685357594,0,-0.000880157867153764,0,0,0,-0.0653789221628841,0.253061610817104,0,0,-0.00146928490710084,0,0,0,0,0,0,0
X002271.SZ,0,0,0.0399663987702426,0,0,0,0,0,0,0,0,-0.0348983776577028,0,0,0,-0.0280730950240651,0,0,0,0,0,0,0,0,0.0154051018464095,0.0976230857472059,0,0,0,0,-0.0555916161244383,0,0,0,0.0788628075954546,0,0,0,-0.0314368447176298,0,0,0,0,0.0728248420942409,0,0.00497667382715193,0,0.139173808143603,0,0,0,-0.0106142529253294,-0.00591524060260958,0,0,0,0.0717938875339308,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269007456834866,0,0,0,0,-0.0536816403070927,0,0,0,0,0.0723258268022225,0.0194155013296288,0,0,0,0,0,0,0,0,0,0.164915314052085,0,0,0,0,0,0,0.262546812624565,0,0,0,0,0,0.071186981325923,0,0,-0.0407497696515156,0,0,0,0,-0.00569014120969776,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.136500194296575,-0.0679324291229113,0,0.184195730318948,0,0,0,0,0.0497132981334746,0,0,0,0,0.0298089692346564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404050835646105,0,0,0,0,8.67361737988404e-19,6.93889390390723e-18,0,0,0,0,0,0,0,0.10820496667775,0,0,0,0.0656894035889588,0,0
X002466.SZ,0,0,0,0,0.565837544521979,0,0,0,0,0,0,0,0,0,-0.253030929174179,0,0,0.286299549690749,0,-0.0333640219708964,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0914398242855965,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.322012240183884,0.0976989884964228,0,-0.288315325866004,0.234238088264696,0,0,0,0.199066689283053,0,0
X000708.SZ,0,0,0,0,0,0,0,0.111152635468262,0,0,-0.0347389103205862,0,0,0.0190903676157885,0,0,0,0.0315855687632113,0,0,0,0,0,0,-0.0481233830698349,-0.034573769592904,0,0,0,0,0.196186724171829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041050557169118,0.0216084255874156,0,0,0,0,0,-0.0680296739200105,-0.0365196137399477,0,0,0,0.0683309178287026,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,-0.106958483009258,0.0451375924968315,0.121908745425504,0,0,0,0,0.164556595012157,0.0899233948062918,0,0,0,0,0,-0.0453589862568265,0,0,0,0,0,0,0,0.00709358758491349,0,0,0.13881912065679,0,0,0,0,0.505018727446076,0,0,0,0,0,0,0,0,0,0,0.0438195607550758,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.117460867569685,0,0,0.106405830954936,0,0,0,0,0,0.0354797437622452,0,0,0,0.0706157171592386,0,0,0,0,0,0,0,0,0.134549508978532,0,0,0,0.080571649365133,0.124135994825667,0,0,0,0,0,0,0,0.246634281321856,0,0,0,0,0,0.115429399923151,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,-0.132937585625767,0,0,0,0,0,0,0,0,0,0,0,0.316434423386647,0,0,0,0,-0.0289502617728035,0,0,0,0,0,-3.46944695195361e-18,0,-0.115365632381477,0,0,0,0,0,0,0,0.298189202060938,0,0,0.122990254131592,0,0,0,0.149170230670657,-0.0303810527077039,0.47777136186903,0,0,-0.0187666954194339,0,0,0,-0.0334577887100399,0,0
X600547.SH,0,0,0,0,-0.0307426898760432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000826402093493404,0,0,0,0,0.0406317402522712,0,0,0,0,0,0,0.145145440056276,0,0.279095751199945,0.0757100821006207,0,0.041438023725376,0,0,0,0,0,0.0769546008401358,0,0,0,0.0089951470403915,0,0,0,0,-0.0409575258747443,0,0,0,-0.176146381500222,0,0
X600362.SH,0,0,0,0,0.00706578239361733,0,0,0,0,0,0,0.0466086936680119,0,0.262735863747358,0,0,0,0,0.0389296567214181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816621127380476,0.0622837613347301,0,0,0,0,0,0.217311144085444,0,0,0.000946669420874593,0,0,0,0,0,0.0758653328875267,0,-0.0762814039436723,-0.022894894613712,0,0,0,-0.220619481314454,0,0
X600426.SH,0,0,0.0939137521369722,0,0,0,0,0,0.0330714737556414,0,0.0527786574614421,0,0.0870939961442178,0,0,0,0,0.109214289323343,0,0.0641096769425756,0.0560303505934778,0,0.0488673623385638,0,0,0,0,0,0,0,0,0,0,0.135678227611365,0,-0.0622945712448782,0,0,0,0,0,0,0,0.0520554754189677,0,0,0,0,0,0,0,0,0.0409892883318418,0,0,0,-0.0748679101298698,0,0
X600188.SH,0,0,0,0.294224984793446,-0.182074267786716,0,0,0,0,0,0,0,0,0.0184683224730038,0,0.492078531042372,0,0,0,0,0,0,0,0,-0.139021714639332,0,0,0,0,0,0.179826330774457,0,0,0,0.334199948449729,0,0.0999004707005109,0.0535969953337286,0,0,0,0,0,0.111594705465358,0,0,0,0,0,0,0,0,-0.0985814789039249,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0.0647854451390743,0,0,0,0,-0.00206601147723068,0.0641482128523225,0.0541997779297106,0,0,0,0,0,0,0,0,0.149774870038916,0,0.0150255923180905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650244115604669,0,0,0,0,0,-0.132453057113343,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607910534060783,0,0,0,0.0380646911086158,0,0,0.12549236088817,0,0,-0.102518106635584,0,0,0,0,0,0,0.0564415451330164,0,0.0197705248833074,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0845269740866118,0,0,0.0698142275744192,0,0,0,0,0,0,0
X600176.SH,0,0,-0.0284292725796952,0,0,0,0,0,0,0,0.135946078270058,0,0.31687988691124,0,0,0,0,0,0,0,0.175070865794848,0,0,0,0.117272952896431,0,0.083247310973504,0,0,0,0.0252760018124255,0,0,0,0,0,0,0,0,0,0,0,0.171315696429381,0,0,0,0,0,0,0.197411252059531,0,-0.105919789043973,-0.142209860563297,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0297997990745292,0,0,0,0,0,0,0,0.00815474990668165,0,0,-0.042544348432414,0,0,0,0,0.011811378988122,0,0.0190431500157942,0,0,0,0,0.212759930970519,0,0,0.0108660796436603,0,0,0,0,0,0,0,0,0.00376877518436716,0,0,0,0.0542709759448652,0,0,0,0,0,0.00551662765208125,0.0557927610209771,0,0,0,-0.00864615326172288,0,0
X300037.SZ,0,0,0,0,0.371589243617661,0,0,0,0,0,0.00353220752117352,0,0,0,0.0459186176320827,0,0,-0.0578490533483872,0,0,0,0,0.0290150440921735,0,0,0,0,-0.240255282546957,0,0,0,0,0,0,0,0,0,0,0,0,-0.101253846756772,0.0222785190622207,0,-0.0868029480918939,-0.271806960515416,0.0121262253479207,0,0,0.259534254103457,0,0,-0.0702495422525872,0,0,0,0,0.0244569136191722,0,0
X000408.SZ,-0.069548173909919,0,0,0,0,0,0,0,0.186970195114963,0.210787073745975,0,0.0706179035866923,0,0,0,0,0,0,-0.492269796494913,0,-0.263586957065302,0,0,0,0.223840198360337,0,0,0,0,0,0,0,-0.296021569692942,0,0,0,0,0,0,0,0,0.259601210628168,0,0,0,0,0,0,0,-0.0788535799051964,0.0167719470678074,0,0.126373537453708,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,0.0946389417531882,0.0465912247608927,0,0,0,0,0,0,0,0,0,0.03875026800954,0,0.0596593473174666,0,0,0,0,0,0,0,-0.0423151479269149,0,0,0,0,0,0,0,0.0749876856453757,0,-0.0521850494547271,0,0,0.00723284109729375,0,0,0,0,0.0805297137317469,0,0,-0.162615167466961,-0.0135491600370496,0,0,0,0,0,0
