,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601991.SH,X601898.SH,X002466.SZ,X600688.SH,X600660.SH,X600188.SH,X600362.SH,X600795.SH,X300072.SZ,X002460.SZ,X600547.SH,X601992.SH,X600886.SH,X600176.SH,X600111.SH,X600516.SH,X000786.SZ,X000898.SZ,X600299.SH,X000709.SZ,X002271.SZ,X600352.SH,X600027.SH,X000792.SZ,X000553.SZ,X600489.SH,X000825.SZ,X601158.SH,X601699.SH,X000408.SZ,X600219.SH,X000883.SZ,X000630.SZ,X600583.SH,X600549.SH,X002470.SZ,X600808.SH,X600315.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.241968582971384,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0607002396050835,-6.93889390390723e-18,-0.00333536720243341,0,0.195400132879713,0.00612208556280026,0,0,0,0,0,0,0.0291616293857813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151983288526966,0,0,0,0,0.0484316011992614,0,-0.015090556453395,0.011585863052931,0,0,0,0,0,0
X600028.SH,0.5005307931772,0,0.136302007495098,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.134324219337909,0,0,0,0,0,0.0298874261030721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736940287366714,0,0,0,-0.19442366767309,0,0,-0.0315316479952041,0.0257504808326922,0,0,0,0,0,0
X601088.SH,0,0.0891779994388394,0,0.249816878933611,0,0,0,0.027777180811894,0,0,0,0,0.0323376708724479,0,0,0,0,0,0,0,0,0,0,-0.0618187348938267,0,0,-0.142855396127619,0,0,0,0,0,0,0,0,0,0.385612491626811,0,0,0,0,0,0,0,0,0,0,0,0.0200875441457227,-0.0154446355672875,0,0,0,0,0,0
X600019.SH,0,0.0707697604074326,0.298919939354014,0,0.147506334925901,0,0,0,0,0,0,0,0,0.0997756922813936,0,0,0,0,0,0,0,-0.120486519258514,0,0,0,0,-0.0719906651317717,0,0,0.0166332618814317,0,0,0,0,0.0581992040944958,0,0,0,0,0,0,0,0,0,0.217348495575994,0,0.0800234320953336,0,0.00827278003750416,-0.00879459976221362,0,0,0,0,0,0
X600585.SH,0,0,0.192098441333219,0,0,0,0,0,0,0,0,0,0,0.290259719779582,0,0,0,0,0,0,0,0.0924551735186699,0,0,0.133033878864887,0,0,0,0,0,0,-0.230003260864697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153647665437701,0,-0.0201172079718421,0.00503188990513257,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035896356057529,0,0,0,0,0,0.0045366914097506,0.192548717782313,0.078743944127211,0.123401841602395,0,0,0,0.0437392464761626,0,0,0,0,0.0379103691036836,0,0,0,0,0,0,0.0231129094290914,-0.0305381664882908,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364685157713042,0,0,0,0,0,0.0512150858780012,0,0,0.0820388111985332,0,0,0.0284627162130857,0,0,0,0.141057610461815,0,0,0,0,0,0,0,0.0489419661065521,0,0,0,0.0333367230451792,0,0.0999805967262151,0.10624333394753,0.0577978492692225,0,0,0.0300218207601336,0,0,0,0,0,0,0
X601600.SH,0,0.252808888561342,0,0,0,0,0,0,0,0,0,0,0,0.343982321541177,0,0,-0.307778035592395,0,0,0,0,-0.0637440671492037,0,0,0,0,0.156714347518674,0,0.123581695033829,-0.0840759168946557,0,0,0,0,0,0,0.0150669675152526,-0.494234207069414,0,0,0,0,0,-0.4677271803232,0,0,-0.198871615331016,0,0.155022906011959,-0.274529056810253,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.0440417250310981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144644860446057,0,0,0,0.0546595880337319,0,0,0,0,0.00427819236107757,0,0,-1.73472347597681e-18,0,0,0.0248874904372161,0,0,0.150304196222161,0,0,0,0,0.0174940015216355,0,0,0,0.059142038329194,0,0,-0.00152293360008582,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129612899543017,0,0,0,0.00602989047037968,0.129304323420567,0,0,0,0,0,0,0,0,0,0,0,0.0176109596416226,0,0,0,0,0.263382655565647,0,0,0,0,0.157789655507559,0,0,0.0474005783178244,0,0,0,0,0,0,0,0,0,0,0
