,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X600660.SH,X601898.SH,X600010.SH,X000792.SZ,X601600.SH,X600362.SH,X600489.SH,X600688.SH,X600188.SH,X000786.SZ,X600352.SH,X601991.SH,X600795.SH,X600027.SH,X601992.SH,X600111.SH,X600176.SH,X600299.SH,X002075.SZ,X600426.SH,X600486.SH,X000723.SZ,X000401.SZ,X002466.SZ,X600529.SH,X600126.SH,X600315.SH,X601158.SH,X002353.SZ,X600219.SH,X000898.SZ,X000932.SZ,X600612.SH,X000883.SZ,X600516.SH,X002409.SZ,X000553.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.170333473827541,0,0,0,0,0,0,0,0,0,0,0,0.0320306787733993,0,0.0930080815787189,0,0,0,0,0,0,0,0,0.0551989536482295,0,0,0,0,0.0464237410689512,0,0,0,0,0,0,0,0,-0.0223630136732885,0,0,0.0449957938142501,-1.73472347597681e-18,0,0.00110865894700389,-0.00910787667222207,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,-0.00390880676245844,0,0,0,0,0,0,0,0.159841833796011,0,0,0,0,0,0,0,0,0,0,0,-0.0246170501640413,0,0,0,0,0,0,0,0,0,0.0964256715720118,0,0,0,0,0,0,0,0.023024206124864,0,0.0003250138510031,-0.0129441902965833,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.036359727256568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159245086829204,0,-0.215922884030959,0,0,0,0,0.0434051261599482,0,0,0,0,0,0,0,0,0.0239183351402545,0,0,0,0,0,0.0111228555026366,0.0412004220423837,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.171796425424306,0,0,0,0,0,-2.16840434497101e-19,0.48709804414838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338977740301548,0,0,0,0,0.0245592051654368,0,0,-0.00649177498953006,0,0,0,0,0,0,0,0,0,0,-0.0748557238131447,-0.00100466005185337,0.00271023047026732,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0142348615658084,0,0,0,0,0,0,0,0,0,0.00728948118371737,0,0,0,0,0,0,0,0,0.116040254453085,0,1.73472347597681e-18,0.202325739088704,0,0,0,0.135910538608368,0.0289715262264703,-0.0121168387272084,0,0,0.0243148154338602,0,0,0,0.27671628963389,0,0,0,0,0,0.00701534182396839,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823050363546918,0.018002055761222,0,0.091720736312364,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0141506053424096,0,0,0,0,0,0,0.316726120891848,0,0,0.0133012966581911,0,0.0334533623950181,0.0162414445368641,0.066030380554503,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0699453500309153,0,0,0,0,0,0,0,0,0.0277250148916942,0,0,0,0,0.220999707051133,0.0554095929380179,0.0701969027928457,0,0.0700707424331571,0,0,0,0,0,0,0.0771938115932349,0,0,0,0,0,0,0,0.0174021892421555,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.00912331309675666,0.0245978522426078,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0771256837899402,0,0,0,0,0.173249563348561,0,0,0,0,0,0.00911823971179151,0,0,0,0.0509960325542487,0,0.159180314273139,0,0,0,-0.0880366843897943,0,0,0,0,0.0190452332164888,0,0,0,0,0.0684568673870934,0,0.0754352677515446,0,0,0.12863312529098,0,0,0,0,0,0,0,0,-0.0748283883054782,-0.00465839995770922,0,0,0,0,0,0,0
X600011.SH,0,0,0.34938037959964,0,0,0,0,0,0,0,0,0,0,0.105005008607697,0,0,0,0,0,0,0,0,0,0,0,0,0.208672831203405,0,0,0,0.188740271350532,0,0.0419429949448591,0,0.00678818503625492,0,-0.131862740265323,0,-0.0173057229864053,0.0867633205576595,0,0,0,0,0,0.0230415987689918,0,0,0,0.072588951277934,0,0,0.0248820867348323,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558255429551195,0,0,0.0204510445652852,0,0.105327142439375,0.157298360739008,0.0410601023622752,0,0,0.216609312637704,0,0,0,0,0,0.11802528039186,0.147557371914678,0,0,0.0187137252602345,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0876703140358525,0,0.147148892380451,0,0,0,0,0,0,0,0.211951255175267,-0.127853693295799,0.0727001678120614,0,0,0,0,0.177801562996334,0,0,0,-0.120297062461948,0,0,0,0,0,0,0,0,-0.0463692882577742,0.00928096453950462,0.0242124527003676,0,0,0,0,0,0
X600801.SH,0,0,0,0,0.0380470629697211,0,0,0,0,0,0.0359695708183456,0,0,0,0,0,0,0,0,0,-0.0274859795091385,0,0,0,0,0,0,0,0,0.0952872530713911,0,0,0,0,0.0217334294291913,0.2876190353893,0,0,0.0462099318267772,0,0,0.0286481963498337,0,0,0,0,0,0,0,0,0,0.0142876197866826,0.0148303672561944,0,0,0,0,0,0
X600886.SH,0,0,0.0943961637764694,0,0.154005574125422,0,0,0,0,0.000756778397904581,0,0,0,0,0,0,0.0191903423668441,0,0,0,0,0,0,0,0,0,0.0950322892092889,0,0,0,0,0.0164440590298641,0,0,0,0,0.00174046416510709,0,-0.0249562025475874,0,0,0,0,0,0,0,0,0,-0.0882247332108844,0,0,0.00193618344414514,-0.0265812679152408,0,0,0,0,0,0
X600660.SH,0,0,0,0.027499366599608,0.15265606395144,0,0,0,0,0.159386177696709,0,0,0,0,0,0,0.0879082915077093,0,0.00503450838103547,0,0.0928745452246173,0,0.0934447237383284,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.0433337478922507,0.154202467433787,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.103520732516788,0.0149103517634277,0.0297711616791982,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787527804582304,0,0,0,0.00288849940420184,0,0,0,0.0537895081135602,0,0,0.106020427664728,0,0,0.00557605548429709,0,0.0160362743633411,0,0,0,0,0,0,0,0,0,0,0,0,0.117259272122185,0,0.00856343414423606,0,0.00136071065359421,-0.0228670368631855,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0159378619914812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0301671926518507,0.140975044257863,0,0,-0.00396942637339826,0,0,0,0,0.0365067076479119,-0.00955034514116826,0,0,0,0,0,0,0,0,0,0.068520071695529,0,0,0,-0.00674618029220832,-0.00358263461278078,0,0,0,0,0,0
X000792.SZ,0,0,0,0.26486736996058,0,0,0,0,0,-0.0162849816981914,0,0,0,0,0,0,0,0,0,0,0,0,0.00647850124942632,0,0,0,0,0,0,0,0,0.0789709863546696,0,0.0128883902437901,0,-0.0901252733733452,0.186557604993346,0.0484431504825627,0,-0.138656546339864,0,0.138733129991596,0,0,0,0,0,0,3.46944695195361e-18,0.0545879530041645,0,0,0.0229389934563711,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290081634633268,0,0,0,0,0,0,0.100502595085378,0,0,0,0.147073799851785,0.0577161414020006,0.0465761506474948,0.0621719944679168,0,0,0,0,0,0,0.0546837062725959,0,-0.0490808546236106,0,0,0.00308291147163514,0,0,0,-0.00421630887810509,0,0.07216445073986,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0.109878337760524,0,0.0960305661641152,0.148068098903112,0,0,0,0,0,0,0,0,0,0,0.0113515010344989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127217592878446,-0.0431031887215262,0,0,0,0,0.072082382025245,0,0,0,0,0.0242630030547058,0,0,0,0,0,0,0,0,0,0.0185959351560206,0.03504580544041,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.631705273501296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010467163988337,0,0,0,0.0364384782539798,0,0.061637340099879,0,0,0,0,0,0.0414222962470858,0,0.0396761718458117,0,0.00469909360207519,0,0.0102557929122496,0.0614948401686973,0,0,0,0,0,0,0,0,-0.00381426589923489,0,0,-0.0101550531279927,0.016138140266572,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.140786613128693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660697376978731,0,0,0.112080532999368,0,0,0,0,0.171163468156507,0,0,0,0,0,0,-0.123406767228805,0.223320015423078,0,0.0244821282406329,0.0931830349067623,0,0,0,0,0,0
X600188.SH,0,0,0.106891782214266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952655049266131,0,-0.0379070240496023,0,0,0.17740624008319,0,0,0,0,0,0,0.095100434359071,0,0.158990721264853,0,0,0,0,0,0,0,0,0.0104140634420764,0,0,0,0,0,0,0,0,0,0.0067882483983479,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0.0756308665771006,0,0,0,0,0,0,0.221572659057934,0,0,0,0,0,0.12463282937538,0,0,0,0,0,0,0,0,0,0,0,0,0.260003541136468,0,0,0,0,0,0,0.0579714787061986,0,0.133716604009059,0,0,0,0,0,0,0,0,0.069675890341271,0.0126923985533889,0,0,0,0.0199439175154327,0,0,0,0,0,0
X600352.SH,0,0,0,0,0.0515733779442781,0,0,0,0,0.0824908457256657,0.0709791707296263,0,0,0,0,0,0,0,0,0,-0.00340396210787824,0,0,0,0,0,0,0,-6.7762635780344e-21,0,0,0,0.0742002648817722,0,0.0128758977592614,0,0.0119202214463279,0,0,0.0186826395373024,0,0,0,0,0,0,0,0.133402193501603,0.0509567910420941,0,0,0.0211477958884693,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,-0.0972138900508536,0,0,3.46944695195361e-18,0,-0.0499569677121939,0,0,0,0,0,0,0,0,0,0.239875390964595,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.055480724340006,0.326470045702671,0,0,0,0,0,0,0.0113900862224068,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.00539038211781781,0.0655617051027807,0,0,0,0,0,0
