,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600188.SH,X600019.SH,X600111.SH,X600011.SH,X002466.SZ,X000877.SZ,X600010.SH,X601600.SH,X002271.SZ,X000708.SZ,X601898.SH,X600660.SH,X600547.SH,X000301.SZ,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000408.SZ,X600219.SH,X600795.SH,X000807.SZ,X601991.SH,X601699.SH,X000786.SZ,X000983.SZ,X600803.SH,X002353.SZ,X002080.SZ,X600489.SH,X600096.SH,X000630.SZ,X000825.SZ,X600801.SH,X000932.SZ,X600688.SH,X600027.SH,X600141.SH,X000959.SZ,X000960.SZ,X600157.SH,X002497.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,-0.00493303675928579,0,0,0,0.016470411797483,-0.0679442038426735,0,0,0,0,0,0.147215881726015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263257025115472,0,0.0794776836938776,0,0,0,0.115394201924809,0,0,0,0,-0.0276568514888509,0,0,0,0.0143570876882764,0,0
X601088.SH,0,0,0,0,0,0,0,0.0627851501851494,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100334944362499,0,0,0,0,0,0,0,0,0,-0.0943450412374801,0,0,0.349858045469969,0,0,0,0,0,-0.0370709387420318,0,0,0,0,0,0,0,0.0544591981460434,0,-0.156905272824323,0,-0.0463580492751457,0.051151181682701,0,0,0,0,0,0
X600028.SH,0.166239765272174,0,0,0,0,0,-0.0108906551474098,0.0139252013219859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134802217335765,0,0,0,0,0,0,0,0,0,0.0406680088985421,0,0,0,0,0,0.0268700848309981,0,0.0765907034292572,0,0.103040539716648,0.0197987986133002,0,0,0,0,0,0,-0.00246895364617603,0.00107539691771833,0,0,0,0.0242937015468648,0,0
X600309.SH,0,0,0,0,0,0,0,0.00441958836946774,0,0.0334492630278216,0,0,0,0,0,0,0.113361699817133,0,0,0,0.211428403216348,0,0,0,0,0,0,0,0,-0.0242431241378977,0,0,0,0,0,0,0.0519028272485344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268918078267417,0,0,0,0.0392948958647169,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691442179438331,0,0,0,0,0,0,0,0,0,0.00114301606595978,0,0,0,0,0,0,0,-0.0179275443948789,0.0881116167079327,0,0,0,0,0,0,0,0,0.413507498960886,0,0,0,0,0,0,0,-0.00504011214366534,0,-0.00388123234028582,-0.00436112609332043,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.520192752055726,0,0,0,0.0554390366846229,0,0,0,0,0,0,0,0,0,-0.128213928122451,0,0,0,0,0,0,0,0,0,0,0.178290838550013,0,0.0287807611560811,0.120186800588432,0,0,0,0,0,0.0644970732077751,0,0,0,0.112421438261673,0.132320396010532,-0.0448513506125117,-0.0200942404969513,0,0,0,-0.070601484976804,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.389819494112782,0,0.160545708487173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289091183305326,0,0.034739943693683,0,0,0,0,0,0,0,0,0,0,0,0,-0.30563935353365,0,0,0,0,0.028770235304985,0,0,0,0.0614602461572511,0,0.0134638190805013,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0660726772844646,0,0,0,0,0.137214891819782,0,0,0,0,0,0.0276974262371584,0.112996053668536,0,0,0,0,0,0,0,0,0,0,0,0.00972252965034696,0,0.163413308253824,0,0.411313626248381,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0784812717580795,0.129303129835832,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0716960800542124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622543101955821,0,0,0.176365797686892,0.426241069671977,0,0.0356357253209128,0,0.0811919446361808,0,0,0,0,0,-0.00897676837554846,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0484554949034785,0.00321159107008804,0,0,0,0,0.0477204699780165,0,0.110754335676811,0.0334549797464107,0,0.0155845714893562,0,0,0,0.0726847409763072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363281072474658,0,0,0,0,0,0,0,0,0,0,0.238791055160317,0,0.00900542143015869,0,0,0,0,0,0,0
