,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X600188.SH,X002466.SZ,X000877.SZ,X002271.SZ,X600660.SH,X600011.SH,X600010.SH,X000708.SZ,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600426.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X000408.SZ,X600219.SH,X000786.SZ,X600803.SH,X000807.SZ,X601991.SH,X600795.SH,X002080.SZ,X000983.SZ,X600801.SH,X600688.SH,X601699.SH,X000825.SZ,X000960.SZ,X600489.SH,X002353.SZ,X600352.SH,X600096.SH,X000630.SZ,X300073.SZ,X000932.SZ,X600160.SH,X600157.SH,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.133674248000383,0,0,0,0,0,0.0757587528049662,-8.67361737988404e-19,0,0,0.124205250571241,0,0,0,0,0,0,0,-0.0307788915260957,0,0,0,0,0,0,0,0,0.175737199132301,0.022263481160821,0,0.0942684506840325,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244129354641191,0,0,0,0,0,0
X600028.SH,0.173714577790728,0,0,0,0,0,0,-0.0265147172084341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741340581253578,0.0566720528696057,0.0187912478787367,0.00996659622452402,0,0,0,0,0,0,0.0344395948100047,-0.0519758620831896,0,0,0,0,0,0,0,0,0,0,0.00908974448097513,0,0
X601088.SH,0.146571094527348,0,0,0,0,0,0,0.0216382305576282,0,0,0,0,0,0,0,0,0,-0.145195633904026,0,0,0,0,0,0,0,0.0817663286736329,0,0,0,0,0,-0.0234533170396453,0,0,0.302115556316092,0,0.129563552229555,0.101739912083466,0,0,0,0,0,0,-0.0517127500224185,0,0,0,0,0,0,0,0.00205412633790648,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0214036164526243,0,0,0,0.105171735379146,0,0,0,0,0.0400736761174281,0,0,0,0,0,0,0,0,0.0908364730999886,0,0,0.0711257043828328,0,0,0,0,0.0237649490622846,0,0,0,0,0,0,0,0,0,0.0434580062444138,0.0118393660929244,0,0,0,0,0,0,-0.00974492647951235,0,0,0,0,0,0
X600585.SH,0,0,-0.00584042027988082,0,0,0,0,0,0,0,0,0.0298430792105851,0,0,0,0.0307447955072243,0,0,0,0,0,0,0,0,0,0,-0.0115371173994148,0,0.100944149696657,0,0,0,0,0,0,0.438202595710108,0,-0.0346545675760529,0,0,0,0,0,0.0188888701897205,0,0,0,0,0,0,0,-0.00623447006694876,-8.67361737988404e-19,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.172612403064569,0,0,0.322398572950624,0,0,0.146866323898952,-0.0084230973105004,0,0,0,0,0,0,0,0,0,0,-0.23301075367784,0,0,0,0,0,0,0,0.266974939102095,0,0.047340007120441,0,0,0,0,0,0,0,0.00931529985797038,0,0.281601732235503,0,0,0,0.0592143063819727,0.0696309383698291,0,0,0,0,0,-0.00821448809693253,0,0
X000792.SZ,0,0,0,0,0,0,0,0.234221974127827,-0.0205716934657716,0,0.38776568585615,0,-0.0477196882460688,0,-0.0720598941791194,0,0,0.250734563378029,0,0,0,0,0,0,0,0.110480101578586,0,0,0,0,0,0,0,0,0,0,0,-0.0357672990573741,-0.38161919867001,-0.0565309547328982,0,0,0,0.0585297682071454,0,0,0,0,0,0,0,0.0139150388283962,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0911656659148261,0.0500188559539929,0,0,0,0.209755274899445,0,0,0,0,0.237985484344041,0.166923473060242,0.0387545447288569,0,0,0,0,0,0,0,0.0251006566460254,3.46944695195361e-18,0,0,0,0.0705836140690997,0,0,0,0.0793429276633829,0,0,0,0,-3.46944695195361e-18,0,0,0,6.93889390390723e-18,0,0,0,-3.46944695195361e-18,0,0.06860566803759,0,0.00258270760803513,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933611163571142,0,0.100479321219905,0,0,0,0,0,0,0,0,0,0,0,0.082713987488981,0,0,0,0,0,0,0.0115844656158598,0,0,0.0204091504532833,0.0694725197014332,0,0,0,0,0,0,0.539524613663455,0,0,0,0,-0.00350293324521624,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,-0.0319094223415513,0,0,0,0,0,0,0,0.125046541353819,-0.125668882690776,0,0,0,0.139870655573978,0,0,0,0.184192632663542,0,0,0,0,0,0.361284203466014,0.0086201080971091,0,0,0.0836968229873179,0.193231776575286,0,0,0.260656236503309,0,0,0,0,0,0.0813728059800821,0,0,0,0,0,0,0,0,0.0238409503935162,0,0,0,0,0,0
