,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600019.SH,X600111.SH,X601898.SH,X002271.SZ,X600011.SH,X000877.SZ,X600660.SH,X600010.SH,X000301.SZ,X000708.SZ,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600426.SH,X600362.SH,X600795.SH,X000983.SZ,X600096.SH,X000786.SZ,X000408.SZ,X000723.SZ,X600803.SH,X601991.SH,X601699.SH,X600486.SH,X600801.SH,X600219.SH,X600141.SH,X000807.SZ,X600295.SH,X002080.SZ,X000830.SZ,X000932.SZ,X600027.SH,X600985.SH,X300073.SZ,X601666.SH,X600157.SH,X600688.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.102835967804974,0,-0.0273252408184608,0,0,0,0,0,0,0.108974793704372,0,0,0,0,0,0.0782496070225892,0.0173147578219467,0,0,0,0,0,0.0852009657856474,0,0.0748250631391069,0,0.066100038190363,0,0.0316531106660246,0,0.0134661085479109,0.145281177133969,0,0,0,0,0,0,0,0,0.00730216463355862,-0.0622403055128981,0,0,0,0,0,0
X601088.SH,0.0390344710676882,0,0,0,0,0,0,0,0,0,0,0.205294780881367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469394378765002,0.323397910984108,-0.0467802632180084,0.0527425337900265,0,0,0,0,0.0416891687479581,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0415732256807143,0,-0.0624468415540175,0,0,0,0,0,0.0141934665614343,0,0,0,0.0428955256881046,0,0,0,0,0,0,0,0,0,0,0,0,0.0350634090610061,0,0.0571109349711987,0.0390920403992937,0,0,0,0,0,0,0,0,0.100570504251461,0,0,-0.00307566540035976,-0.00487334824026429,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346665851897202,0.0349069112533974,3.46944695195361e-18,0.0438630486576423,0.121072555781403,0,-0.023477750716697,0,0,0.0439245619192722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143608955815151,0,0,0,0,0,-0.0281279602716034,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0479868232577834,0,0,0,0,0,0,0,0,0,0.100264729172886,0,0,0,0,0,0,0,0,0,0,0,0,0.326852146160295,0,0,0,0,0,0,0,0.0317596881177516,0,0,0,0,0,0.0827166531228108,0,-0.00219022659802849,0,0,0,0,0,0,0
X600188.SH,0,0.450434317677589,0,0,0,0,0.0979731200305908,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182323789371339,0,0,0,0,0.0068399499660029,0,0,0,0,0,0,0,0,0,0,0,0.0775336820782933,0,0,0,0,0,0.339367772260586,0.0428849505451071,0.06304235975711,0,0,0,0.255293609020024,0.0716256400922447,-0.0232699475443613,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.522184525938342,0,0.224944846884599,0,0,0.0520954149227289,0,0,0,0,0,0.0428139808692894,0,0,0,0,0,0,0.0142346861539198,-0.0296846794049227,0,0,0,0,0,0.0843730570585909,-0.0197978123624551,0,0,0,0,0.0302224369553032,0,0,0,0,0,0,0,0,0,0,0,-0.0636388340781962,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.00436853373799152,0.218355400521823,0,0.26030950203273,0,0,0,0,-0.0748625167657293,0,0,0,0,0,0,0.115073366045521,0,0,0,0,0,-0.00455301994631929,0,0,-1.38777878078145e-17,0,0.0672427912527648,0,0,0,0,0,0.400292293736112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00495425347884363,0,0,0,0,0,0,0
X002466.SZ,-0.000905268029454746,-0.106813940270111,0,0,0,0,0.801256721414119,0,0,0,0,0,-0.0397112205128859,0,0,0,0,0,0,0,0,0,0,0,0,0.0566009158887479,0.145190116085724,0,0,0,0,0,0,0,0.0999452605540233,0,0,0,0,-0.00873584883392164,0,0,0,0,0,0,0,0,0,0,0,0,0.0391546525892819,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0833828154762236,0,0,0,-3.46944695195361e-18,0,0,0.345982450857422,0,0.0166696475070564,0,0.114525096118493,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
