,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600352.SH,X601600.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X000723.SZ,X600688.SH,X600188.SH,X600886.SH,X600362.SH,X600795.SH,X600516.SH,X601992.SH,X600027.SH,X600801.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X000990.SZ,X002460.SZ,X000709.SZ,X000786.SZ,X600299.SH,X600219.SH,X000629.SZ,X002271.SZ,X000553.SZ,X002110.SZ,X600808.SH,X000825.SZ,X600489.SH,X601158.SH,X600583.SH,X600985.SH,X600339.SH,X000630.SZ,X000883.SZ,X600157.SH,X600426.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0098614718724394,0.00387297125838226,0,0.0230717312392911,0,0,0,0,0,0,0,0,-0.0256712827028437,0,0,0,0.169969652779936,0,0.0366442391858091,0,0,0,0,0,0,0.0283859493722976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114450903593142,0,0,0,0,0,0,0,-0.00840075199656479,-0.00399345833760602,0,0,0,0,0,0
X600028.SH,0,0,0.131120996948905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891271246881452,0,0,0,0,0.0315030952089236,0,0,0,0,0.0271745279422655,0,0,0.0434676498154625,0,0,0,0.00973771853862028,0,0,0,0,0,0,0,0,0,0,0,0,0.0431710729089789,0.0645010881622707,0,0,-0.0258406702703077,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0765684883567591,0,0.151597981574744,-0.123057134784139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290978341659236,0,0,0,6.93889390390723e-18,0,0,0,0.00736238580691903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00678181784562229,0,0,0,0,-0.0102147216918082,0,0,0,-0.0987274421612087,0,0
X600585.SH,0,0,0,0,0,0.0858735696209079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482724972793877,0,0,0,0,-0.0104733353618575,0,0,0,0,0,0,0,0,0.0579245410481118,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145653505596793,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0872271243816148,0,0,0,0.0967049273528683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0926239354744115,0,0.0103741182087498,0,0.161175158798621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394056001447882,0,0.0943622173467492,0,-0.00344996364937009,0,0,0,0,0,0,0
X600309.SH,0,0,0,0.102881970747276,0,0,0,0,0,0,0,0,0,0,0.111268328871579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257223405158164,0,0,0.457870530591396,0,0,-0.00521132449654435,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820508297030942,0,0,0,0,0.43025355137955,-0.0609688718286371,0,0.471636420114889,0,0,0,0,0,0,-0.0303232695410923,0,0.046673509716408,0,0,0,0,0,0,0,-0.0184346319024417,0,0,0,0,0,0,0,0.00753221003218675,0,0,0,0.00192847961228503,0.0467267249601329,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0123576851092754,0,0,0,0,0,0,0,0.0162060340796132,0,0,0,0,0,0,0,0,0,0,0.302400410964409,-0.0272714197449686,0,0,0,0,0.256139876405278,0.048056096331066,0,0,0,0,0.0969085399035727,0,0,0,0,0,0,0,0.100697971560547,0,0.0472634909310184,0,0,-0.0344753590402722,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0.117559995849786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169401130337952,0.190336896782735,0.0294896920148958,0.176739846426598,0,0,0,0,-0.0485652332435789,0,0,0,0,0,-0.0233820473860232,0.091423613663312,0,0,0,0,0,0,0,0.157567395272616,0,0,0,0.030266547201018,0,0,0,0.0295895064329694,-0.041929241848467,0,0,0,-1.73472347597681e-18,0,0
X601600.SH,0,0,0,0,0,0,0,0.0576443960632076,0,0,0,0,0,0,0.00423228425032881,0,0,0,0.154316935605568,0,0,0,0,0,0,0.0429114761650517,0,0.0345635730042148,0,0.0583131671795725,0,0,0,0.347274080561264,0,0,0,0,0,0,0,0,0,0.0114706453524316,0.0322117026924366,0,0,0,0.173180226452074,0,0,-0.00731678868021413,-0.0161131892314212,0,0,0,0,0,0
