,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X600547.SH,X000708.SZ,X600660.SH,X002271.SZ,X600011.SH,X000786.SZ,X600362.SH,X601600.SH,X600886.SH,X600176.SH,X600426.SH,X601898.SH,X600010.SH,X600801.SH,X600188.SH,X600352.SH,X000301.SZ,X600489.SH,X600111.SH,X601991.SH,X600795.SH,X600688.SH,X600803.SH,X600299.SH,X600486.SH,X002075.SZ,X002466.SZ,X000932.SZ,X600027.SH,X600219.SH,X002353.SZ,X300037.SZ,X601992.SH,X002080.SZ,X601168.SH,X000723.SZ,X000630.SZ,X000898.SZ,X002409.SZ,X000807.SZ,X000883.SZ,X000878.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144665747494189,0.00165698004958656,0.00408694793816958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199192312996537,0,0,0.0285092102459716,0,0,0,0.023650340056986,0,0,0.0726937865935741,0,0,0.0447836984188317,0,0.0196994929129654,0,0,0,-0.0247842565641011,0,0,0,-0.00777760444424134,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.00591188615247515,0,0.0405720428094219,0,0,0,0,0,0,0,0,0,0.0285536596359627,0,0,0,0,0,0,0,0,0,0.0129102496933487,0.00894026719416719,0,0,0,0,0,0.0206418306184211,0.0139695121907423,0,0,0,0,0,0,0.0351475328621965,0,0,-0.0111741600977902,0,0,0,0,-0.0170752526556507,0,0
X601088.SH,0,0,0,0,0,0,0.055305746301981,0,0,0,0,0,0,0.0144648498727687,0,0,-0.00157675980471663,0.00159478875593858,0,0,0,0.307237909572721,0.0639975825562435,0.023715132547655,0,0,0.0528830883517889,0,0,0,-0.0489045569782204,0,-0.0143464223075144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00482865403218367,0,0
X600585.SH,0,0,0,0,0,0,0.122274073227557,0.0505161141501555,0,0,0,-0.0297932577405647,0,0,0,0,0,0.0623233112120484,0.0517046600749243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0326722311314403,0,0,0,0,0,0,0,0,-0.0133401781502306,0,0,0,0,0.015939257274644,0,0,0,0,0.00762882439464608,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.407694994220707,0,0,0,0,0,0,0,0,0.417018419684387,0,0,0,0,0,0,0.0238590446438236,0,0,0,0,-0.120091102913364,0,0,0.166404726781866,0.0402830012652761,0,0,0,0.197220108629568,0.14831092589131,0,0,0,0,0,0,0,0,0,0,0,0,0.0494019279710694,0,0,0,0,0.00129395681219096,0,0
X600019.SH,0,0,0,0,0,0,0.0179346145830004,0,0,0,0,0,0.0141569566448735,0.049107222505008,0.087814325009268,0,0,-0.00892307594161763,0,0,0,0,0,0,0,0.0114114520794321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162012543043215,0,0.00689230538746086,0,0,0,0,0.0775012158758693,0.0681412570328927,0.0239934076968395,0,0,0,0.0246594809440919,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.0130172332120724,0.136355290581451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.333840302675737,0,0,0,0.0828778251463373,0.272929699399541,0,0,0.167785266733003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0572176618715698,0,0
X600547.SH,0,0,0,0,0,0,0.0850253567210683,0,0,-0.00125034474124359,0.0708823915046607,0,0,0,0,0,0,0.0242132032576562,0,0,0,0,0,0,0.560920304685337,0.0740234051143624,0,0,0,0,0,0,-0.00173801574084879,0,0,0,0.128910393755648,0,0.0339889187256371,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120287133059213,8.67361737988404e-19,0,0,0,-0.00970136878182416,0,0
X000708.SZ,0,0,0,0,0.0402315033918823,0.208067605204922,0,0,0,0,0.0616053974225275,0.108220960340892,0,0,0,0,0,0,0,0,0,-0.204260238149849,0,0,-0.0232113689675744,0,0,0,0,0.0125024006738938,0,0,-0.0608480578974362,0.192690741328357,0,0,0,0,-0.0489818329844381,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00572362632139046,0,0,0,0.02692135445721,0,0
X600660.SH,0,0,0,0,0,-0.173110571772172,0.0083647051070475,0,0,0,-0.0619786712495379,0,0,0,0,0,0,0,0,0,0,0,0.0956651560965478,0,0,0,0,0,0,0.16263373240156,0,0,0,-0.0308926732633862,0,-0.0536898672982904,0,0.0337714869609871,0.25167695799855,0,0.024236367731391,0,0,0,0,0,0,0,0.00592642451878107,0,0,0,0.0464396361268116,0,0,0,0.0145603811331489,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.102824306881294,0,0,0,0.275313693560654,0.122492329119284,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.243746160433256,0,0,-0.137216510932663,0,-0.112794813635668,0,-0.0978690801558667,0.0200408822116793,0.205934312354211,0,0,0,0,0,0,0.0999025061885717,0,0,-0.0418173769587601,0,0,0.0333720820354227,0.0682538001424742,0,0,0,0.0662437487211646,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.241972789761605,0,0,0,0,0,0,0,0,0.0207585297287852,0,0,0,0,0,0,0,0,0,0.664450025239438,0,0,0,0,0.0159613178270071,0.0071540043956138,0,0,0,0,0,0,0.179041363320659,0,0,0,-0.0344606904865295,0,0,0,0.00692940319530411,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0.0699794679344446,0.0275913104571218,0,0,0,0,0,0.0477266899333789,0.163186297148626,0,-0.317877471039115,0,0,0.0712927299909253,0,0,0,0,0,0,0.166413782777819,0,0,0,-0.0532478130535819,0.203177094556797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00941770681423804,0,0,0,0,0.0737484132296531,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.0240816079796601,0,0,0.00748890247332839,0,0,0,0,0.0351080667265831,0,0,0.141679946005163,-0.0243212619304984,0,0,0,0,0,0,0,0,0,0,0.0120969760723063,0,0,0,0.00752065560177443,0,0,0,0,0,0,0,0.123145410693133,0,0.478903442571688,0,0,0,-0.0478847277342856,0,0,0,-0.0301883056192417,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204929257413082,0.0824494286350412,0,0.269208158819775,0,0,0,0,0,0,0,0,0,0,0,0,0.00766632534888221,0,0,0,0,0,0.00285697247127867,0,0,0,0,0.0622659143237575,0,0,0.0484296245774233,0,0.145904996479654,0,0,-0.0178819272171496,0,0,0,0,-0.0299073310246595,0,0
X600886.SH,0,0,0,0,0,-0.0748477069279182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407506131306009,0,-3.46944695195361e-18,0,0.0521710348624245,0.370321929805465,0,0,0.0423902656190038,0,0,0,0,0,0,0,0,-0.0201666449967605,0,0,0,0,0,0,0,0,0,0,0,0,0.00200600320939125,-0.00109078648171228,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0.0294925180873262,-0.134021481512405,0,0,0.15441285123141,0,0,0,0,0.0632250639868095,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10026350935225,0,0,0,0,0.107515288890906,0,0.360853464026383,0,0,0,0,0,0.0261621453828266,0,0.306932388253383,0,0,0,0.0511206815348898,0,0,0,0.0108978219385679,0,0
X600426.SH,0,0,0,0,0.397243707688155,0,0,0,0,8.67361737988404e-19,0,0,0.122896339279815,0,0,0,0.021640259772586,0,0,-0.0131893228387516,0,0,0,-0.0292793118870954,0,0,0,0,0,-0.0545464090535449,-0.1567276553945,0,0,0,0,0,0,0,0,0,0.139934072748236,0,0,0,0,0,0,0,0.0710989737606516,0,0,-0.0161254872002855,0,0,0,0,0.0182351448822988,0,0
X601898.SH,0,0,0,0,0,0,0,0.0698134692237425,0,0,0,-4.33680868994202e-19,0,0,0,0.0612284306135118,0,0,0,0,0,0.281310198184976,0,0,0.0532313952160478,0,0,0,0,0,0,0,0,0.00427569686867589,0,0,0.0054563159432409,0,0,0,0,0,0,0,0,0,0.0189771644204144,0,0,0,0,0.0185259734396373,0,0,0,0,0.00558399305041765,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,-0.121332764832284,-0.00719560614717467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591037467954303,0,0,0.0647760217177059,0,0,0,0,0,0,0,0,0,0,0,0,0.226973729162133,0.0556568593132471,0.0840585885002587,0,0,0,0,0,0,0.0132900990181433,0,0,0,0,0.0121598958956417,0,0
X600801.SH,0,0,0,0,0,0,0.136435715020183,0,0.0364437228687247,0,0,0,0,0,0,0,0.0643118445141409,0.0151996255383885,0,-0.186855804766511,0,0.0646628065827565,0,-0.0540168779036841,0,0,0,0,0,0,0,0,-0.110000176773636,0.0426216160746073,0,0,0,0.0145283732369717,0,0,0.0296266352399001,0,0,0,0,0,0,0,0.0316172235120872,0,0,0.0253132013418725,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.00346788589880835,0,0,0,0,0,0,0,0,0,-0.0514321430764149,0,0.353056179227105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171111958304622,0.0861124639664016,0,0,0,0,0,0,0,0,0,0.0846423051557686,0,0,0,0.0371210895347486,0,0
