,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X002460.SZ,X600188.SH,X000792.SZ,X600111.SH,X600019.SH,X002466.SZ,X600011.SH,X000877.SZ,X601600.SH,X600010.SH,X601898.SH,X002271.SZ,X600547.SH,X000708.SZ,X600660.SH,X000301.SZ,X600886.SH,X600426.SH,X600362.SH,X600176.SH,X000723.SZ,X000983.SZ,X000408.SZ,X601699.SH,X000807.SZ,X600219.SH,X000786.SZ,X600803.SH,X600096.SH,X600795.SH,X002353.SZ,X601991.SH,X002080.SZ,X300073.SZ,X000630.SZ,X600688.SH,X600489.SH,X600378.SH,X600141.SH,X000825.SZ,X600157.SH,X000960.SZ,X600801.SH,X600160.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.17390379293999,0,0,0,0,0,0,0,0.0448198807241905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147439316044286,0,0,0,0,0,0,0,0,0,0,0.118769062130821,0.00480540617543051,0,0.0209378965973527,0,0,0.115192163099425,0.227853621143843,0,0,0,0,-0.0228421173692702,0.0757407252217612,0,0,0.0244170997781069,0,0
X601088.SH,0,0,0,0,0,0,0.0700568870523504,0,0,0,0,0,0,0,0,0.137512793643592,0,0,0,0,0,0,0,0,0,0,0,0,0.268068169136093,0,0,0,0,0,0,0,0,0,0,0,0,0.0565066578622264,0,0,0,0,0.0624744268566239,0,0,0,0,0,0.0355188359375805,0,0,0,0.0984578184473211,0,0
X600028.SH,0.12996207057479,0,0,0,0,0,0.0430041820737888,0,-0.0398832266344436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140696378965284,0,0,0,0,0,0,0,0,0,0,0,0,0.00994788604018831,0.264863354049825,0,0,0,0,0,0,1.73472347597681e-18,0.00849516520190565,0,0,-0.00745064193251127,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150370604012824,0,0.0872582999433916,0.0395083071626837,0.227864694959055,0,0,0,0,0,0,0,0,0,0,0,0.0298611260658474,0,0,0.145534185038028,0,0,0,0,0.0229527534852272,0,0.0369754240087695,0,0,0,0,0,0.0410227501635502,0,0,-0.00746040815531154,0.00534447826445196,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00449951962142791,0,0,0,0,0,0.0123411363116603,0,0,0,0,0,0,0,0,0.11810578586503,0,0,0,0,0,0,-0.00576215382542272,0,0,0,0,0,0.0303212342256943,0,0,0.477191363250719,0,0,0,0,-0.0035264072596687,0,0,0,0.014977509602025,0,0
X002460.SZ,0,0,0,0,0,0,0.111500767479434,0,0,0,0.460547453766581,-0.0237301125342702,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125012615887993,0,0.0285714138556569,0,0,0,0,0,0,0,0,0,0.166768020126976,0.167707639775425,0,0,0,0,0.19331262937461,0,0,0,0,0,0,0,0,-0.0573318566660682,0,0,0,-0.0194544909976855,0,0
X600188.SH,0,0.196628301809222,0,0,0,0.0851134430073926,0,0,0,0,0,0.0557108308563046,0,0,0,0,0.0143565768565023,0,0.0620704954365396,0,0.0257015975465128,0,6.93889390390723e-18,0,0,0,0.44994060646862,0,0,0.0276031711667337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0922458963345593,0.124766594661924,0,0,0,-0.0583743888162656,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.373045987905195,0,0.188722927224115,0,0,0,0,-0.0149397378016126,0,0,0,0,0,0,0,0,0,0.346157509722154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240971439101221,0.0790929070125846,-0.183378573641844,0,0,0,0.0509132663251777,0,0,0.0185087969196923,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.194084574929967,0.027112448614628,0,0,0,0.113631269494612,0,0,0,0.26743005223923,0,0,0,0,0,0.146810781929232,0,0,0,0,0.0577650020264649,0,0,0,0.127019656863244,0,0,0,0,0,0,0,0,0,0,0,0,0.0380501206188638,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0469652364041792,-0.0397538156692724,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.00711000691089076,0,0,0,0,0.158035577507201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0535389906085126,0,0.0144465149699439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151748809116402,0,0.371605887740111,0,-0.00624720424480051,0,0,0,0,-0.0329351536657951,0,0
X002466.SZ,-0.413899113376972,0,0,0,0,0.725759523836113,0,0.142957723599545,-0.0337004490890176,0,0,0,-0.011690745675429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070995486522141,0.0972765101226712,0,0,0,0,0,0,-0.0492415245333852,0,0,0,0,0,0,0,0,0,0,0.119917075311312,0,0,0,0,0.0465959645837125,-0.0552123677377269,0,0,0,0.0114851212315901,0,0
