,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600660.SH,X600111.SH,X600547.SH,X600010.SH,X000708.SZ,X002271.SZ,X000301.SZ,X600886.SH,X600795.SH,X000877.SZ,X601600.SH,X600426.SH,X600362.SH,X600027.SH,X600803.SH,X600176.SH,X601699.SH,X601991.SH,X000983.SZ,X000408.SZ,X000629.SZ,X600160.SH,X000786.SZ,X000723.SZ,X600219.SH,X600348.SH,X600489.SH,X002080.SZ,X600096.SH,X600995.SH,X600378.SH,X000933.SZ,X000807.SZ,X600157.SH,X600985.SH,X600688.SH,X600141.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.53557072505904,0,0,0,0,0,0,0.183434635407819,0.230718779422224,0,0,0,0,0,0,0,0,0,0,0,0.101656853182242,0,0,-0.0371366214070264,0,0,0,0.0105630523255416,0.0356269869472801,0,0.0313221147370488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347923670549536,0,0,-0.003754268396152,-0.00640940708814766,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.431079528955519,-0.0345681303092171,0,0,0,0,0,0.146394575910598,0,-0.013834990509014,0,0,0,-0.0100058968005474,-0.0217244000359411,0,-0.0430968957120161,0,0,0,0,-0.0657303878281332,0,0.12136948015532,0,0,0.185259030541756,0,0,0.0120899144410666,0,0,0,0,0,0,0,0,0.0970147463248307,0,0,0,0,0,-0.0519028932025684,0,0,0,-0.0253041759557468,0,0,0,0,0,0
X600028.SH,0.554944154001871,0,0,0,0,0,0,0,0.00983047831712398,0,0,0,0,0,0,0,0,0.00833826103923926,0,0,0,0,0,0,0,0,0.0922584683607822,0,-0.00962791567939415,0.0525482369911922,0.0104949668352875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.29016773520706e-06,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119687835048092,0,0,0,0,0.276097558885263,0,0.117456740795438,0.19449282373313,0,0,0,0,0,-0.0759483909128987,0,0.253369661292303,0,0,-0.159635859558874,0,0,0,0,0,0,0,0.051696924798853,0,0,0,0,0,0,-0.0578990730636657,0,0,0,0,0,0
X600188.SH,0,0.696484238368183,0,-0.0331494375582343,0,0,0,0,0,0.164134756779018,0,0,0,0,0,0,0,-0.0657677275566391,0.0335452331608886,0,0,0,0,0,0,0,0,0,0,0.0242728022212907,0,0,0,0,0,0,0,0.00107004254661289,0,0,0,0,0,0.239222950459393,0,0,0,0,0,0,0,0.003785668539567,0.0563677556804131,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.228763000651677,0,0,0,0,0,0.0267448402870527,0,0,0,0,0,0,0,0,0,0,0,0,-0.05481897035016,0,0,0,0,0,0.133329316435461,0,0,0.0385771906544174,0,0,0,0,0,0.0471656592852406,0.0682547601955213,0.104784756620874,0.172038682025614,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517459115534945,0,0,0,0,0.0820128880694897,0,0,0,0.0291471658659048,0,0,-0.13973514367909,0.0178665131629831,0,0.0336738337612437,0,0,0.372824976029339,0,0,0,0,0,0,0,0,0,0,0,0.119747629780766,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.400415960221317,0,0,0,0,0,0.087929524178124,0,0,0,-0.0901527635387826,0.0423619103318389,0.0780268394395359,0,0,0,0,0,0,0,0,0.0976520151399106,0,0.0129742828704735,0.0159389964675351,0,0.396518775049253,0,-0.0933742379220973,0,0,0,0,0,0,0,0,0,0,0,0,0.0219042712425773,-0.035935108791446,0.258699161183893,0,0,0.00359898529458834,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.248474560595346,0,0,0,0,0,0,0,0.234727389216463,0,0,0,0,0,0,0,0,0.0832004834929297,0,0,0,0,0,0,0,0,0.259766602266228,0.0015114218936571,0,0.0489434638390736,0,0,0,0,0,0,0,0,0.0166328556881391,0,0,0,0,0.0537000137036576,0,0.0972304368409438,-0.00399989644929515,0,0,0,0,0,0,0
X601898.SH,0,0,0.136835033928099,0,0.0789761796258808,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285055588093616,0,0,0,0,0,0,0,0,0.174805768146183,0,0.0189474911049736,0,0.417671195666469,0,0,0,0,0,0,0.00157009319553819,0,0,0,-0.00746602750823543,0,0.0764210566783042,0,0,0,0,0,0,0,-0.0307102651651507,0,0,0,0,0,0,0
X600019.SH,0.0919780033050247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271089769438425,0.101704755988495,0,0,0,0,0,0,0,0,0,0,0.0714472354850326,0,0,-0.0806210915254919,0,0,0,-0.0778369291152083,0,0,0,0,0.0445049393184441,0,0,0,0,-0.0175312334092547,0.0448938527736658,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0683061643141236,0,0,0,0,0,0,0,0,0,0,0,0,-0.0866782166107725,0,0,0,0,0,0,0,0.271760691463054,0.0830612596177004,0,0,0.31066681567782,0,0,0.0158259760216025,0.263361649774841,0,0,0,0,0,0.172668905927906,0,0,0,-0.307233759134549,0,0,0,0,0,0,0,-0.00816331762354488,0.019684142232791,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.118738704314148,0.0120001607461516,0,0,0,0,0,0,0.0729099794677326,0,0,0,0,0.00893705189842117,0,0,0,0,0.119080583980185,0,-0.0182186655725925,-0.00763452745487962,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.101445750111121,0,0,0.00442887873032134,0,0.0862692607149133,0,0,0.0793450406483305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.167699316020092,0,0.0129507213843781,0,0,0,0,0,0,0,-0.0525475818760782,0,0.112482309390215,0,0,0,0,0,0,0,0,0,0,-0.0130393523804787,0.0642337429066405,0,0.192993701025881,-0.0334571070886486,0,0,0,0,0,0,0,0,0,0,0,0.172571555134665,0,0,0,0,0,0,-0.0018393382184308,0.0734656452559198,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.0894730794817218,0,0,0,0,0,-0.0394105875364096,0,0,0,0,0,-0.0690707732733412,0.310400302283929,0,0,0,0,0,0,0,0,0,0,0,0,-0.00686123700706174,0.354051660183899,0,0.0214657609366487,0,0.110053936185365,0,0,0,0,0,0,0,0,-0.00208952196234585,-0.0445356418712063,0,0,0,0,0,0
