,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600010.SH,X600795.SH,X601600.SH,X600886.SH,X600188.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X601992.SH,X600688.SH,X600583.SH,X000792.SZ,X601158.SH,X000898.SZ,X600547.SH,X000709.SZ,X600352.SH,X600489.SH,X000831.SZ,X000883.SZ,X002353.SZ,X000539.SZ,X000027.SZ,X000825.SZ,X000629.SZ,X600008.SH,X600808.SH,X600549.SH,X600660.SH,X000630.SZ,X600315.SH,X002470.SZ,X600578.SH,X600021.SH,X000983.SZ,X601699.SH,X600307.SH,X600863.SH,X600098.SH,X000960.SZ,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.607828948267686,0,0,0,0,0,0,0,0,0,0.0435804708319912,0.121555349933791,0,0,0,0,0.101904868933755,0,0,0,0,0,0,0,0,0.00578307791577202,0.0396481018590313,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317039582954831,0,0.0859561896912286,0,0,0,0,0,0,0,0,-0.00239959729134603,0,0,0,0,0,0,0
X600028.SH,0.479352332731607,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0513477437238312,0,0,0,0,0,0,0,0.409807739466822,0,0,0,0,0,0.0256909337280969,-0.0078433751038372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03675826743822,0,0,0,0,-0.0447677872460399,-0.0110377593992949,0,0,0,0,0,0
X601088.SH,0,0.0658473584271451,0,0,0,0,0.117307068325169,0,0.00303108820809003,0,0,0.0722793190033549,0.133294716428165,0,0,0,0.0552503563375482,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0659176985110309,0,0,0,0,0,0,0,0.308971700185008,0.0572938725189715,0,0,0,0,0,0,-8.67361737988404e-19,-2.71050543121376e-20,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0553140574772635,0,0.148160700521834,0.0326913022006668,0,0,0.246575568142322,0.121940969901603,0,0,0.112487932827476,0,0,0,0,0,0,0,0,0.0824867795066124,0,0,0,0,0,0,0.0430418403272888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.071831027610676,0.0738404474362611,0,0,0,0,1.73472347597681e-18,0.044661490241516,0.00272279384632258,0,0,0,0,0,0,0,0,0,0.0196164115240335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705199293792982,0,0,0,0,0,0,0.217901756463874,0,0,0.188122065334412,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.200121391949152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392141683415252,0,0.154450861558459,0,0,0,0,0,0,0,0,0,-0.00697142331759221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851489127326948,0,-0.045853682208079,-0.0106479699363366,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.146410671880632,0,0,0.0718235735537122,0,0.0239488719587196,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.158416397018954,0,0,0,0,0,0,0,0.00342423683061727,0,0.335742014245844,0.163893160499119,0,0,0,0,0,0,0,-0.000732706088363477,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.333538900011078,0.0312227390313773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100814306550897,0,0,0,0,0,0,0,0,0,0.0983712276504683,0,0,0,0,0,0,0,0,0,0,-0.0380011333011043,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.105956834694324,0,0,0,0,0,0,0.0564362594858536,-8.67361737988404e-19,0.576855952569551,0,0,0,0,0,0,0,0,0,0.0382766516606507,0,0,-0.04418721163534,0.0123730429947005,0,0,0,0,0,0,0,0,0,0,0.0341441339520352,0,0,0,0,-0.0025086917712885,0,0,0,0,0,0
X600795.SH,0,0.0724048104761307,0,0.0630458779724441,0,0,0,0,0,0,0.103598459280351,0.386903616822155,0,0,0,0,0.0331337843734037,0,0,0,0,0,0,0,0.0965447340582117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019434692099056,0,0,0,0,0,0
