,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X600547.SH,X601898.SH,X000792.SZ,X601600.SH,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X002271.SZ,X000301.SZ,X000877.SZ,X600795.SH,X600027.SH,X600362.SH,X600426.SH,X601991.SH,X000983.SZ,X600803.SH,X600176.SH,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X000408.SZ,X600160.SH,X600219.SH,X000539.SZ,X600995.SH,X000932.SZ,X300037.SZ,X002409.SZ,X600688.SH,X600612.SH,X000629.SZ,X002080.SZ,X000933.SZ,X000027.SZ,X600096.SH,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.696533598587717,0,0,0.114247222444317,0,0,0,0,0,0,0,0,0,0,0,-0.0835900048696111,0,0,0,0,0,0,0.0438050942628239,0,0,0,0,0,0,0,0,0.0458059775800885,0,0,0,0,0,0,0,0.054999507586843,0,0,0.242760839453177,0,0,0.209974853331917,0,0,0,0,0,0,0.147918876190076,0,0,0,0,0
X600028.SH,0.704633064583397,0,0,0,-0.0845513199393466,0.00558352568452347,0,0,0,-0.0653275497765975,0.0881477489260629,0.0498070983951417,0,0,0,0,0,0,0,-0.0391572295906968,0,0,0,0,0,0,0.0560586832043802,0,0,0,0,0,0,-0.021231374937132,0,-0.0051561757551551,0,0,0,0,1.73472347597681e-18,0,0,-0.0151317110073826,0,0,0,0,0,0,0,0.0133791860005147,0,0,0,0,0,0,0
X601088.SH,0,0.244769811592058,0,0,-0.124298325930313,0,0,0,0,0,0,0.382528699634879,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.0404186141884776,0,0,0,0,0,0.055873450029022,0,0,0,0,0,0,0.155129204734451,0,0,0,0,0,0,0,0,0,0,0,0,0.260861583257466,0,0,0,0,-0.0317022336893586,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.196312078950902,0,0,0,0,0,0,0,0,0,0,0,0,0.00853115347499996,0,0,-0.0379698914150016,-8.67361737988404e-19,0,0,0.139408173817925,0,0,0,0.12094689418031,0,0,0.026767360642552,0,0,0.0248027040044458,0,0,-0.108274590797668,0,0,-0.00538816061076617,0,0,0,0.0236689814475019,0.0810650683074167,0,0,0,0,0,-0.0117844118671911,0,0,0,0,0,0
X600188.SH,0.100523539832401,0,0,0,0,0,0,0.0861181706152519,0,0,0,0.221265065232308,0,-1.73472347597681e-18,0,0,0,0,0.21729559844226,0,0,-0.074430720721575,0,0,0,0,0,0.0233657600135819,0,0,-0.111590396698189,0.252045010598116,0,0,0,0,0,-0.068332805019064,0,0,0.211322899088457,0,0,0,0,0,0.205276875856697,0,0,0.268082168543508,0,-0.111464265816179,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.263167090175174,0,0,0,-0.0399068922263403,0,0.0982129158226193,0,0,0,0.209798476271929,0,0,0,0,0,0,0,0.395611579459893,0.37827629428616,0,0,0.216397301063211,0,0,0,0.0931297887030923,0,0,0,0,0,0,-0.142356722145129,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0875186684302884,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.161181720062664,-0.0763963915704051,0,0,0.127392905168896,0,0,0,0,0,0,0,0,0,0,0,0.00264992429251116,0,0,0,-1.73472347597681e-18,0,0,0,0.0106571011598246,0,0,0,0,0,0.0932961565094259,0,-0.075408539351494,0,0.0406691813071327,0,0,0.0565378107765563,0,0,0,0.108545824332098,0,0.065345958458056,0,0,0,0,-0.07184964888323,0.012836018767799,0,0,0,0,0,0
X600019.SH,0,0.0668445242722571,0,0,0.128977351397334,0,0,0,0,-0.0772892979002277,0.110563173569055,0,0,0.078510652176413,0,0,0,0,0,0,0,0.0479525246106296,0,0,0.06891236124051,0.0456735469111222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494519880865025,0.119624832489657,-0.0771151779421714,0,0,0,0,0,0,0.0504134182335314,0.0402442865842436,0.0159529109089314,0,0,0,0,0,0
X002460.SZ,-0.0203403514406492,0,0,0,0,0,0,0,0,0.595988273168654,-0.111130984711828,0,0,0,0,0,0,0,0,0,0,0.163124388974309,0,0,0,0,0,0,0,0,-0.0218157308396577,0,0,0,0.128792094111112,0,0,0.0202884118104502,0,0,0,0,0,-0.00328592913133644,0,0,0,0,0,0,0.225417243665453,0.0450903633529723,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.21458297474775,0,0,-6.93889390390723e-18,0.131352312025211,0,0,0,0,0,0,0.0661619608361104,0.130489548230197,0,0,-0.132054240824691,0,0,0,0,0,0,0,0.277867306753121,0,0,0,0,0,0,0,0,0,0.00900968110152963,0,0,0.282093712186927,0.0318632350685984,0.133399804222501,0,0,0,0,0,0,0,0,0,0,0,0
