,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X300072.SZ,X600688.SH,X002460.SZ,X600795.SH,X600660.SH,X601992.SH,X600362.SH,X600188.SH,X601991.SH,X600547.SH,X600111.SH,X600886.SH,X000898.SZ,X600516.SH,X000709.SZ,X000792.SZ,X600157.SH,X600027.SH,X000786.SZ,X000408.SZ,X600176.SH,X000959.SZ,X600219.SH,X600339.SH,X600489.SH,X000723.SZ,X002271.SZ,X000553.SZ,X600352.SH,X601158.SH,X600808.SH,X000883.SZ,X000630.SZ,X000983.SZ,X600549.SH,X000807.SZ,X002092.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0449240351357146,0,-0.0577145985937017,0,0,0,0,0,-4.33680868994202e-19,0,0.0562098926466449,0,0,0,0,0,0.0243171567971646,0,0,0,0.00134683225192099,0,0,0,0,-0.0298834037356988,0,0,0,0,0,0,0.0328962935471047,0.0826525466717555,0.0136738702831054,0,-0.0296477002572964,0,0.0262044458716698,0,0,0,0,0,0,-0.0196401754963143,0.027440260157353,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0205174509769614,0,0,0,0,0,0,0,0,0.0430079327244864,0,0,0,0,0,0,0.0309342669098026,0.0490841609383704,0,0,-0.0798784693672857,0,0,0,0,0,0,0,0,0,-0.0775140403997552,0,0,0.0351571251283887,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,-0.00298815425811128,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0433077432995127,0,0,0,-0.0586192230300752,0,0,0,0,0,0,0.937959016413516,0,0,0,0,0,0,0.0342230603275483,0,0,1.73472347597681e-18,0,-0.0675467241672974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553891662242591,0,0,0.0902464670175249,0,0,0.0638514143650705,-0.0503699932891556,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0453263662666598,0,0.22149163463805,0,0.198769797997571,0,0,0,0,0,0,0,0,0,0,0,0.0492682858079685,0,0,0,0,0,0,-0.00500421353005636,0,0,0,0,0,0,0,0,0,0,0.350274439991027,0,0,0,0.0703012668694954,0,0,0,-0.0955811690940739,-0.0125903188689505,-0.0211655697019639,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0756035611317102,0,0,0,0,0,0,0,0,0.00386744366972269,0,0,0,0,0.0148027837684684,0,0,-0.101130011184291,0,-0.103539228175803,0,0,0.121607077021949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113386627177611,0,0,-0.0878137175160277,0.000755476537035869,0.00123898927094981,0,0,0,0,0,0
X601600.SH,0,0,0,0.298350031015792,0,0,0.387356899135864,0.0973623365167598,0,0,0.108023170627887,0,0,0,0,0,0,0,0.029122089437915,0,0,0,0,0,0,0,0,0,0,0,-0.0598841004089142,0,0,0,-0.016809990410255,0,0,0,0,0,0,0.0185063722379294,0,0,0,0,0.111121760332395,0,0,0,-0.00300956933350923,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0468881412768616,0,0,0,0,0,0,0,0,0,0,0,0.0698084368923126,0.094490291689578,0,0,0.0421443949833393,0,6.93889390390723e-18,0,0.119767098252726,0,0,0,0,0,0,0,0,0,0,0,0,0.0518728347475659,0,0,0.109466773384233,0,0,0.106415841448376,0.144013699459885,0,0.0789479385380585,0,0,0,0.00661930382468175,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.468396036387057,0,0,0,-0.011118608330967,0,0,0,0,0.320862063538929,6.93889390390723e-18,0,0,0,0,0,0,0,0.101479624249952,-2.77555756156289e-17,0,0,0,-0.0252028039679421,0,0.281535212755695,0,0,0,0,0,-0.196971772134392,0,0,0,0,0,0,0,0,-0.187872403677158,0.162879089446526,0,0,0,0.0713813894794682,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797384222089339,0.0724138130226286,0,-0.0116006074966234,0,0,-0.0004082843380916,0,0,0,0,0.0271721134813879,0.0139281458195801,0,0,-0.024680158102813,0,0.0343883468907748,0,0.0340243564062693,0.0517850276194344,0.134963889334385,0,0,0,0,0,0,0,0,0.0238211536386244,0,-0.0282272856446141,0.0304770359628713,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0545589703665734,0,0,0,0,0,0,0,0,0,0,0.0523647469385784,0.312827402462161,0,0,0,0,0.176867729133969,-0.00551335181769526,0,0.0225284869030188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895034699354519,0,0.057339295826578,0,0,0,0,0,0.00777145505185368,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560767041133148,-0.0308172364240962,0,0,0,0,0,0,0,0,0.0138186897064542,0.0278518386878084,0,0,0,0,0.0490413923129959,0.0788201725597778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986819089084336,-0.0110422371539565,-0.0243487146888244,0,0,-0.00884458948121823,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0.078960131918221,0,0,0,0,0,0,0,0,0,0.0569816740919758,0,0.0450690998849164,0,0,0,0,0,0,0,0,0,-0.11596135186459,-0.0809674161691004,0,0,-0.0101387506867759,-0.0442944078876747,-0.0346577189030384,0,0,-0.20031235742304,0,0,0,0,0,0,0,0,0,0,0,-0.0464576714271149,0,0,0.00878854790424509,0,0.0301196012224108,-0.0794861920638856,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.104265094675541,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122665700864679,-0.0824797244108297,0.0250932665291257,0,0,-0.0755217429012007,-0.172697277642898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994001259546498,0,0.312986289538885,0,-0.0382542773018441,-0.0146114940730675,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.577110373957181,0.143920726087297,0,0,0,0,0,0,0,0,-0.0428452016929306,0.00538975378140637,0,0,0,0,0.0849012749205299,0,0,0,0.0876098962944949,0,0,0,0,-0.0024557738557876,0,0,0,0.400097773614065,0,0,0,0,0,0.150047895180103,-0.0626776453887965,-0.0929763313612641,0,-0.446411654453904,8.67361737988404e-19,-0.00359197511667464,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0455956274443917,0,0,0,0,0,-0.0767009303010343,0,0,0,0,0,0,-0.317134217011077,0,0,0,0,0,0.0388495300772212,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.11736522557157,0,0,0,0,0.151122276736731,0,0,0,0,0.113920612006049,0,0,0,-0.0131139813999247,-0.0350601032188713,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.13476683832927,0,0.0348477277574407,0,0,0,0.081891073491894,0,0,0,0,0,-0.0719619638327946,0,0,0,0,0,0,0.0110518231447287,0,0,0,0,0.0753197002334775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146859622442513,0,0,0,-0.0962676157644953,0.0845579503074248,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0.0637047362394993,0,0,0,0,0,-0.0629898160708295,0,0,0,0,0,0,0,0,0,0,0.0762689206554685,0,-0.000569858682237841,0,0,0.0090513813296776,0,0.00675147402991168,0,0,0.0356940285855762,0.327429364272531,0,0,0.330952635510814,0,0,0,0,0,0,0,-0.0272924631751154,0,0,-0.13901234150347,0,-0.0447500918596518,0,0,0,0,0,0
