,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X600188.SH,X002466.SZ,X600011.SH,X000877.SZ,X600010.SH,X002271.SZ,X600660.SH,X000708.SZ,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600426.SH,X600176.SH,X000723.SZ,X600219.SH,X000408.SZ,X601991.SH,X600803.SH,X000786.SZ,X600795.SH,X002080.SZ,X000807.SZ,X600096.SH,X600141.SH,X000983.SZ,X600688.SH,X601699.SH,X600801.SH,X300073.SZ,X000959.SZ,X000825.SZ,X600489.SH,X600027.SH,X000960.SZ,X601168.SH,X002353.SZ,X000630.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,-0.0182614959873894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680851444908257,0,0,0.0380179092278987,0,0,0.295570189374256,0,0,0.104030494981157,0,0,0,0,0,0,0,0,0,-0.00129288886283825,0,0,0,0.0466388066621757,0,0
X600028.SH,0.239154457286103,0,0,0,0,0,0,-0.0153977658720403,0,0.0203706932567819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00827684357639516,0,8.67361737988404e-19,0.0794713066718285,0,0,0.0442091580045417,0,0.0353865325112678,0,0,0,0,0,0,0.012835541254756,0,0,-0.00386946466275876,0,0,0,0,0.00779650869188499,0,0
X601088.SH,0.0232518832572498,0,0,0,0,0,0,0,0,0.13049740596561,0,0,0,0,0,0,0,-0.287211778913263,0,0,0,0,0,0,0,0,0,0,-0.0753679404830242,0,0,0,-0.0504994848582978,0,0,0,0.2898515618621,0,0.0694637792645119,0,0,0,0,0,0,0.0643928312840628,0,0,-0.0333202923640404,0,0,-0.0473608780803235,0.0487884371124809,0,0,0,0.00534508638482428,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.0394359183016178,-1.35525271560688e-20,0,0,0.0644954745488147,0,0,0.0380893819150102,0,0,0,0,0,0,0,0.0108533775284173,0,0.0759032990761896,0,0.138617443988259,0,0.0160967989304804,0,0,0,0,0,0,0.0150428185769266,0,0,0,0,0,0,0,0.0807826726489184,0,0,0,0,0,-0.0117095857155676,0,0,0,-0.00869381749418083,0,0
X600585.SH,0,0,-0.00153735143583502,0,0,0,0,0,0,0,0,0,0,0.0423985906947092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826084503578009,0,0,0,-2.16840434497101e-19,0,-0.0139132260829017,0,-0.0148016232637363,0.432415156268875,0,0,0,0,0,0,0,0,0,0,0,-0.00769234478302872,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.097555747317836,0,0,0.360587373767655,0,0,0,0,0.0108602902512234,0,0,0,0,0,0,0,0,0,-0.231893603190172,0,0,0,0,0,0,0.143805460440354,0,-1.38777878078145e-17,0.0449102423530487,0,0,0,0,0.282195144999476,0,0,0,0,0,0.11591393143764,0,0,0,0.0873685691805548,0,-0.00272609918848958,0,0,0,-0.00504035687911291,0,0
X000792.SZ,0,0,0,0,0,0,0,0.381469258285762,0,-0.0721530623022879,0.237427296804319,0,0,0,-0.019640704405204,0,0,0,0,0,0,0,0,0,0,0.136092468799466,0,0,0,0,0,0,0,0,0.201810280101762,0,0,0,0,0,0,0,-0.43900013641139,0,0,0,0,0,0,0,0,0.0143692750289571,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0388484967434612,0,0,0,0.137483258799713,0,0,0.157951692522441,0,0,0.160200230321746,0.00774482257588347,0,0,0,0,0,0,0,0,0,0.0296477013859836,0,0,0,0,0,0.0605654837717353,-6.93889390390723e-18,0.20095273268823,0.0840427217703676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154161038093675,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098171536778604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.214670665198958,0,0.168379822576518,0.215879623601066,0,0.0841912454253784,0,0.0467200026202812,0,0,0.0180078852119016,0,-0.00121311805068476,0,0,0,0,0,0,0
X600188.SH,0,0,0.271477353123157,0,0,0,0,0,0,0,0,0.111615265112625,0,-0.158274421466895,0,0,0,0,0.0410563691728483,0.244055956713303,0,0,0,0,0,0,0,0,0,0.114771466292288,0,0,0,0,0,0,0.0571162730197895,0,0.211246312023196,0,0,0,0,0,-3.46944695195361e-18,-0.0808008945597291,0.257473717179257,0,0,0,0,0,0.0353162670349888,0,0,0,-0.025355062311761,0,0
