,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600309.SH,X601898.SH,X600010.SH,X601991.SH,X600547.SH,X600688.SH,X601600.SH,X600660.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X601992.SH,X600111.SH,X600516.SH,X600299.SH,X000709.SZ,X600176.SH,X600808.SH,X002466.SZ,X000629.SZ,X002460.SZ,X600489.SH,X600352.SH,X000825.SZ,X002110.SZ,X600801.SH,X300072.SZ,X600339.SH,X601158.SH,X600219.SH,X600583.SH,X000553.SZ,X601699.SH,X000883.SZ,X000932.SZ,X000786.SZ,X000959.SZ,X000408.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.147405596886822,0,0,0,0,0,0.146888397888502,0.0583187920064647,0,0.0503167568086161,0.0364217791618415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0770474841020494,-0.0414460052015999,0.0149849472286258,0,0,0,0,-0.0125675641377977,0.217631547438952,0,0,0.00603696997655898,0,0,0,0,0,0,0,0.340449452536757,0,0.0075592757704774,0.0373972481792754,0,0,0,0,0,0
X600028.SH,0.105878519393762,0,0,0.189727117267066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233890403989139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356365815243304,0,0,0,0.183412387873379,0,0,0,0.176687787387941,0,0,0,-0.0157365655324904,-0.0138179241564967,0.00505012370994583,0,0,0,0,0,0
X601088.SH,0.219196580219497,0,0,0,0.0514394706930405,0,0,0.132143747947066,0,0,0,0,0,0,0.0987222158547377,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00886491834599e-05,0,0,0,0,0,0.0110015102017033,0,0.0140092482569402,0,0,0,0,0.212733242786602,0,0.0453071419344481,0,0,0.00504820924896367,8.67361737988404e-19,0,0,0.0127422985547549,0,0,0,0,0,0
X600019.SH,0,0.117348578906731,0,0,0.0297752137380413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605181293359613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438900650004405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0039160183395516,-2.16840434497101e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.00715450737792225,0.0535842867012537,0,0,0,0,0,0,0,0,0,0,0,0.186871698494822,0,0,0,0,0,0,0,0.00984292554465824,0,0.0612950901194054,0,0,0,0,0,0.50675988865381,0,0.0554111159492447,0,0,0.146376708469901,0,0,0,0,0.0124803983817064,0,0,0,0,0.0173603571420988,0.00354289494040385,0,0,0,-0.0279722263545208,0,0
X600011.SH,0,0,0,0,0.131289893591824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771598028047787,0,0,0,0,0,0,0,0,0,0.0469353041138022,-0.086971763305692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00264090392358848,0.0341626008163227,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169874548729429,0,0,0,0,0,-0.456867546067398,0,-0.386015847651041,0,0.100366911794574,0,0,0,0,0,0,0,-0.00647677626877837,0,0,0.0139669371921949,0.291890748697239,0,0,0,-0.188192001849919,0.0524721763217146,0,0,0,0,0,-0.39243208633195,0
X601898.SH,0.0151975510307879,0,0.272146579664679,0,-0.0632777222507938,0,0,0,0,0.174443160905026,0.0412093437151608,0,0.116125365218986,0,0.226514246199953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270244543357648,0,0.068082522022381,0,0,0,0,0.168977761855945,0,0.00212562362883946,-0.0309793584608428,0,0,0,0,0,0
X600010.SH,0.0270677287064823,0,0,0,0,0.0404525436249374,0.113299483767066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00310613993430196,0,0,0,0,0.097320376301196,0,0,0,0,0.00813589155413254,0,0,0,0,0,0,0,0,0,0,0.278763157888044,0,0,0,0,0,0.00366429590719332,-0.0581416681375471,0,0,0,0,0,0
X601991.SH,0,0.029371248108547,0.0013263120884779,0,0,0,0,0.169023894360575,0,0,0,0,0,0.0263714238594143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331418317286297,0,0,0,0,0,0.0576136303132347,0,0,-3.46944695195361e-18,0,0,0,0.0535892835927489,0,0,0,0,0,0,0,0,-0.0218847779812418,-0.0106574566235799,0,0,0,0,0,0
