,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X600011.SH,X002460.SZ,X600660.SH,X600886.SH,X600801.SH,X601600.SH,X600010.SH,X601898.SH,X600362.SH,X000786.SZ,X600489.SH,X600352.SH,X600111.SH,X601991.SH,X600176.SH,X600188.SH,X600426.SH,X600795.SH,X600299.SH,X002466.SZ,X600688.SH,X600027.SH,X601992.SH,X002080.SZ,X600529.SH,X002353.SZ,X002409.SZ,X600612.SH,X600486.SH,X600219.SH,X600315.SH,X000301.SZ,X600516.SH,X000932.SZ,X000027.SZ,X000723.SZ,X002075.SZ,X600126.SH,X000898.SZ,X601158.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153885567525987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.00427953628919804,0.126301387819512,0,0,0,0,0,0,0,0,0,0.0455716111893159,0,0.0182528443383356,0,0,0,0,0,-0.00390385865632512,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0240120717512629,0,0,0,0,0.0121618066782684,0.0447143966266052,0,0,0,0,0,0,0.0539105413832789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1353369206337,0,0,0,0,0,0,0.0638363880090934,0,0,0,0,0,0.00546713043951132,0,0,-0.00965502291405592,-0.00472881083469423,0.0032820790782739,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624376349931745,0,0,0,0.073974381058888,0,0,0,0,0,0.21012763994577,0,0,0,0,0,0,0,0.0989311093147333,-0.010280400672097,0.000344009915608842,0,0,0,0,0,0,0.0261413927113669,0,0,0,0.0121263760926507,0,0,0,0,0,0.00625932271687431,0.00139389884931369,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0911943627496259,0,0,0,0,0,0.0967129135255658,0,0,0.00519956629522058,0,0,0,0,0,0,0,0,0.0801134434053394,0.124925529271487,0,0,0,-0.0148333747322238,0,0,0,0,-0.0141750058936491,0.00841241689842295,0,0,0,0,0,0,0,0,0,0,0,0,0.0341391599480163,0,0,0,0.00932969952244169,0.0107153274318978,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0059597825570516,0,0,0.088618259067532,0,0.0240163180847011,0.0475109550039709,0,0,0,0,0,0,0,0.113955785025032,0,0,0,0.00378416255998025,0,0.216295502297916,0,0,0,0,0,0,0,0,0,0.0579742183914615,0,0,0,0,0,0,0,0,0,0,0,0.110986135814945,0,0,0,-0.0033976298043587,-0.0243389593360535,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618897041982674,0.088421831837091,0,0,0,0,0,0,0.0750056432687588,0,0,0,0,0,0.0356832200095207,-0.0620212643918178,0,0.0203377633473038,0,0,0,0,-0.00904941455773991,0,0,0,0,0,0,0,0,-0.104880811698495,-0.0145408572061628,-0.0183800680473258,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022049772063391,0.0898530396427979,0,0,0,0,0,0,0,0,0.0429315067618008,0.0716191593575878,0,0,0,-0.0457093180253085,0,0,0,0,0,0.10058980200097,0.0648390828221857,0,0,0,0,0.0118279763888766,0,0.0612703460101491,0,0.101802984681546,0,-0.0378290029798908,0,0,0,0,-0.00225771731994895,-0.00441554842385287,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0026114609909206,0,0,0,0,0,0,0,0,0,0.508690410051854,0,0,0,0,0,0,0,0,0,0.050123319826311,-0.15309303270622,0,0,-0.0167718252358545,0,0,0,0,0,0,0,0,0,0,0,0,0.0493011916392729,0,0,0.0641130301002685,0,0.0536152199860172,0,0,0,0,-0.000670444569496187,-0.0197770178976213,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.125209055764408,0,0,0,0,0,0.0697934085693564,0,0,0,0,0,0,0,0.118487720670425,0,0,0.230312525566865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263807845817926,0,0.0727352639511197,0,0.062353699121071,0,0,0,0.121758916946179,0.0591300913807703,0,0,0,0,0.00219457743953372,-0.0113011872542696,0,0,0,0,0,0
X600011.SH,0,0,0.186033246455417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593970796958803,0,0,0.0114598211143082,0,0,-4.33680868994202e-19,0,0,0,0.0475277070948856,0.0222156264175615,0.237139082308709,0,0.0967977739104347,0.0159950201232229,0,0.0464611919041262,0,0,0,0,0,0,0,0,0.0401879871590196,0,-0.0791788752356824,0,0,0,-0.0111930208798879,0.00835442066076219,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.167634425527125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190340607610602,0,0,0.328267652002565,0,0,0,0.0137592987014357,0.211280657536894,0,0.0836687352952371,0,0,0,0.072526411506977,0,0,0,0,0,0,0,0,0,0,0,0.00975208622153597,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.240590430171309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0343918142913523,0,0,0,0,0,0,0,0,0,0,0.0354214154849365,0,0,0,0,0,0.189160514988613,-0.0215294988765894,0,0,0,0,0.0314403671497668,0.0094667340073328,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,-0.0118221253206727,0.119835342390026,0,0,0,0,0.0626693103500404,0,0,0,0,0,0,0,0,0,-0.0273204759687613,0,0.0741425298009952,0.105463730011821,0,0,0,0,0,0.111253360794741,0,0,0.00728449726525199,0.0126495382794717,0.0138002523483094,0,0,0,0,0,0,0.0515383671428684,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.00205835259283344,0,0,0,0,0,0,0
X600801.SH,0,0,0.373012009326692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417307522615291,0,0,0.253108267564837,0,0,0,0,0,0,0,0,0,0.0535012141031578,0,0,0,0,0,0,0,0.0721404096990155,0,0,0.102070435550868,0.0719270650678713,0,0,0,0,0,-0.0227982687107749,0.0162171839176242,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0902088175608809,0,0,0,0,0,0,0,0,0,0.259022124418341,0,0,0.0403299393409133,0,0,0,0.265886045629443,0.0181507502440823,0,0.00133024547519493,0,0,0,0,0,0,0.0885623996928671,0,0,0,0.0632201085977906,0,0,0.0677620072433927,0,0,0,0,0.0162406869555029,0,0,0,0,0.0143034464118664,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0736745271427796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295774869351352,0,0,0,0,-0.0171789373848426,0,-0.0202268429477442,0,0,0.0914913773296765,0,0,0.0351106853904307,0,0,0,0,0,0.515206404614643,0,0,0,-0.0116064956760505,-0.00332905480093814,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0314884472677136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486175200446843,0.0989278901123477,0,0,0,0,0,0,0,-0.00792605974496866,0.0292654424219791,0,0,0,0,0,0,0,0.0135177316973711,0,0,0,0,0.0344786838613533,0,0,0,-0.00312848563148047,-0.000379335836643005,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0324244030813093,0.107378302342131,0,0,0,0,0,0,0,0,0.110091709211248,0,0,0,0,0,0.199442685115826,0.0214079464957942,0,0,0.344983758434093,0,0,0,-0.0148757602283912,0,0,0,0,0.056176015263817,0,0.0103882040900433,0,0,0.00906303489395757,0,0,0,0,0,0,0,0,0,0,0,0,0.0147784885069422,-0.0129517612958327,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0.0516413610441679,0,0,0,0,0,0,0,0.0824857398130428,0,0,0,0,0,0,0,0,0,0.0233891304969334,0,0.0273393412551298,0,0,0,0,0,0,0.159980340126669,0,0,0,0,0,0,0,0,0,0,0,0,0.144489301605635,0,0,0,0,0,0.0203000456139354,-0.0018784535370441,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.899886372808715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0573206445885248,0,-0.126474249159899,0,0,0,0.0607416489690497,0,0.0313697022543541,0,0,0.00350634058042624,0,0.131867977342707,0,0,0,0,0,0,0,0,0,0,-0.0098406197073609,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0.0464256727196748,0,0,0.115943588548389,0,0,0,0.326587756536416,0,-0.15723054831418,0,0.123038015662639,0,0,0,-0.138831986189641,0,0,0,0,0,0,0,0,0,0.0207679614943706,0.246260680200323,0,0,0,0,0,0,0,0.0678642439116663,0,0,0,0,0,0,-0.00511214610638213,-0.0180107068862317,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109867992142929,0,0,0,0.314701866646351,0,0,0.377375149450478,0,0,0,0,-0.11512319605262,0,0,0,0,0,0,0,0,0,0.0382823969455137,0,0,0,0,0,0.281181609148564,0,0,0,0,0,0,0,0,0,0.0303398194845818,0.0143748295862665,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0313177241320742,0,0.00460125178356196,0,0,0,0.0631242287955631,0.0930624854156612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372101413339282,0,0,0,0,0,0.125830424215908,0,0,0.0637242416677229,0.0384522977849109,0.0228239166450361,0,0,0,0,-0.00445369990019725,-0.00890536170681558,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.200855763663821,0,0,0,0,0,0.0666871897481334,0,0,0.203400847502195,0.0648210854522748,0,0,0,0,0.0100564816672881,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043290207265401,0.102343440892155,0,0,0.101258828517448,0,0,0,0.0371687752273522,0,0,0,0,0,0.0343072559761127,0,0,0,-0.000157574988594623,-0.0282762641583235,0,0,0,0,0,0
