,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X000708.SZ,X600547.SH,X600660.SH,X002271.SZ,X600011.SH,X000786.SZ,X601600.SH,X600362.SH,X600886.SH,X601898.SH,X600426.SH,X600176.SH,X600010.SH,X600188.SH,X000301.SZ,X600801.SH,X600111.SH,X600352.SH,X600489.SH,X601991.SH,X600795.SH,X002466.SZ,X600688.SH,X600803.SH,X600299.SH,X600486.SH,X600027.SH,X002353.SZ,X600219.SH,X300037.SZ,X000932.SZ,X002075.SZ,X601992.SH,X002080.SZ,X000723.SZ,X601168.SH,X000898.SZ,X002409.SZ,X000630.SZ,X000807.SZ,X000027.SZ,X000878.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622967041066361,0,0,0,0,0.0166949736968738,0,0,0,0,0,0,0,0,0,0.00522870534300152,0,0,0,0,0,0,0,0,0,0,0,0.0281918650361603,0,0,0,0,0.0349057660907788,0.0203629844236084,0,0.0504379492913854,0,0,-0.00296233155881058,-0.0205145144012111,0,0,0,-0.00703915270371424,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0321513187134163,0,0,0.0140429927033502,0,0,0,0,0,0,0.0241149350684918,0,0,0,0,0,0,0,0,0,0,-0.0105765078289232,0,0,0,0,0,0,0,0.0405357603267086,0,0.00920988459366487,0,0,0,0.0156650943682999,0,0.0530141646725405,0,0,-0.0151197494696492,0,0,0,0,-0.0154668168984444,0,0
X601088.SH,0,0,0,0,0,0,0.00300490652288199,0,0,0,0,0,0,0,0.0114596942185076,0.028220920554149,0,0.00454374296836828,-0.00119117121978477,0,0.315452934141231,0.0365563445939551,0,0,0.0821536037359897,0,0.114990816389194,0,0,0,0,0,0,0,0,0,-0.00437133046991718,0,-0.0104730752055506,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133619896365484,0,0,0,-0.00254237103836626,0,0
X600585.SH,0,0,0,0,0.0511515964467081,0,0.127764370753514,0,0.0232767106299855,0,0,-0.0173745513472042,0,0,0,0,0,0.0311735235493474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534783767124119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197142830206772,0,0,0,0,0.00885805875093443,0,0
X600309.SH,0,0,0,0,0,0,0,0.271842949382087,0,0,0,0,0,0,0,0,0,0.140073734237883,0,0,0,0,0,0,0,0.211388929606091,0,0,0.0697727898112376,0,0,0,0,0,0.167327956412205,0,0.159142273327476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340464424459629,0.0380688622106375,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0122157604204905,0,0,-0.0222718338196105,0,0,0.00934395835987479,0.0249115458880739,0.0768320680449428,0,0,-0.0173690093665588,0,0,0,0,0,0.0684582680855988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0426034860231427,0,0,0,0.220799254452672,0,0,0,0,0,0.0486966925721913,0.0396446409965873,0,0,0,0.0135523820799796,0,0
X002460.SZ,0,0,0,0,0,0.439741925203456,0,0,0,0.113016609502051,0.166268185067012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248811863758314,0,0,0,-0.00427906386361822,0,0.122994109836075,0,0.325482627176558,0,-0.0497268459239876,0,0,0.025349684565717,0.0910598045290673,0,-0.103405993949734,0,-0.0950719901257272,0,0,0,0,-0.00664803868933994,-0.0576295755253247,0,0,0,-0.0391023168409699,0,0
X000708.SZ,0,0,0,0,0,0.116936820246556,0,0,0,0,0.030120852659541,0,0,0,0,0,0,0,0,0,-0.0123470826447686,0,0,0,0,0,0,0,0.0578956157954644,0,0.125968753047303,0,0,0,0,0.0372725621149059,0,0.058702567444941,0,0,0,0,0,0,0.00624883381438289,0,0,0,0,0,0,-0.0182564350951141,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0889301534420489,0,0.0945033656374067,0.0128246084943506,0,-0.026787320396184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569429780943061,0,0,0,0,0,0,0,0,0,0.0672306589612283,0.0519138996263386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00485451018747138,0,0,0,4.33680868994202e-19,0,0
X600660.SH,0,0,0,0,0,-0.0503378654550172,0,0,0,0,-0.0386582123646837,0,0,-0.159698394155066,0,0,0,0,0,-0.0196662971184647,0,0.0423782337093869,0.0876558229155046,0,0.0515226856097586,0,0,0,0,0,0.129666776470018,0,0,0,0,0,0.265354053867819,0,0,0,0.015283601823685,0,0,0,-0.0889460936504924,0,0,0,0.0573139549742848,0,0,0,0.0607684176019295,0,0,0,0.0221683408383176,0,0
