,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X600309.SH,X600688.SH,X600795.SH,X601992.SH,X300072.SZ,X601600.SH,X600660.SH,X600188.SH,X601991.SH,X600362.SH,X002466.SZ,X600886.SH,X600547.SH,X600027.SH,X000709.SZ,X600157.SH,X000898.SZ,X600111.SH,X000959.SZ,X600339.SH,X600489.SH,X601158.SH,X002460.SZ,X000723.SZ,X600299.SH,X002271.SZ,X000883.SZ,X600008.SH,X600219.SH,X600176.SH,X600352.SH,X000630.SZ,X600808.SH,X000792.SZ,X000786.SZ,X600578.SH,X000408.SZ,X000983.SZ,X600583.SH,X000539.SZ,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.00964605756457731,0,0,0.00985386030162965,0,0.255194206599356,0,-0.0266439228303127,0,0,0.00789454237053778,0,-0.0636950432165639,0,0,0,0,0,0,-0.0456189017170282,0,0,0,0,0,0,0,0.0168307313487051,0,0,0,0,0,0,-0.032422760437475,0,0,0,0,0,-0.030911647906358,0,-0.0184885038254643,0.024498378794482,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0428812968111257,-0.0156002818481284,0,0,0.03537752107517,0.105915997847517,0,0,0,0,0,0,-0.0449607436799816,0.0148006097342133,0,0,-0.137712112090252,0,0,0,0,0,0,-0.0350516470126505,-0.0793745418520141,0,0,-0.0483564840523041,0,0.0156297546157624,0,0.0179197562445941,0,0,0,0,0,0,-0.0176936012801286,0,0,0,0,0,0,0,-0.00902008936774926,0.030468205792627,-0.154572943043918,0,0,0,0,0
X601088.SH,0,0,0,0.0113294841530364,0,0,0,0,0,0,0,0,0,0.0409158027831539,0,0,0,0,0.000783523156295337,0,0.0221330881966776,0,-0.0353987020583575,0,0.0575513730002093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103104917777564,0,0,0,0,-0.0201126461551323,0,0,-0.0118925068328827,0.00242466809445844,-0.0176131473412792,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0935231599194059,0.0996805070973341,0,0.00575688558697234,0,0.100434970952407,0,0,0,0,-1.73472347597681e-18,0,0.387214242607996,0,-0.0653537983992474,0.024216489490752,0,0,0,0,0,0.06495089578311,0,0,0,0,0,0,0.193149889193042,0,0,0,0,0,0,0,0,0,-0.0117035250038251,0.0380993183449897,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257340368256033,-0.114652711403645,0,0,0,0.306788800603617,0,0,0,0,0,0,0.11796165563118,0.0791979872401973,0,0,0,0,0,0.21144476079829,0,0,0,0,0,0,0,0,-0.0775149755553015,0,0.0379789592122406,0.217890367035448,0,0,-0.042590713531808,0,4.33680868994202e-19,-0.025077585437701,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13383550683436,0,1.73472347597681e-18,0,0,0.350761966154664,0.0445861208738663,0,0,0,0,0.0919747098815564,0,0,0.0809189202841409,0,0,0,0,0.00970935031006133,0,0.00801728125508322,0,0,-0.139687987392644,0,0.0436327962491122,0.00838553400527859,-0.0216765500861504,-0.11801192041671,0,0,0,0,0.00508402821299809,0.0437174155678511,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0135007500383997,0.0521983204292733,-0.0862891730503098,0,0,0,-0.00513706506403174,0,0,0,0.0479797481770438,0,0.195994149885444,0,0,0,0,0,0,0,0,0,0,0.086095360475679,0,0,0,0.0533634854429741,0,0,0,-0.0685516710075337,0,0.0752829911009216,0.0049100908134386,0,0,0,-0.00217820770522609,-0.0363438683330727,0,0,0,-0.0451172844556463,0,0
X601898.SH,0,0,0,0.0677129810096054,0,0,0,0,0,0,0,0,0,0,0,0.0158044954166126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124355045841499,0,0,0,0,0,0.0180882856030576,0,0.047615207154427,0,0,0,0,0,0.0631677836272196,0,0.223981732965952,0.122246438206038,0.0478270750213694,0,0,0,0.00263886865233857,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.137068338794478,-0.0619010536288083,0.188169179919951,-0.165003942287518,0.140664359079042,0.335942143129754,0,0,0,0.0947916609181183,0,0,0.0230800240243093,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0351745409988035,0,0,0,0,0,0,0.0504959030372373,0,0,0,-0.0374954611199898,0.120512069954261,0,0,-0.0254098312992433,0,0,0,0,0,0,0
X600688.SH,0,0.24288760363159,0,0,0.116134109119502,0,0.0420366897584423,0,0.0353879170178121,0,0,0,-0.0350323005372149,0,0,-0.0610660044696782,-0.0185653575433211,0,0,0,-0.0275490279622698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00379365248294757,0,0,0,0,0,-0.0206990193764909,-0.0125994779755207,0,0,0,0,0,0,0,-0.00172634094716341,-0.0492727126745305,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0317142685484929,0,0,0,0,0,0,0,0,0.0617224001488059,0.0627453572987679,0.0801725256404221,0,0,0,0,-0.0229326511409552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100782249601338,-0.0554736068275832,0.00802950086049803,0,0.158749633734431,0,0,-0.0106135507095896,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0726316425660022,0,0,0,0,0,-0.178735114145679,0,0,0,0.585005371903893,0,0,0,0.224273638777285,0,0,0,0,0,0,0,0,0.334587301353394,0,0,0,0,0,0,0,0,0,0,0.25704290259858,0,0,0,-0.0391644752214564,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.341829095745629,-0.473789466433157,0,0,0.680667579114772,0,0,0,0,0,0.171445777051709,0,0,0,0,0,-0.221271810114268,0,0,0,0,0,-0.130777435641603,0,-0.522634056159238,0,-0.0317818057809896,0,0,0,0,0.17314595959462,0,0,0,0,0,0,-0.0393572508382393,0,-0.133623298095723,0,0,0,0,0,-0.0978918825972082,0.179956830380456,0,0,0,0,0,0
X601600.SH,0.205206955315029,0,0,0.0793013969665976,0,0,0.154294203806963,0,0,0,0,0.0270659329920271,-0.00815375694939023,0,0.00250852825444348,0,0,0.0613168926903459,0.028676846709762,0,0,0.219584521289339,0.020479213939349,0,0,0,0,0.156971926693861,0,0,0,0,0,0,0,0,0,0.00212111389073491,0,0,0,0,0,0,0,0.163441760959772,0.0237790895785058,0,0,0,-0.0194175311456011,-4.33680868994202e-19,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.122427019757857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0533771210607971,0,0,0,0,0,0,0,0,0,0,0.15221040842385,0,0,0,0.0401832365214675,0,0,-0.0237310177386932,0,0,0,0.283845204519972,0,0,0,0,0,0.0191968093878036,-0.014894901671066,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0176504153263219,0,0,0,0.0291439034503342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.246118559429501,0,0,-0.04811828205422,0,0,0,0,0.285878887468858,0,0.132301929714091,0,0,0,0,0,0,0,0.156743900748467,0,0,0,0,-0.0423018202175065,-0.0399657548053914,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507008265040357,0,0.0232870009224432,0.0435723743050816,0,0,0,0,-0.00651488158584693,0,0.00930013217512297,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.314167282747601,0,0.0156795134025091,0,0,-0.0100998959391498,-0.0510476239537658,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.089874898006003,0,0.011892032857268,0,0,0,0,0,0.112749383846578,0.0807796719683667,0.063685682711049,0,0,0,0,0,0,0,0,0.0191214349663729,0,0.00334761854191346,0,0,0,0,0.012975075740933,0,0,0.258142706968592,0,0,0,0,0,-0.0593912878712405,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00403925673707784,0,0,0,0,0,0.00859032608009623,0,0,0,0,0,0,0,0,-0.00950734226122741,-0.0787280486139524,0,0,0.47964336067049,0,0,-0.165792265089904,0,0,0,0,0,0,0,0,0.198277220041719,0,0,0.219742030879901,0,0,0,0,0,-0.014570601838623,-0.123187666765776,0,0,0,0,0
X600886.SH,0,0,0,0,0.213512730417033,0,0,0,-0.00473565215086863,0,0,-0.0861066356724453,0,0,0.0979632271460867,0,0.124214395828692,0,0,0,0,0.0197999079481646,0.0556999742160109,0,0,0,0,0,0,0,0,0,0,0,0,0.0550048379807958,0,-0.0435498446248002,0,0,0,0,-0.0855398597968686,0.0510086297086502,0.00829567424668227,0,0,0.0796154329259768,-0.0729160369383126,0,0.0033029836875833,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.354581542743943,0,0,0,0,0,-0.0626169303985734,0,0,-0.0962112953387736,0,0,0,0,0,0,0,-0.0263677679142695,0,0,0,0,0.0385356179866185,0,0,0.0134920730598784,0,0.397258051181232,0,0,0.148269769633305,0,0,0,0,0,0,0.142503278129972,0,0.203105543847574,0,-0.755929447959096,0,0.17977716353741,0,-0.0373275075676894,0.0234650581839954,0,0,0,0.291735709829973,0,0
X600027.SH,0,0,0,0,0,0.20294560280713,0,0,0,0,0,0.0246611462106387,0,0.460972345952853,0,0,0.0666092273769971,0,-0.0554563612015779,0,0,0,0,0,0,0,0,0,0,0,-0.12790348919728,0,0,-0.0148415307761826,0,0.0347034160988123,0,0,0,0,0,0,0,0,0,0,0.0686603695934243,0,0,0,-0.014066447649548,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165682501666044,0,0.134120837688223,1.38777878078145e-17,0,-0.0259404514200038,0.155459062417693,0,0,0,0,0,0,0.525489223180157,0,0,0,0,0,0,-0.0671478783890967,0,0.210584932494251,0,0,0,0,0,1.73472347597681e-18,0.283397829248999,0.212076054730845,0,0,0,0.354142304554159,0,0,-0.00676095946409871,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0.0340638852990952,-0.0164022608500703,0,0,0,0.0498407670422705,0,0,0,0,0,0.00398728720813974,0,0,0.0419972630335201,0,0,0.0977349328784534,0,0.0172697287470113,0,0,0,0,0,0,0,0,0,0,0,0.00660452492562252,0,0,0.0618794755417884,0.0500638468529254,0.0463466224143138,0,0,-0.0110825827304933,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0.552863524840267,0,0,0,0,-0.00859571703158027,0,0,0.0194201624993669,0,0,0,0,0,0.158513728656799,0,0,0,0,0,0,0,0,0.114434792268241,0.102989694054929,0,0,0.0327482349328446,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.11200264678435,0,0.0524336521892522,0.0393026432780458,0,0,0,0,-0.00932318123562284,0.00637089253579745,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0503622732904631,0.0649877469130817,0,0,0.0351674415181848,0,0,0,0,0,0.0593076009977488,0,0.00676654114202182,0,0,0,0.245726097526379,0,0.132706411256227,-0.0451133282125513,0,0,0,0,0,0.133480080900491,0,0,0.0685125492712915,0,0,0,0,0.152842366099132,0,0,0,0,-0.00292117378979208,-0.0261867588613366,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724033210143353,0,0,0,0,0,0,0.000281504301741733,0,0,0.318297583727973,0,0.47327881029946,0,0,0,0,0,0,0,0.0340228120993687,-0.270313893545898,0,0,0,0,0,0
X600339.SH,0,0,0,0,0,0,0,0,0.0595059505769891,0,0,0,0,0,0,0,0,0,0.103699984331094,0,0,0,0,0,0,0,-0.193112693980739,0,0,0,0,0,0,-0.0868860570937693,0,0.17741012705846,0,0,0,0,0.460763966302012,0,0,0,0.189498867919021,0.00680484270837495,0.349212841891782,0,0,0,-0.00525721202897443,0.0357272650586041,0,0,0,0.639581389799667,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00848578810902805,0,0,0,0.0628995596492491,0,0,0.136619674048947,0,0.0414844391728331,0,0,0.0446736362750119,0,0,0,0,0,0,0,0,0,0.163244502057237,0,0,0.0964964328212458,0,0.0516337122662914,0,0,0.0964890851435334,0,-0.0311346582019693,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677702867337916,0,0,0,0,0,0,0.0748940749134768,0,0,0,0.0760756784809736,0,0,0,0.0691529478022066,0,0,0,0,0,0.137220750448865,0,0,0,0.0230496567718744,-0.114025566585734,0,0,0,0,0,0.0419226159968589,0,0,-0.00690114667141006,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.0615273250791471,0,0,-0.0771129778510155,0,0,-0.253681693897607,0,0,0,0.752395928748501,0,0,0,0,0,0,0,-0.072982082593567,0.231717662600866,0,0,0,0,0,0,0,0.060365258090033,0,0,0,0,0,0,-0.0687591833756537,0.00448599993574677,0,0,-0.141050294406133,0,0,0,0,0.00290733515493933,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0.00112855992497523,0,0,0,0,0,0,0,0,0,0.00513339662245816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0045690995166267,0,0,0.0163001884160019,0,0,0,0,0,0,0,0,0,0,0.0299183137460173,0,0,0,0,0.135165185948718,0.0119418659663392,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,-0.0449774813551337,0,0,-0.055981770687951,0,0,0,0,0,0,0,0,0.0852598332610219,0,0,0,0,0,-0.0214621598065182,0.0697732519449383,0.202995970300172,0,-0.0261013122689485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894884748389948,0,0,0,0,0,-0.0289753935832187,0.0295277844825754,0.244900621109739,0,0,0,0,0
X002271.SZ,0,0,0,0,0.282060337549695,-0.150267574309242,0,0,0.0172339220524356,0,0,-0.0127062823043739,0,0,0.372726544021804,0,0,0,-0.0347580029216021,0,-0.00697050098950101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075170203485675,0,0,0.0833615635312519,0,0.178638616159652,0,0,-0.283348931581165,0,-0.136085320934458,0,0,0,-0.0302897693945915,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729712448038835,0,0.0498615272304569,0,0,0,0.0457840289505664,0,0,0,0,0.0417173439450027,0.0264095449032811,0,0.0368821590383371,0,0,0,0,0,0,0,0,0,0,0,0,0.0543779125944267,0,0.0222609619082975,0,0,0.0711150385336678,0,-0.0168047139041373,0,0,0,0,0,0,0
X600008.SH,0,0,0,0,0,0,0,0,0,0,0,0.664057291305358,0.125479280584643,-0.144060046672272,0,-0.343177110782962,0,0,0,0.515619347033377,0.0195001556364193,0,0.0251997496532251,0,0,0,0,0,0,0,0.14971525644423,0,0,0,0,0,0,0,0,0,0,0,0.329834430590701,0.239166776733552,0.398676318495035,0,0,0,-0.104779994180409,0,-0.046711760814753,0.0408250213200829,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.03427725066912,0.0907638377581573,0,0,-0.00732423407659267,0.0114967484351958,0.00417556092032912,0,0,0,-0.00837746534080397,0,0,0,0,-6.7762635780344e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.129414087162275,0,0,0,0,-0.0221960904404067,0.0279909366741772,0,0,0,0,0,0
