,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X000786.SZ,X601600.SH,X601898.SH,X600010.SH,X600362.SH,X600489.SH,X600176.SH,X601991.SH,X600352.SH,X600111.SH,X600188.SH,X600426.SH,X600795.SH,X600027.SH,X600299.SH,X600688.SH,X601992.SH,X002466.SZ,X002080.SZ,X002353.SZ,X600219.SH,X600529.SH,X600486.SH,X600612.SH,X000932.SZ,X000959.SZ,X000301.SZ,X000723.SZ,X600315.SH,X000027.SZ,X002075.SZ,X002409.SZ,X601158.SH,X000883.SZ,X600516.SH,X000898.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0290960738944512,1.73472347597681e-18,0,0,0.153010293225005,0,0,0,-1.0842021724855e-19,0,0.0289156519627418,0,-0.0245279285634526,0.0307654114300292,0,0,0,0,0,0,0,0,0.118428098649409,0,-0.0521076593683011,0,4.33680868994202e-19,0,0.0325093063931567,0,0.0218908930140623,0,0,0,0,0,0,0,0,0,-0.00207223242719491,-0.00430011501354235,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0452107368882326,0,0,0,0,0,0,0,0,0.0195762441974195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00850482065000506,0.134351655618547,0,-0.00137296063996354,0,0,0,0.0371318150757313,0,0,0,0,0,0,0,0,0,0.0759087051143745,-0.00839536661153061,0,0.00697490800947355,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675583841977978,0,0.00290756598890611,0,0,-1.73472347597681e-18,0,0.0682495680783617,0,0,0.0425720408525519,0.209778954272158,0,0,0,0,0,0,0.0164134185228613,0.0482407372421778,0,0.102458934686272,-0.000266228149927676,0,0.0221452999807688,0,0,0,0,0,0,0.0187307951371373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.026725543516194,0,0,0,0,0.121980537630449,0,0,0,0,0,0,0,0,0,0.0297330381476883,0,0.0955563022802182,0,0.127041976786506,0,0,0,0,0,0,-0.0325628976377197,0,0,0,-0.0167793054063132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713915440103424,0,0,0.0114710354348858,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0871704724151176,0.0760751065813947,0.115322730024759,0,0,0,0.0287130760574676,0,0,0,0.0396679218362334,0,0,0,0,0,0,0.0659671108357131,0,0,0,0,0,-0.0219242260436423,0,0.117570265894165,0.140893885765676,-0.0125985344673661,0.0758450785195798,0,0,0,0,-0.079450106247705,0,0,0,0.0315275827640965,0,0,0,0,0,0.0229314664180249,-0.0206766583611839,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193912083784797,0.650864432479561,0,0,0.0908955128802244,0,0,0,0,0,0.0435394912691699,0,0,-0.00169965257076688,0,0,0,0.0124745010308492,0,0,0,0.0582709516020777,0,0,0,0,0,0,0,0,0,0,-0.0483586330838663,0.0115153664770037,-0.0204523289931719,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0571013690442482,0,0,0,0,0,0.0670961249068235,0,0,0,0,0.0495911971047928,0,0,0,0.0669098461701838,0,0.0367957473590268,0,0,0,0,-0.0506060615498061,0,0.0721794212697084,0,-0.0102217697600143,0,0,0.101071171517944,0,0.000270563277325364,0.0928710126919577,0,0,0,0.0696844859057444,0,0,0,0,0,0,-0.00388296847638201,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.173699654338954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238266282744605,0,0,0.161237911625,0.0128170672206327,0.248392822185324,0,0,0,0,0,0,0,0,0.0415606577831374,0,0,0,0,0,0,0,0.164122405845114,0,0,0,0,0,0,0,0,0,0.0199428699168813,-0.00799776506649826,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,-0.0301533102378869,0,0,0,0,0,0.0270470762526129,0,0,0.197170124357417,0,0,0,0,0,0,0,0,0.237432188049417,0,0,0,0,0,0,0,0.0131197670881593,0,0,0,0,0.103883703021195,0,0,0,0,0,0.0838142068756959,0,0.0658118246975053,0.0386686255527338,0,0,0.121981885033352,0,0,0.0038501590149674,-0.0223215275256208,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0531302642894304,0,0,0,0,0,0,0.0124317686346364,0,0,0,0,0,0,0,0,0,0,0,0,0.73126229890269,0,0,0,0.0600414218440511,0,-0.0222886601283092,0,0,0,0,0,0,-0.202962553989876,0,0,0,0,0,0,0,0,0,0,0.0624534096460333,5.42101086242752e-20,0,0,0,0.098348764258029,0,0
