,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600010.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600801.SH,X600688.SH,X600111.SH,X000786.SZ,X002271.SZ,X600027.SH,X601992.SH,X000723.SZ,X600176.SH,X002466.SZ,X600299.SH,X002460.SZ,X600516.SH,X002353.SZ,X000898.SZ,X600489.SH,X600583.SH,X601158.SH,X000883.SZ,X600426.SH,X600612.SH,X000709.SZ,X000792.SZ,X600219.SH,X000027.SZ,X000629.SZ,X000553.SZ,X000630.SZ,X000825.SZ,X000539.SZ,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0314868748271034,0.13811567575986,0,0,0,0,0,0,0,0,0.095134653265238,0,0.0175812554919307,0,0,0.0458678553458908,0,0,0.00450629681292053,0,0,0,0,0.00570249851743543,0.0218219491367912,0,0,0.0578762336817695,0,0,0.0155773524261698,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163826780867464,-0.0107656347740644,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0376399097746662,0.00815117873035093,0,0,0,0,0,0,0,0,0.110926812399643,0,0,0,0,0.0124787005360225,0,0,0.102892227260916,0,0,0,0,0,0.00850695237486355,0,0,0,0,0,0.0799819367077694,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,-0.0595623609019345,0,0,0.0173319268222886,0,0,0,0.0140978593867366,0,0
X601088.SH,0,0,0,0,0,0.194965048693455,0,0,0.0903006086018975,0,0,0,0,0,0,0,0,0,0,0.107807612086219,0,-0.0234259057540396,0,0.138001683704362,0,0,-0.0899987692225338,0,0,0,-0.0262414126771111,0,-0.109638407913356,0,0,0,0,0,0,-0.0884940163180799,0,-0.0613105486557913,0,0,0,0,0,0,0,0,0,0,-0.0536790473236853,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0243459352425593,0,0.0415567304244075,0,0,0,0,0,0,0,0,0,0,0.231641440324261,0,0,0.0883721999002742,0,0,0,-0.0241646299311281,0.0920244244406574,0.0758853546498047,0,-0.113687366418182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079208091002731,-0.0297535385856233,0,0,0,-0.0320394001059373,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.108603692368745,0,0,0,0,0,0,0,0,0,0,0.13799013647668,0,0,0,0,0,0,0.00710406803456623,0,0.0460333063716586,0,0,0.0905214689754186,0,0,0,0,0,0,0,-0.085728838385767,0,0,0,0,0,0,0,0,0,0,0,-0.020323364870102,-0.011658313015049,0,0,0,-0.00347248202002778,0,0
X600019.SH,0,0,0.20491607958098,0,0,0,0,0,0.0463444108584514,0,0,0,0,-0.012085195824564,0,0,0,0,0,0,0,0,0,0.0279471433731683,0,0,0,0,0,0,0,0,0,0,0,0.0160890926816971,0,0,0,0,0,0,0,0,0,0.0343246143025338,0,0,0,0,0,0.0100063324935342,0,0,0,0,0.0237677363318746,0,0
X600547.SH,0,0,0,-0.105186238432303,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390232765457255,0.0274399279952199,-0.117877045413648,0,0,0,0,0,1.45463213045406,0,0,0,0.1288611947127,0.034981899307285,0,0.118058896836007,0,0,0,0,0,0,0,0,-0.138408176484643,-0.0370523091633798,0.016004011895146,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0231283664068481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121443981299428,0.358845286344227,0,-0.132010490580784,0.168343951012021,0,0,0,0,0.031779464006202,0,0,0.0718713020863272,0,0,0,0,0,0.0689719011308317,0,0,0,0.0333237857381166,0,0,0,0.112850921886434,0,0.0129488232766391,0,0,0,0,-0.00238804960636286,0,0
X000708.SZ,0,0,0.434203420351313,0,0,0,0,0,0,0,0.287040042280479,0,0,0,0.272833910485951,0,0,0,8.67361737988404e-19,0.098661854632807,0,0,0,0.101542629679289,0,0,0,0,0,0.0337461317144544,0,0,0,0,0.369601499811602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806648241274913,0,-0.0357221192203407,0,0,0,0,0.0399163495015511,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0622438409756089,0,0,0,0.0456714418797671,0,0.284498565114156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724865607072534,0.0140183210293044,0,0,-0.058120026411227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210194055035895,-0.0665713202211622,0,0,0,0.0407626001502278,0,0
X600010.SH,0,0,0,0,-0.0302230342036896,0,-0.0216285836841161,0,0.159683585615719,0.0697521723645659,0,0,0.0417287223907836,0,0,0,0,0,0,0.147828209552822,0,0,0,0,0,0,0.0970523845050402,0.0343550919842992,0.0334503007254522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00447279964121915,0.00307492887580369,0,0,0,0.0638337476515276,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0123042234155055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413071531792716,0,0.0500126934962313,0.110216104087001,0,0.0331421038256207,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.275130174301058,0,0,0,0,0.0214379828410883,0,0,0.00869842601365898,0.00864969284073606,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,-0.109606688049801,0,0.110626867877522,0.082194500588809,0,0,0,0.0604699060612892,0,0,0,0,0,0.0879588458907536,0,0,4.33680868994202e-19,0,0,0,0.0891037117463137,0.112382744172982,0.0340721196688907,0,0,-0.292539361575264,0,0,0,0,0,0,-0.037093197247051,0,0,0,0,0,0,0.0274281969957093,0,0,0,0.261254547823806,0,0,-0.0465523035426831,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.0731817198350327,5.42101086242752e-20,0,0,0,0,0,-0.106301173801115,0.00583584174043016,0,0,0,0.193159389338809,0.0331501115415611,0,0.0525150870090564,0,0,0,0.0640676223209314,0,0,0,0,0,0,0.0134394465199865,0,-0.0318142985263101,0,0,0,0.0217973164033807,0,0,0,0,0,0.00265769853887233,0,0,0.0173900966574217,0,0,0,0.0458670619998512,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0351248058384603,0.257494764080887,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0209184181194313,0.0199900820840323,0,0,0,0,0,0.0456701236700205,0,0,0,0,0,0,0,-0.0972230745543805,0,0,0,0.161944974879429,0,0,0,0,0.00493148881136021,0,0.0561590302302523,0,-0.00816780787515917,0,0,0,0.0242538207232958,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0335284669543159,0,0,0,0,0,0,0,0,0,0,0.0306526110054689,0,0,0,0.0421543392472553,0,0.0389063694279705,0.0636586923352368,0.0128264433227135,0.0178034297159759,0,0,0.0850542481181128,0,0,0.16282861944416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510132036873434,0,0,0,0,0,0,0,-0.014706374671813,0,0
