,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600886.SH,X600660.SH,X601600.SH,X600547.SH,X600795.SH,X000792.SZ,X002466.SZ,X601699.SH,X000708.SZ,X002460.SZ,X000301.SZ,X000983.SZ,X600010.SH,X600362.SH,X600111.SH,X600027.SH,X000877.SZ,X600426.SH,X600803.SH,X600160.SH,X600489.SH,X600985.SH,X000786.SZ,X601991.SH,X002271.SZ,X000630.SZ,X000408.SZ,X000933.SZ,X000807.SZ,X000932.SZ,X600176.SH,X601168.SH,X600348.SH,X002128.SZ,X600612.SH,X600219.SH,X601666.SH,X600096.SH,X300037.SZ,X600157.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.326830524846794,0,0.173793761542409,0,0,0,0.112632582837024,0,0,0,6.93889390390723e-18,0,0,-0.0975847472561043,0,0.0716258642174934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00375243638199591,0.0480981739351969,0.0995782212108126,0,0,0,0
X601088.SH,0.0577375064798177,0,0,0,0.129215043319033,0.165236223203182,0,0,0,0,0,0,0,0,0,0,0,0,-0.033968649099528,0,0.0835081341848402,0,0,0,0.054614957437432,0,0,0,0,-0.200711162272211,0,0,0,0,0,0,0.00212365936624075,0,0,-0.0879052021001843,0.094163957584104,0,0,0,0,0.127593901880507,0,0,0,0,0,0.00172963284074968,0,0,0,0,0,0,0
X600028.SH,1.73472347597681e-18,0,0,0,0,0.114428001026879,0,0,0,0,-0.141460517204912,0,0.163911743146934,0,0,-0.0393164312479442,-0.00947199629994032,0,0,0,0,0,0,0,0.0597824213706408,0,0,-0.144735917154858,0,0,0,0,0,0,0,0,0,0,0.239116209022092,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288446537999222,0.0262683629471839,-0.01577008653341,0,0,0,0,0
X600309.SH,0.196430815389261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567028991404855,0,0,0,0.101059187816839,0,0,0,0,0,0,0.157315244171556,0,0.0303962274268365,0,0,0,0,0,0,0,0,0.0962352220756862,0,0,0,0,0,0,0,0,0.0186017682007412,0,0,0.172297829817126,0,0.0272346704936647,-0.0389487211328076,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.29668255519853,0,0.010954844964422,0,0,0,0,0,0,0,0,0.0183701550754315,0,-0.0379461449777517,0,0.183884121555671,0,0,0,0,0,0,0,0.0829717772993361,0,0,0,0,0,0,0,0,0,0,0,0,0.172132637331044,0,0,0,0,0,0,0,0.0511631125356567,0,9.34132184188904e-05,0,0,0,0,0,0,0
X601898.SH,0,0.0798815379268236,0,0,0.197804152414505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116338081116869,0,0,0,0.0999276078216752,0,0,0,0,0,0.239835685343629,0.170072967116757,0,0,0,0,0,0,0,0,0,0,0,0.0081217871122332,0,0,-0.0610142852761004,0,0,0,0,0,-0.0212445909934809,0.18526859963911,0,0,0,0,0
X600019.SH,0,0,0,0,0.0256481487823823,0,0,0.227227419677168,0,0,0,0,0,0,0,0,0.0261404872794951,0.0586789960204871,0.0253969293341992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0855347981199848,0,0,0,0,0,0,0.17258844384547,0,0,0,0,0,0,0,0,0,0,0.010688071901668,0,0,0,0,0,0,0
X600011.SH,0.243331436134621,0,0,0,0.0469406964558058,0,0,0,0,0,0,0,0,0.0646685442718153,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.350759206166463,-0.0658082413622059,0,0,0,0,0,0,0.156886792234514,-0.00309010015603834,0,0,0,0,0,-0.0422626705564856,0,0.03588879212414,0,0,0,0,0,0,0,0,0,-0.000315714356400142,-0.0035476727349973,0.033476076124473,0,0,0,0,0
X600585.SH,0.0614777097113233,0,0,0.141607223717914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097948945595297,0,0,0,0,0,0,0,0,0,0,-0.0134058220837753,0,0.0247337469194885,0,0.0612593601363882,0,0,0.1028714649877,0,0,0.0430171939913348,0,0,0,0,0,-0.0524216895571456,0,0,0,0,0,0,0.0129807469732139,0,0,0,0.0541098996335162,0,0
X600886.SH,0,0,0,0,0.0931798274660147,0.0795594492933063,0,0,0,0,0,0,0,0.217286096733526,0,-0.0517823417717925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018549968575658,0,0,0,0,0,0,0,0,0,0.0851143910458751,0,0,0,0.0266514446522549,0,0.0313713945690529,0,0,0.125339567587929,-0.0192768494845864,0.0196512995881576,0,0,0,0,0,0
