,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X000708.SZ,X000301.SZ,X002466.SZ,X601898.SH,X601600.SH,X600547.SH,X600362.SH,X600111.SH,X600188.SH,X600010.SH,X000786.SZ,X600886.SH,X600011.SH,X600426.SH,X600176.SH,X601991.SH,X600795.SH,X000408.SZ,X600803.SH,X600352.SH,X000932.SZ,X002080.SZ,X600489.SH,X600219.SH,X000027.SZ,X002353.SZ,X600315.SH,X300037.SZ,X000825.SZ,X000898.SZ,X600688.SH,X600801.SH,X000959.SZ,X002409.SZ,X000807.SZ,X600399.SH,X601699.SH,X600486.SH,X600027.SH,X000830.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0104091803104805,0.0154828896975394,0,0,0,0.00228146178715599,0.144439132866253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320914291334383,0,0.0523405028101989,0,0,0,0.0742208872550947,-0.0279556678290069,0,0,0,0,0,0,0,0,0.00631306099055036,0,0,0,0,0,0,0
X600028.SH,0,0,0.0853929187470353,0,0,0,0.109281818359075,0,0,0.0723525228715984,0,0,0,0,0,0,0,0.0667167539278167,0.00247272254570642,0,0,0,0,0,0,0.0546756882916309,-0.014583978155005,0,0,0.0440987850074749,-0.0275040633959767,0,0,0,0,0,0,0,0,0,0,0,0,0.0621297675746053,0,0,0,0,0,0,0,0.021005259547797,0.0824356844912129,0,0,0,-0.0332814908122475,0,0
X601088.SH,0,0,0,0.0144952849217583,0,0,0,0,0,0.0173644627702834,0,0,0,0.0302731304299142,0,0,0.069756494660937,0.215307018431693,0,0,0,0,0,0,0,0,0.0202952920176657,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.0297856622126388,0,0,0,0,0,0.0343144052065761,0,0,-0.0125298761321295,0,0,0,0,0,0,0,0.0301109592131426,0,0,0,-0.0124305453911093,0,0
X600309.SH,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0150029488246959,0,0,0.0158328166404168,0,0,0.209575546566308,0,0,0,0,0,0,0,0,0,0,-0.0385023775803653,0,0,0,0,0,0,0,0,0,0.0624200287017234,0,0.0658591287132186,0.00858275449949208,0,0.195992258200963,-0.0202581671752816,0,-0.0678805193512723,-0.0322058560811023,0,0,0,-0.0476911664730827,0,0
X600585.SH,0,0,0,0,0,0.0243614583599066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716548289697019,0,0.0494340329513332,0.0447940007728604,0,0,0,0,0,-0.066670381145241,0,0,0,0,0,-0.0889055071549915,0,0,0,0,-0.0511522539513969,0,-0.124346637123628,0.148139157967853,0,0,0,0.0131585378181005,0,0
X002460.SZ,0,0,0,0,0,0,0,0.196085609059092,0,0,0.0860446048030685,0.429351675632447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704136006649271,0,0,0,0,0,0,0.126031189002505,0,0,0,0,0,0,0.179027117110705,0,0,0,0,0.0612813887924028,0,0,0,0,0,0,0,-0.0185705114092949,0,0
X600019.SH,0,0.0947690922118328,0,0.0225188974021694,0,0,0,0,0,0.010277382385608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450512680714943,0,0,0,0,0,0.201096830979158,0,0,0,0,0,0,0,0.152178279961193,0.12284875227849,0,0,0.0301927208311588,-0.224859384261686,0.0389542280580498,0.174288028969247,0,0,0,0,0,0,0,0,0,0,0,-0.0111733688632184,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.189030012307456,-0.176707103564276,0,0,0,0,0,0,0.210336370138415,0,0,0,0,0,0,0.0480685750267427,0.0529546538736277,0,0,0,0,0,0,0.0188936138332677,0,0.176208937795348,0,0,0,0,-0.0478752862582332,0.117239936279105,0.0478727031993035,0,0,0,0,0,0,0,-0.0306590780238844,0,0,0,0,-0.0137304227040102,0,0
X002271.SZ,0,0,0,0.116130328311569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118770574550965,0,0,-0.0949212461444277,-0.0305226468651195,0.0396543084693561,0,0.038907221928402,0,0,0,0.0234768916344868,0,0,0,0,-0.024690655857144,0,0,0,0.137878559962278,0,0,0,0,0,-0.0233732968082932,0,0,0,0.0352461187204621,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0385206878636499,0,0,0,0.105126219866408,0,0,0,0.0870844315365736,0,0,0.0771429185812995,0,0,0,-0.0404192685063202,0,0,0.134411607538779,0,0,0,0,0,0.0749645192617439,0,0,0,0,0,0,0,0,-0.0266190190698101,0.0238997475862003,0,0,0,0,0,-0.0370821106188619,-0.026438937119785,0,0,0,0,0,0
