,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600688.SH,X600795.SH,X300072.SZ,X002466.SZ,X600188.SH,X601992.SH,X601991.SH,X600362.SH,X600547.SH,X002460.SZ,X600111.SH,X600886.SH,X600516.SH,X000898.SZ,X000709.SZ,X000786.SZ,X600157.SH,X600027.SH,X600176.SH,X000553.SZ,X000792.SZ,X000408.SZ,X600339.SH,X600219.SH,X600489.SH,X600352.SH,X600808.SH,X002271.SZ,X000723.SZ,X000959.SZ,X601158.SH,X000883.SZ,X600299.SH,X000825.SZ,X002092.SZ,X000630.SZ,X000983.SZ,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.120304883908724,0,0,0,0,0,0,0,0,0,0,0,0.0386757975848766,0,0,0,0,0,-0.0397184871616225,0,0,0,0,0,0,0.0122318638280193,0,0,0,0,0.0789592611311649,-0.0133358114767666,0,-0.00197086453923159,0,0.00177877415881623,-0.0472193552536067,0,0.0778200754574611,0,0,0,0,0,0,0,0,0,0,0.0193506149893399,4.33680868994202e-19,0,0,0,0,0,0
X600028.SH,0.0549648798343322,0,0,0,0.0913445791871856,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0165286609863544,0,0.0279555597148326,0.0235612739390826,0,0,0,0,-0.0326864190720995,0,0.0377007850958591,-0.00650151089264881,0,0,0,0,0,0.00466654217982141,0,0.0434623170985409,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0165645767013577,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.119196951307577,0,0,0,0,0,0,0.703697094442477,0,0,0,0,0,0,0,-0.0217992706617292,0.138802254021555,0,0,0,0,0,0,0,0,0,-0.0602510672068055,0,0,0,0,0,0,0,0,0,0,0,0,0.000542635563522686,0.0690939993253223,0,0,0,0,0.00708897542790242,-0.0115870975716576,0,0,0,0,0,0
X600019.SH,0,0,0.0423645263233512,0,0,0,0,0.041055461253709,0,0,0,0,0,0,-0.109560895031553,0,0,0,0,0,0.0552671347170607,0.0783016351141393,0,0,0.330491235273672,0,1.73472347597681e-18,0,0,0,0,0,-0.0634701157375241,0,0,0,0,0.125972171489347,0,0,0,0,0,-0.0207578841444256,0.0955450001763676,0,0,0,0,-0.105930444060154,-0.013197807757947,-0.0113284161370111,0,0,0,0,0,0
X600585.SH,0,0,0.0357689128408899,0,0,0.126407828519913,0,0,0,0,0,0,0,0,0,0,0.118206119138219,0,0,0,0,-0.00369890787958973,0,0,0,-0.143359424672482,0.126213184279356,0,0,0,0,-0.0790906278556049,0,-0.107307753658658,0,0,-0.0824761488614376,0.173526870660034,0,-0.175140010006807,0,0,0,0,-0.183982735373414,0,0,0.23561747220277,0,0,-0.0320155077546164,0.0396310556811093,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431609152255925,0,0,0,0,0,0.0897424967491354,0.0244209533121921,0,0,0,0,0.00617304314426911,0,0,0,0,0,-0.0275089577234047,-0.0301550897354937,0.153111159639331,0,0,0,0,0,0,0,0,0,0.0718810553239194,0,0,0,0,0,-0.0815341325129761,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.114516630745174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269526564576432,0.0279997860284913,0,0,0,0,0,0,0,0,0,0,0.237891575993476,0,0.00197392415799201,0,0,0,0,0,0,0,0.101392745605806,0,0,-0.00437479885411366,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.128359809409314,0,0,0,0,0,0,-0.016026006133431,-0.229951646260062,0,0,0,0,0.0442382591360443,0,0,0,0.189838557960455,0,0,-0.271454928341294,0,0,0.194606581794536,0,0,0.0469485211902882,0,0,0,0.091643927011451,0,-0.195700996520891,0,0,0,0,0,0,0.145337559873333,0,0,0,0,0.0203125902212345,0.00281437443005308,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-0.0268156674235338,0,0,0,0,0.0202637550388844,0,0.00830467224900894,0.0775192687464912,0.059694749475382,0,0,0.0243186143521977,0,0,0,0,0,0,0,0,0,-0.00298200693849377,0,0,0,0,0,0,0,0,0,0,0.153660824440129,0,0,0.0732166097647452,0,0,0,0,0,0,0,0.00878459274707791,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0415394212940618,0,0,0.3154219082842,0.0310927231440114,0,0,0,0,0,0,0,0.0184745270270782,0,0,0,0,0,0.0363560854202628,0.00564882488523119,0,0,0,0,0.0952710307344728,0.0596375080930393,0,0,0,0,0,0,0,0.00385026321549884,0,0.116061312531171,0,0,0,1.0842021724855e-19,0,0,0,0,0,0
