,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X002466.SZ,X600660.SH,X002271.SZ,X000301.SZ,X600010.SH,X000708.SZ,X601600.SH,X601898.SH,X600188.SH,X600362.SH,X600547.SH,X600426.SH,X600176.SH,X600219.SH,X600011.SH,X600886.SH,X000825.SZ,X000786.SZ,X000408.SZ,X600803.SH,X000932.SZ,X300037.SZ,X600399.SH,X002409.SZ,X601991.SH,X600795.SH,X002080.SZ,X000898.SZ,X000959.SZ,X600549.SH,X000807.SZ,X000830.SZ,X000027.SZ,X600489.SH,X600352.SH,X600486.SH,X002407.SZ,X000630.SZ,X002192.SZ,X002353.SZ,X601168.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0772505044071125,0,0,-0.00284315296438881,0,0,-0.0203515594594204,0.0265966194791586,0,0,0,0,0,0.00776126441176108,0,0.0215244154289221,0,0,0,0,0,0,0,0.147265212547715,0,0,0,0,0,-0.0527723697130178,0,0,0,0,0,0,0,0,0,0.0315825442844389,0,0,0,0.0518671804657124,0,0,0.0700138926901252,0,0.00449538972131044,0,0,0,0,0,0,0,0,0
X600028.SH,0.0205430187118861,0,0,0,-0.0258749329639483,0,0,0,0,0,0,0.0446934875193304,0,0.0436738249844103,0,0,0.023201180591477,0,0,0.0296200033603816,0,0,0,0,0,0,0,0,0,0,-0.0460912565029245,0,0,0,0,0,0.0424853328119862,0,0,0.0611203005536386,0,0,0,0,0,0,0,0,0,0.0321320413028978,0,-8.3134357918116e-05,0.0488056735444645,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.156329401358398,0,0,0,0,0,0,0,0,0,0,0,0.289173532577739,0,0,0,0,0,0.0440764672921293,0,0,0,0,0,0.0711558768807304,0,0,0.0625823934999608,-4.33680868994202e-19,0,0,0.0497811683924164,0,0,0,0,0.0462987313357395,0,0,0,0,0,0,0,-0.0109523191667649,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0501136389838216,0,-0.00276554330440906,0,0,0,0,0,0.0467657548896437,0,0.222801463556168,0,0,0,0,0,0,0,0,0.0246271540257553,0,0,0,-0.0608292145018829,0,0,0,0,0,0,0,0,0,0.0758015237436901,0,0,0,0,0,0,0,0,0,0,0,0.0493435912780897,0,0,0,0,0,0,0
X002460.SZ,0,0,0.00779982838873504,0,0,0,0,0,0.286120912276804,0.138974450972324,-2.77555756156289e-17,0.106094222652987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277608968447901,0,0,0,0.0801023614242518,0,0.0659942782759763,0,0,0,0,0,0,0,0.0501522046149544,0,0,0,0,0.00840130523459851,0,0.3494507107279,0,0,0.0330741373748322,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0228717188286259,0,0,-0.0463149241406217,-0.0572019036215343,0,0,0.13055394998747,0,0,0,0.00780059933466969,0,0,0,0,0.0952145605084418,0,0,0,0,0.073953026545198,0,0,0,0,1.73472347597681e-18,-0.0474100277008421,0,0,0,-0.0256887843660107,0.050562563962727,0,0,0,0,0,0,0,0,0,0,0,0,0.0147020780149462,0,0.0445875700099437,0.0822707727070334,0,0,0,0,0,0
X600019.SH,0,0,0.074514219434008,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0705583468514754,0.0352754919273573,0,0,0,0.000530313033167279,0,0,0,0.0340533645680528,0,0,0,0,0,-0.0210068224685214,0,0,-0.0622396711581585,0,-0.102091232755015,0,0,0,0.364689275981075,0.120728989559623,0.0736880964811427,0,0,0,0,0,0,0,0,0,0.0204110377541902,0,0,0,0,0.0369608544711634,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,-0.0122687210649205,0,0,0,0.139037101589837,0,0,0,0,0,0,0,0,0,0,0,0.112457926041341,0,0,0,0,0.228086489468183,0,0,0,0,0,0,0,0.0803163292837293,0,0,0,0,0,0,0,0,0.11430925843278,0,0,0.05515576496027,0,-0.030782024815883,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.176647817542594,0,0,0,0,0,0,0.146764306261722,0,-0.286419776609085,0.244532958583155,0,0,0,0,0,0,0.0305349260809492,0,0.154092896402682,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483307682205008,0,0,0,0,0,0.415783355150185,0,0,-0.068287425880426,0,-0.325026759954802,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0742627334166293,0,0,0,0.0522533155014379,0,0,0,0,0,0,0,0,0.0210000276189436,0,0,0,0,0,0,0,0,0.229480725382979,0,0,0,0,0,0,0.00536731487475306,0,0,0,0,0,0,0,0.168260526449966,0,0,0,0,0.00773281744988992,0,0,0,0,0,0,0,0,0
