,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X600660.SH,X000708.SZ,X600547.SH,X002271.SZ,X600011.SH,X600362.SH,X601600.SH,X600176.SH,X600886.SH,X000786.SZ,X601898.SH,X600426.SH,X002466.SZ,X600010.SH,X600188.SH,X000301.SZ,X600111.SH,X600352.SH,X600801.SH,X601991.SH,X600795.SH,X300037.SZ,X600489.SH,X002080.SZ,X600486.SH,X600688.SH,X600219.SH,X600803.SH,X600027.SH,X002353.SZ,X600299.SH,X601992.SH,X000898.SZ,X000932.SZ,X600399.SH,X601168.SH,X600529.SH,X002409.SZ,X000723.SZ,X000027.SZ,X600516.SH,X000630.SZ,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.00487858829352383,0,0,-0.0331088415034392,0,0.0853635189552154,0,0,0,0,0,0,0.0250003895545741,0,0.0410850112425325,0.00983567602847563,0,0,0,0,0,0,0,0.0210044946153668,0,0,0,0,0,0,0,0,0.0321450292658053,0,0,0,0,0,0,0,0,0,0,0,-0.00924237640595257,0,0,0,0,-0.00595883840533302,0,0
X600028.SH,0,0,0,0.0287587801394523,0,0,0,0,0,0,-0.0539417774830057,0,0,0,0,0,0,0,0.0362727334495489,-0.00972775315284845,0,0,0.022708301755219,0,0,0,0,0,0,0,0.0757577813118816,0,0,0,0,0.034526762435018,0,0,0,0.151261868873608,0,0.00597075264353074,0,-0.00451112087489513,0,0,0,0,0,0,0,0,0,0,0,0,-0.00675684870546058,0,0
X601088.SH,0,0,0,0,0,0.0300519255701992,0,0,0,0,0,0,0,0,0,0,0,0.619143212809506,0,0,0,0.178663362588341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0688924227607967,0,0,0,0,-0.00782352492961572,0,0.0112150093393939,0,0,0,0,-0.00526098926154599,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.19054961386693,0,0,0,0,0,0,0,0,0,0.0720965083663015,0,0,0,0,0,0,0,0,0,0.105262301820091,0.338640439979718,0.0496042797816512,0,0,0,-0.0731592667652083,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.00885813334547675,0,0,0,0,0,0.0152275633659601,0,0,0,0,0.0130932523810712,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,-0.0364748193813073,0,0.0767416446269195,0.0131055978055364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043812094226978,0,0,0,0,0,0.0914904703341964,0,0,0,0,0,0,0,0,0.0410287830854529,0,0,0,0,0.00434384895916933,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.122764429685204,0.104528158684969,0,0,0,0.0578860019463308,0,-0.00685115785259062,0,0,0,0.0768970287453684,0,0,0,0,0,0,0.0389265208537851,0,0,0,0,0,0,0,0,0,0,0.0169697449781434,0,0,0,0,0,0,0,0,0,0.0232181085073001,0.0762484156565153,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.173612955859649,0,0,0.255510218991088,0,0,0,-0.0579649705979026,0,-0.0116361499849953,0,0,0.380736420773001,0,0,0,0,0,0,0,0,0.403351717910509,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.225952966016556,0,0,0,0,0,0,0.0145076128379682,-0.0518612596555108,0,0,0,-0.0159388516503176,0,0
X600660.SH,0,0,0,0,0,-0.148916211122829,0,0,0,0,0,0,0,0,0,0,0,-0.0274044138271944,-0.020215310727692,0,0,0,0.0162750900286113,0,0.0485725738992936,0.21051979533246,0,0,0.217444465772224,0,0,0,0,0,0,0,0.0465791543461788,0,0,0,0,0.0836330378066181,0,0,-0.102263811776172,-0.0228844317475968,0,0,0,0,0,0.00251574680855933,0.0145008615343995,0,0,0,0.0101474964923725,0,0
X000708.SZ,0,0,0.0648102615793319,0,0,0,0,0,0,0,0,0,0.0795275995738906,0,0,0,0,0,0,0,0,0,0,0.0995779242777299,0,0,0,0,-0.00989529336930603,0,0,0,0,0.170848140076965,0.0658427523136188,0,0,0.201698193728003,0,0,0.160294712226929,0,0,0,0,0,0,0,0,0,0,-0.0609078362348166,0.10195949771301,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0345349705386426,0.0647633087502578,-0.0438895944157098,0,0,0,0,0.00523463660724657,0,-0.0226418625847319,0,0,0,0,-0.0246495599755746,0,0,0,0,0,0,0,0,0.0260500817792647,0.572082021691802,0,0,0,0,0,0,0,0,0,0,0,0.0560733219972792,0.0169334063816852,0,0,0,0,0,0,0,0,0.0120666858344657,0,0,0,0,0.00435979671876917,0,0
X002271.SZ,0,0,0.270937712821731,0,0,0,0,0,0,0,0,0,0,0,0.152938294227652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042399452255775,0,0,0,0,0,0,0,0.00147859937246228,0,0,0,0,0,0,0,0.177362512189527,0,0,0,0,0.0574543334185117,0,-0.0215606506152338,0.0969852489320878,0,0,0,0.032727105406993,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.145658850455635,0,0,0.112524188197477,0,0,0,0,0,0,0,0,0.0544909429041605,0,0,0.0904396641166106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0468213676457328,0.11113995708348,0,0,0,0.18647838740466,0,0,0,-0.0166439895616869,-0.0127391370251953,0,0,0,0.00448759216966817,0,0
