,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600623.SH,X601991.SH,X600027.SH,X600188.SH,X600157.SH,X600111.SH,X600362.SH,X601992.SH,X600886.SH,X002466.SZ,X600547.SH,X600299.SH,X600660.SH,X600309.SH,X601158.SH,X000709.SZ,X000792.SZ,X600489.SH,X600583.SH,X300072.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000883.SZ,X000027.SZ,X000630.SZ,X000983.SZ,X000629.SZ,X002470.SZ,X000723.SZ,X600549.SH,X600176.SH,X000060.SZ,X600021.SH,X000012.SZ,X002407.SZ,X000959.SZ,X600022.SH,X002460.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0689388205196554,0,0.0173180537688619,0,0,-4.33680868994202e-19,0,0,0,0,0.0343446486177473,0,0,0,0,0,0,0,0.234051879086675,0,0,0,0,0.0431814545137521,0,0,0.0567404631451503,0,0,0,0,0,0.0345781465455004,0,0,-1.73472347597681e-18,0.036511672652237,0,0,0,0,0,0,0,0,0.0017922062195161,0,0,0,0,0,0,0
X600028.SH,0.116597337704418,0,0,0,0,0,0.0160035065824358,0.0725961428861334,0,0,0,0,0,0,0.0501752122972472,-0.0163892084711268,0,0.0673421794252283,0,0,0,-0.00487035986486208,0,0,0.0433618939286415,0,0,0,0,0.126548276088521,0,0.081384993160771,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0429364907141932,0,0,0,0,-0.0335918133335212,0,0,0,0,-0.000858827435138217,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.156704715783233,0.0866804614410345,0,0,0,0,0,0,0,0,0,0.0239801860269126,0,0,0,0,0,0,0.0556386491857071,0,0,0.0623469741660852,0,0,0,0,0,0,0,0,0,0.0670597382687086,0.147813300863212,0,0.098724041214875,0,0,0,0,0,0,0,0,0,0,-0.0197654312107555,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0646718486236929,0,0,0,0,0.0238925656069575,0,0.23915829504856,0,0,0,0,0,0,0.0175333831582571,0,0,0,0.076709011057807,0,0,0,0,0.12639073624728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193723176003533,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204000425045872,0,0,0,0,0.00373154657385228,0,0,0,0,0.217228497782796,0.0613262270914064,0.0415458773291496,0,0.0777854867032867,0,0.132205477717327,0,0,0,0,0,0.0466809857863815,0,0.0265847113418758,0.0393541041043165,0,0.0287485647131593,0,0,0,0,0,0.0137437354502334,0,0.026487968586493,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0110536690876506,0.157526235310413,0.208143782236047,0,0,0,0,0,0.034276434859661,0,0,0,0,0,0,0,0,0,0,0,0.212703424658019,0,0,0,0.0210300090473737,0,0,0,0,0,0,0.00219907840146936,0,0,0.0351211596807444,0,0,0,0,0,0,0,0,0,0.0644691415467646,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.189064989134876,0,0,0,0,0,0,0,0,0,0,0,0,0.0428303871433158,0.0637103920744213,0,0,0.305175065422117,0,0,0.0109386780486768,0,0.0846773104375555,0,0,0,0,0,0,0,0,0,0.0215142558264941,0,0,0,0,0,0.0257551950777969,0,0.0303519722232261,0,-0.0534921895218622,0,0.104189689122297,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057510768831394,0.174252985096214,0,0,0,0,0,0,0.12372936414659,0,0,0.329192619511161,0,0,0,0.000147998383904799,0,0,0,0,0,0,0,0.0120550129686575,0.0295869088010519,0,0,0.0242289832813629,0,0.109207970411353,0,0,2.16840434497101e-19,0,0,0,0,-0.0596917539326168,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.00760736219485729,0,0,0,0.037431727433853,0,0,0,0,0,0,0,0,0.0320872132609898,0,0,0.130679301769406,0,0.020713516381983,0,0.265263607831534,0.101599049550851,0,0,0,0,0.0738012846100968,0.209996931913046,0,0.00800442601587695,4.33680868994202e-19,0,0,0,0,0,0.048924059187007,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679385718605461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119050171487724,0,0,0,0,0,0,0,0,0.211618278617619,0.259010213730777,0,0.0768786661292658,0,0,0,0,0,0.0493853056505489,0,0.0251063410504278,-0.0180519705527446,0,0.323590004933241,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.135022304650547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00759412266070892,0,0,0,0.0888043416363651,0,0,0,0,0.157319672714675,0,0.0933227289398047,0.0381349595256801,0,0.00879662698449749,0,0,0,0.0624347124124015,0,0.0625575752370714,0.029725465612737,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125236919867596,0.0930320115856378,0.139891911175657,0,0,0.166588467945865,0,0,0,0,0,0,0.0408598238409113,0,0,0.670370058823113,0,0,0,0,0,0,0,-0.0981665038345656,0,0,0.119073731996038,0,0,0,0.00377952506895212,0,0,0,0,0,-0.0702836945950894,0.0917054066950442,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717634446199854,0,0,0,0,0,0,0,0,0.0201496653837086,0,0,0,0,0.0751842081070232,0,0.0300124252358954,0,0,0.00263684288466634,0.297146130748797,0,0.0556795784895174,0,0,0,0,0,0,0.124483417636413,0,0,0,0.0794291137299361,0.0304898246138985,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.176381770532646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.129832807991586,0,0.0948839646930083,0,0,0.218363384060417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720540012320691,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0752227187212006,0,0.112366788264117,0,0,0,0,0,0,0,0.191437022205414,0,0,0,0,0,0,0,0,0,0.110138002109369,0,0,0,0,0,0,0,0,0,0.48620038294895,0,0,0,0.0117284551227209,0,0,0,0,0,0.0825680477655487,0,0,0,0.0231785371373874,-0.0861834203997805,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.246897077918767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749753881401361,0,0,0,0,2.16840434497101e-19,0,0,0,0.105898785816334,0,0,0,0.122785057672225,0,0.0615431254398723,0,0,0,0,0,0,0.0362433201018593,-2.16840434497101e-19,0.0609225107341327,0,0,0.100322709867555,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.15965832269328,0,0.0677633692765127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435836925390493,0,0.0751794099834204,0,0.0454612045783989,0.0132419495279275,0,0.0871791560524714,0.0744348417366125,0,0,0.0538007111965478,0,0,0,0,0,0.244445776041774,0,0,0,0.0448730014015262,0,0,0,0,0,0,0,0,0,0,0,0,0
