,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600795.SH,X600886.SH,X600362.SH,X600188.SH,X600010.SH,X600688.SH,X600309.SH,X600027.SH,X000883.SZ,X600583.SH,X601992.SH,X002353.SZ,X000792.SZ,X000898.SZ,X601158.SH,X000709.SZ,X000629.SZ,X600489.SH,X000539.SZ,X000825.SZ,X600315.SH,X000831.SZ,X000027.SZ,X600808.SH,X600352.SH,X600660.SH,X601699.SH,X600578.SH,X600307.SH,X000630.SZ,X000983.SZ,X600549.SH,X600490.SH,X600863.SH,X000937.SZ,X002470.SZ,X000959.SZ,X000960.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0176201377831254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071069755104092,0,0,0,0,0.00830858040625578,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0880480037306259,0.0474803748131815,0,0,0.0764723653713622,0,0.0266955891320757,0,0,0,-0.00766800662339563,0,0,-0.00795027112920501,-0.00725590824600497,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.118969052473708,0,0,0,0,0,0,0,0.120737988331397,0,0,0,0,0,0,0.0284748811065298,0,0.113546256530959,0.0253623599370149,0,0,0,-0.00313984981174167,0,0,0,0,0,0,0,0,0.0604828041382548,0,0.0843614683813203,0,0,0,0,0.00194054980681091,0,0,0,-0.0139400252349447,0.0213310801436716,0.00773721595817611,0,-0.00930830054892403,0.000340124881885302,0,0,0,0,0,0
X601088.SH,0,0,0,0.0127695389244508,0,0,0,0,0.109382319228406,0,0,0,0,0.172809796162895,0,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0.0361704692222662,0,0,0,0,0,0,0,0,0.0354878137954282,0,0,0,0.0614519878770784,0,0,-0.0306438605724951,0,0,0,-0.0192287722412484,0,0,0,0,0,0
X600585.SH,0,0,0.235852442732853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108929050254286,0,0,0,0.052187578731323,0,0,0,0,0,0,0,0,0,0,0,0.0248214259846515,0,0,0,0.0346238762272514,0,0,0,0,0,0,0.0252911128322401,0,-0.00497901222171283,0.00168667197824404,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183976816576209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406498978422409,0,0,0,0,0,0,0,0,0,0,0.012876619688087,0.00394436733397661,0,0.0285624850900087,0.0960483017076685,0,0,0,0.0222376319243836,-0.0285264945366425,0,0,0,-0.179147629882284,0,0
X600019.SH,0,0,0.0323504215706934,0,0,0,0.247183833358414,0,0,0,0,-0.112623280823947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147047669137766,0,0,-0.0439573111970556,0.0962978698465607,0,0,0.208782490582685,0,0,0,0,0.00977188713037887,0,0,0,0.0481120031299813,0,0,0,0.0928186000467672,0,0,0,-0.00121855764498588,-0.0130609886871171,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029471265205349,0,0,0,0,0,0.102331103025027,0,0,0,0,0,0.10839696916565,0.124382212175104,0,0,0,0.15397110911638,0,0.00460157415937795,0,0,0,0,0,0,0,0,0.0482190335952599,0.018227687601619,0,0,0.00694046170750163,0,0,0,0.0132116636977997,-0.0341144529195059,0,0,0,0,0,0
X601991.SH,0,0,0,0.018084872192432,0,0,0,0,0,0,0,0,0,0.0118326683896438,0,0,0,0.0377155829408185,0,0.040037660211069,0,0,0,0,0,0.0173984307916772,0.150434227321289,0,0,0.0102593291798908,0,0,0,0,0,0,0,0.135696197975783,0,0,0,0,0.0358889903290274,0,0,0,0,0.00942949597972356,0,0,-0.00244164911003599,4.33680868994202e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0931437301303338,0,0,0.32652329429297,0.0931037868427875,0,0,0,0,0,0,0,0.0612352551698523,0,0,0.121586596575949,-0.105714903344032,0,1.73472347597681e-18,0,0,0,0.167296340377711,0,0,0,0,0,0,0.158584894236986,0,0,0,0,0,0.107510224871758,0,0,0,0,-0.0551547927140337,0,0,0,0,0,-0.0832781241040345
X600111.SH,0,0,0,0,0,0,0,0,0.00844675302203835,0,0,0,0,0.0504633138508849,0,0,0,0,0,0,0.0162732222480842,0,0,0.00275352422694507,0,0.0189337706748946,0.0357720359083214,0,0,0.0844132496919086,0,0,0,0,0,0,0,0,0,0,0.0378103250264705,0.280918426014865,0,0,0,0,0,0.0806138863032632,-2.16840434497101e-19,0,-0.0119368176196904,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153030320813112,0,0,0,-0.0407349939024076,0,0.0206778911001761,0,0,0.0907449143049808,0,0.0704242796188315,0,0,0,0,0,0,0,0,0,0,-0.0588773367271895,0,0,0,0,0,0.0253113268390353,0,0,0.133072431943433,0.00672764513986171,0.00152010944830875,0.0640268305570438,0,0.00564867826221514,0.0104363203165472,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.123249375764573,0,0,0,0,0,-0.240415466504168,0,0,0.112826548227061,0,0.0430379169375226,0,0,-0.0242898147139341,0,0,0,0,0,0,0,0,0,0,0,0,0.274071659437635,0,-0.0201630870293218,0.147846688615152,0.171637937341614,0,0,0,0,0,0,-0.000592466025155686,0.0411812443227386,0,-0.00206517817228395,0,0,0,0,0.0021376281697051,0.0280999570811816,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0823319372422999,0,0.0708722183213301,0,0,0,0,0.0155429346379599,0,0,0,0,0,0,0,0,0,0,0,0.0480074618332159,0.0967147127494298,0,0,0,0,0.137882168806488,0,0,0,0,0,0,0,0,0,0,0.0506121971266684,0,0,0,0.085463098580003,0.076650884234823,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.0652570722435882,0,0,0,0.134483791642411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147065012647708,0,0,0,0,0.0618631299313901,0.0339069564022739,0,0,0,0,0,0.185907851425805,0.267318496430022,0,0,0.0514054179301843,0.0582818640885423,0,-0.00574188662397934,0.00679442033903354,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0567369519666734,0,0,0,0,0,0,0,0,0.425127838954585,0,0,0,-0.171418105784382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0766305088648908,0.00882268988248031,0,0,0,-1.73472347597681e-18,0.0455986771758719,0,-0.0150429929949258,0.0137558778268472,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.19341213886272,0,0.0267490740221094,0,0,0,0,0.0310856287816205,0,0,0.104899836774556,0,0.0932876946120781,0,0,0,0.232845301555335,0,0,0,0,0.22180217630852,0,0,0,0.0249090824888853,0,0,0,0,0,0,-0.0290626813572427,0,0.0463296254179365,0,0.0814079258673243,0,0,-0.0197325749997394,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.083100240101926,0.0203511226913844,0,0,0.0157469988390459,0,0.123699980581274,0.0390450209947425,0,0.136370833939202,0,0,-0.0244090848278517,0,0,0,0,0,0.0981938947704162,0,0,0,0,0,0.0961185942218815,0,0,0,0,-0.0929412538933899,0,0,0.016197979341555,0,0,0,7.9695836679567e-05,0.0104399031312252,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.046551851951057,0,0,0.0042184390612553,0.0457648677229559,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525964975999587,0.0111659076848486,0,0,0.0395999810129738,0,0,0,4.33680868994202e-19,0.035321442536785,0,0,0.0885490395867907,0,0,0.00373725925731515,0.009127408231738,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,-0.0431562826243757,0,0,0,0,0.205882058148137,0,-6.93889390390723e-18,0,0,0,0,0,0.411091932487195,0,0,0,0,0.00942347589815424,0,0,0.155909744501507,0.267223606501657,0,0,0,0.600024276696025,0,0,0.0532619778090914,0,0,0,0,0,0,0,0.170402267963376,-0.351200406024565,0,0,0,0.00630594904041122,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645760090486204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283216042627493,0,0.0876320922082737,-0.0182056427423172,0,0.0343790454445317,0.137927722060328,0,0.0120024421336503,0,0,0,0,0,0,0
