,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X600019.SH,X000792.SZ,X002460.SZ,X002271.SZ,X601898.SH,X600011.SH,X600111.SH,X000877.SZ,X002466.SZ,X600660.SH,X000708.SZ,X600010.SH,X600547.SH,X601600.SH,X600886.SH,X000301.SZ,X600176.SH,X600426.SH,X600362.SH,X000983.SZ,X600795.SH,X000786.SZ,X600803.SH,X601699.SH,X600801.SH,X000723.SZ,X601991.SH,X000932.SZ,X600486.SH,X600096.SH,X000959.SZ,X600219.SH,X000408.SZ,X600027.SH,X000830.SZ,X600295.SH,X000630.SZ,X600489.SH,X600985.SH,X600157.SH,X600688.SH,X000825.SZ,X000807.SZ,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.203341656666642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.145807837680124,0,0,0,0,0,0,0,0,0,0,0.101838249006765,0,0,0,0,0,0.121888334142535,0.0385760504318807,0,0,0.00213416898915464,-0.0219508585545631,0,0,0,0,0,0
X601088.SH,0.0563342636581387,0,0,0,0,0.0151188368555784,0,0,0,0,0.237423173814546,0,0,0,0,-0.0664575489748919,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.058369646349193,0,0,0,0,0,0,0,0.0396894151078532,0,0,0,0,0.381573090609625,0,0,0,0,0,0,0,0.0263923624247428,0,0,0,0,0,0
X600028.SH,0.0106385613567466,0,0,0,0,0,0,0,0,0,0.0386696012109699,-0.0441182832371532,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.00636210796498694,0,0,0,0.0275539117517677,0,0,0,0,0,0,0,0,0,0,0,0.0570783832235696,0,0,0,0,0.136506532313163,0,0.0386706503000575,0,0,-0.0168086431574684,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0362092379457504,0,0,0,0,0,0,0.200335007061363,0.013410602106382,0,0,0,0.201287781379591,0,0,0,0,0,0,0.0284344782813129,-6.93889390390723e-18,0,0,0,0,0,0,0.0883601233660126,0,0,0.0333428512055405,0,0,0,0,0,0,0,0,0,0,0,0,0.0125340498184573,0,0,0,0,0,0
X600585.SH,0,0,0,0.0337792991566848,0,0,0,-0.0317193238410052,0,0,0.0170928685350786,0,0,0,0,0,0,0,0,0,0,0,0.137092494335558,0,0,0,0,0.066064961235313,0,0,0.416688279262024,0,0,0,0,0,0,0,0,0,0,0,0,0.00960603815564225,0,0,0,0,0,0,0,-0.00738808365054024,-1.0842021724855e-19,0,0,0,0,0,0
X600188.SH,0,0.254873003156864,0,0,0,0,0,0,0.0667040745797254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473530338269819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595533261824926,0,0,0,0.132622912283431,0,0.0591026911299579,0,0.0696568642439943,0,0,0,0,0,0
X600019.SH,0.0202005337356617,0,0,0,0,0.0857794506020924,0,0,0,0,0,0.101129589493908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222049598237385,0,0,0.324058753448863,-0.0498912436589124,0,0,0,0,0,0,0.0612959643763357,0,0,0,0,0,0,0,0,0,0,-0.00577677880358489,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0100899449728457,0,0,0,0,0,0,0,0,0.244009536108034,-0.0350021851116558,0,0,0.0280211688576518,0.117731059965752,0,0,0,0,0,0,0,0,0,0,0,0.31491657378814,0,0,0,0.199857389478485,0,0,0,0,0,0,0,0,0,0,0,-0.330638134629498,0,0.21831315679981,0,0.035435112927017,-0.0245160835543664,0,0,0,0,0,0
X002460.SZ,0,-0.149436452847632,0,0,0,0,0,0.113727264174378,0,0,0,0,0.218600479830038,0,0.533836676819694,0,0,0,0,0,0,0.0458744497038771,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606073451258641,0,0,0,0,-0.0865396368347137,0,0,0.196745818906948,0,-0.0166316603126456,0.106989561893775,0,0,0,0,0
X002271.SZ,0,0,0,0,0,-0.0264304569839438,0,-0.0620458207208271,0,0,0,0,-0.0362615275943746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392858152928012,0,0,0,0,0.276889682980352,0,0,0,0,0,0,0.138341461773819,0,0,-0.159870509695707,0.0906909387386845,0.161628758577471,0,0,0,0,0,-0.0648268129159183,-0.0322880133207753,0.0518101552970762,0,0,0,0,0,0
X601898.SH,0,0.0641959516105125,0,0,0,0,0,0,0,0,0,-0.0245986566221794,0,0,0,0,0,0,0.0416641013125737,0,0,0,0,0,0,0.224287835422394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266746185642717,0.130407453471913,0.0609637153123616,0.315213389600526,0,0,0,0,0,0,-0.0220099252061349,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550225643472992,0,0,0,0,0,0,0,0,0,0,0,0.155188908849905,0,0,0,0,0,0,0,-0.0280907232160469,0,0,0,0.00741374530667162,0.567567790837321,0.0627745968632321,0,0.320955057654609,0,0.0814961607757491,0,0,-0.367338449248297,0,-0.0570648242690244,-0.110998062955134,0,0.0753146541861308,0,0,0,0,0,0
X600111.SH,0,0,0,0.0190682233753998,0,0,0,0,0.366273953681025,0,0,0,0,0.0509312730029202,0,0,0,0.186769113462688,0,0.214061969787489,0,0.127169460882895,0,0,0,0,0,0,0,0,0,0.010218653479753,0,0,0,0,0,0,0,0,0,-0.0540658762766139,0,0,0,0,0,0,0.0291359515199982,0,0,0.062592681899564,0,0,0,0,-0.032701210694563,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720530863679455,0,0,0,0,0.0482250280730363,0,0,0,0,0,0,0,0,0.385226429581862,0,0,0.0504070264263643,0,0,0,0,0,0,0,0.0193333170087521,0,0,0,0,0,0,0,0,0,0,0.0203116383050651,0,0,0,0,0,0
X002466.SZ,-0.117331841172707,-0.0196832539950751,0,0,0,0,0,0,0.862535201080999,0,0,0,0,-0.154556012535955,0,0,0,0,0,0,0,0,0,0,0,0.0117317704297271,0,0,0,0.174833281907479,-0.13649793502231,0,0,0,0,0,0,0,0.0474481049966063,0,0,0.00898737966356627,0.0584055552426586,0,0,0,0,0,0,0,2.16840434497101e-19,0.0736639915433975,-0.0656807878883253,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.111600641330634,0.267610910130342,0,0,0,0,0,0,0,0,0.119717980396763,0,0,0,0,0,0,0.248579253989192,-0.131239778576101,0,0,0,0,0.134301495179118,0.0263552263422544,0,0,0,0,0,-0.0134303684773688,-0.0704109332404104,0,0,0,0,0,0,-0.152818172511275,0,0.015343384603823,0,-0.11429393458783,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185569974846838,0,0.12697742810436,0,0,0,0,0,0.142975986597211,0,0.028246206189096,0,0,0,0.0130377519415366,0,0,0,0,0,0,0,0,0.220336591235362,0,0,0.0960263395625573,0,0,0,0,0,0,0,0,0,0,0,-0.0446003336467847,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.171441143786353,0,0,0,0.179074893715385,0,0,0.111413586943209,0,0.0196437390773887,0,0.035465570515218,0,0,0,0,0,0,0.00344222569167341,0,0,0.102972380491704,0,0,0.0335091264506291,0,0,0,0,0.0727717299253367,0,0.0256804730733005,0,0,0.134856896956917,0,0,0,0,0,0,0,0,0,0,0,0
