,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600688.SH,X601991.SH,X601600.SH,X600660.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600547.SH,X600027.SH,X002466.SZ,X601992.SH,X600516.SH,X600111.SH,X600176.SH,X600299.SH,X300072.SZ,X000709.SZ,X002460.SZ,X600352.SH,X600339.SH,X000629.SZ,X600583.SH,X000825.SZ,X000553.SZ,X600808.SH,X002110.SZ,X600801.SH,X000786.SZ,X601158.SH,X000883.SZ,X000792.SZ,X000301.SZ,X600219.SH,X600426.SH,X000932.SZ,X000408.SZ,X600489.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.118990343029923,0.0940474369595689,0,0,0.126430638528281,-0.116233785111426,0,0,0,0.0163257981591046,0,0,0,0,0,0,0,0,0,-0.0180471189211096,-0.0282325370596049,0,0,0,0,0,0,0,0,0.211579375990211,-0.0742617177864385,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0505024128528771,0,0,0,0,-0.125858289659899,0.0160410394042255,0.0119865058738083,0,0,0,0,0,0
X600028.SH,0.0589947329099892,0,0.0736925282567768,0,0,0,0,0,0.0986368940432122,0,0,0.023796040751606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019962136367313,0,0,0,0,0,0,0,0,0,0.12967497753529,0,0,0,0,0.0599454190842264,0,0,0.129777454930481,0,0.0329363291531945,0,0,0,-0.0103468111721549,-0.0171652714391104,0,0,0,0,0,0
X601088.SH,0,0,0,0.00731526186005077,0.131240122089229,0,0,0,0,0,0,0.156156225427865,0,0,0,0,0,0,0.0758888330183633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110819986482951,0,0,0,0,0,0,0,0,0.111322089331623,0.00498204658227283,0.22490999172186,0,-0.00877012333867305,-0.03642674495058,0,-0.00916503641192587,0,0,0,0
X600585.SH,0,0,0,0,0.145212409039915,0,0,0,0,0,0,-0.015532604705423,0,0,0,0,0,0,0,0,0,0,0,0,0.0345366602211926,0,0,0,0,0,0,0,0.0801874592190558,0,0,1.73472347597681e-18,0,0.370826861286163,0.198584921899691,0,0,0,-0.0793822450766045,0,0.0281434827208046,0,0,0,0,0,-0.0197416559422787,-0.0315612280373942,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,-0.0176319140325602,0,0,0,0,0,0,0,0,0,0,0.0403531294025219,0.328127092987344,0,0,0,0,0,0,0.0436695761247041,0,0,0,0,0,0,0,0,0,0,0,0.0737902302067575,0.0273756558179686,0,0,0,0,0,0,0,0.309601873271704,0,0,0,0,0.00772879232235989,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0836723977067702,0,0,0,0,-0.0571590220807223,0.75356320936547,0.0932082935834129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126725279976382,0,-0.0451727298879874,0,0,0,0,0,0,0,0,-0.0383508728942681,0.0869058618254969,-0.0509374741725841,-0.0343465362479347,0,-0.0177298667895526,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524623328424596,6.93889390390723e-18,0,0,0,0,0.51562315587471,0,0,0,0,0,0,0,0,0,0,0.08911393653521,0,0,0,0.0393097785330974,0.153687011452395,0,0,0,0,0,0.1651426091722,0,0,0,0,0,0.0227191747045553,0.0037463570629835,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174045384394403,0,0,0,0.0244332990455291,0.266923444494061,0,0,0,0,0,-0.0467032956156863,0,0,0,0,0.05177258692672,0,0,0,0,0,0,0,0.107113604990237,0,0.166348101369422,0,0.0494775717673442,0,0,0,0,0.0120068999872622,-0.000186811485510294,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.246901951095405,0,0.0612171748034796,0,0,0,0,0,0,0,0,0.0464071447472921,0,0,0,0,0,0,0,-0.0201367003717913,0,0,0,0.042976176826522,0,0.0606364753898276,-0.0616926953257182,2.16840434497101e-19,0,0,0.0287128271110801,0,0,0,0.00758399080178308,0,0,0.214758381199537,0,-0.00591943843774495,0,0,0,0,0,0,0
X600688.SH,0,0.334166468374929,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.00982298382426489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127507850031536,0,0,0,0,0.0614202457445497,0,0.0129847852455986,0,0,0.103213608187428,0,0,0.00447206979642855,0,0,0,0,0,0.0259907304990327,0,0,0,0,0,0.00676462226926203,0.00332116050636921,0,0.0962702272230588,0,0,0,0
