,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X002466.SZ,X601600.SH,X600660.SH,X600688.SH,X601991.SH,X600362.SH,X600795.SH,X600547.SH,X600886.SH,X300072.SZ,X002460.SZ,X600516.SH,X600111.SH,X000898.SZ,X601992.SH,X600176.SH,X600352.SH,X600027.SH,X000553.SZ,X000786.SZ,X600299.SH,X000825.SZ,X000792.SZ,X000709.SZ,X002271.SZ,X000408.SZ,X600426.SH,X600489.SH,X601158.SH,X600315.SH,X000883.SZ,X601699.SH,X000830.SZ,X600219.SH,X600808.SH,X600157.SH,X000630.SZ,X600339.SH,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.177693272370565,0.114881753436119,0,0,0,0,0,0,0,0.0259631853927938,0,0,0,0,0,0,0,0,0,0.0761237839952775,0,0,0,0.0379636233997867,0.0100694399104038,0,0,0,0.00677384607631285,0,0.00221018669768798,0,0,0,3.46944695195361e-18,0,0,0.0351377291802104,0,0.0700293628362075,0,0,0,0,0,0,0.113637404958013,0,0,0.00475970480729344,0,0,0,0,0,0
X600028.SH,0.361362488752752,0,0.36106165960873,0,0,0,0,0,0,0,0.0143552519246395,0,0,0,0,0,0,0,0,0,0,-0.00395479273944249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523839019975663,0,0,0,0,0,0,0,0,0,0,-0.0452400023823697,0,0,-0.0133992019754496,0.00914171860368532,0,-0.12418957334787,0,0,0,0
X601088.SH,0,0.307828778044111,0,0.0285762828024419,0.0888204169004515,-0.0121990087527309,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00648059971857858,0,-0.130026336896003,0,0,0,-0.0805354656460488,-0.180745598371842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583755157021407,0,0,0,0,0,0,0,0,0,-0.0193926422536278,0,0,0,0,0,0
X600019.SH,0,0,0.241363125638652,0,0,0,0,0.330046697671494,0,0,0,0,0,0,0,0,0,0,0,0,-0.0651726155309358,0,0.080882467747643,0,0,-0.0234636985945498,0,0,0,-0.10172626685797,0.00538041252686747,-0.0408061283190079,0,0,0,0,0,0,0,0,0.0500682171304877,-0.163247268708981,0,0.219098186226052,0,0,4.33680868994202e-19,0,0,0.0144628724871092,0.00312441072762497,0,0,0,0,0,0
X600585.SH,0,0,0.572251889236103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203120617083718,0.0190300826460631,0.0894690922507085,0,0,0,0,-0.109655402941818,0,0,0,0,0,0,0,0.0837164718282349,0,0,0,0,0.0388636586737861,0,0,0.203383015155776,0,0,0.0734831441787125,0,0,0,0,-0.00574541237088701,0.0548977288243164,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0842485006965163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351002159009455,0,0,0.0981685578174851,0,0,3.46944695195361e-18,0,0.304419095523352,0,0,0.0495835008590734,0,-0.110819941499091,0,0.272581706103029,0,0,0,0,0,0,0.0408518958467244,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0054906403919412,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575767303033746,0,0,0,0,0.110626222770983,0.020664384615703,0,0,0,0,0,0,0.308282823916719,-0.0155034311022441,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.095042049451357,0,0,6.93889390390723e-18,0,0,0.0478761404256302,0,0.230909689266811,0.0418752763202761,0,0.0126592624738746,0.0425164302019546,0,0,0,-0.528759381482638,0,0
X600188.SH,0,0,0.591355974787085,0.165914262720751,0,-0.0518796324169868,0,0,0,0.125356132103317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27458602521901,0,0,0,0,0,0.0138311036581104,0,0,0,0,0,0,0,0.197752994962541,0,0.061687510662873,0.0467008235206736,0,0.105298441019552,0,0,0.0636446520399382,0.251412093226205,0,-0.0226730309434081,0.00850968075502495,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.018989700145231,0,0,0,0,0,0,0,0,0,0,0,0,0.0469381736129219,0,-3.46944695195361e-18,0.0653458032985333,0,0.052324955814097,0,0,0.0742604326948892,0,0,0,0,0.00596829225367806,0,0,0,0,0,0,0.0909853015279811,0.00258646328827927,0.0286291013484333,0.103700568234927,0,0,0,0.00517153532755216,0,0,-0.0102964564979986,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.003321280541825,0,0,0,0,0,0,0,0,0,0,0,0.52596830196215,0.109986989723945,0.050727841867597,0,0,-0.0615600328406142,0,-0.058221249854456,0,-0.0193670537093799,0,0.0411409304731908,-0.00803624066502765,0,0,0,0.0392852808155767,0,0,0,0,0.0500838636598612,0,0,0,0,0,0,0,0,0,-0.00893169305341318,0,0,0,0,0,0
